date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate,date2
11/05/2020,region,E12000007,London,62,160,2020-05-11
10/05/2020,region,E12000007,London,95,125,2020-05-10
09/05/2020,region,E12000007,London,111,128,2020-05-09
08/05/2020,region,E12000007,London,124,206,2020-05-08
07/05/2020,region,E12000007,London,142,270,2020-05-07
06/05/2020,region,E12000007,London,117,267,2020-05-06
05/05/2020,region,E12000007,London,252,217,2020-05-05
04/05/2020,region,E12000007,London,160,245,2020-05-04
03/05/2020,region,E12000007,London,128,168,2020-05-03
02/05/2020,region,E12000007,London,223,248,2020-05-02
01/05/2020,region,E12000007,London,180,355,2020-05-01
30/04/2020,region,E12000007,London,207,424,2020-04-30
29/04/2020,region,E12000007,London,111,428,2020-04-29
28/04/2020,region,E12000007,London,146,312,2020-04-28
27/04/2020,region,E12000007,London,225,418,2020-04-27
26/04/2020,region,E12000007,London,267,310,2020-04-26
25/04/2020,region,E12000007,London,278,333,2020-04-25
24/04/2020,region,E12000007,London,296,378,2020-04-24
23/04/2020,region,E12000007,London,415,524,2020-04-23
22/04/2020,region,E12000007,London,280,397,2020-04-22
21/04/2020,region,E12000007,London,418,466,2020-04-21
20/04/2020,region,E12000007,London,297,437,2020-04-20
19/04/2020,region,E12000007,London,453,396,2020-04-19
18/04/2020,region,E12000007,London,689,400,2020-04-18
17/04/2020,region,E12000007,London,704,577,2020-04-17
16/04/2020,region,E12000007,London,0,577,2020-04-16
15/04/2020,region,E12000007,London,0,657,2020-04-15
14/04/2020,region,E12000007,London,0,601,2020-04-14
13/04/2020,region,E12000007,London,0,602,2020-04-13
12/04/2020,region,E12000007,London,0,501,2020-04-12
11/04/2020,region,E12000007,London,0,522,2020-04-11
10/04/2020,region,E12000007,London,0,617,2020-04-10
09/04/2020,region,E12000007,London,0,801,2020-04-09
08/04/2020,region,E12000007,London,0,873,2020-04-08
07/04/2020,region,E12000007,London,0,952,2020-04-07
06/04/2020,region,E12000007,London,0,860,2020-04-06
05/04/2020,region,E12000007,London,0,633,2020-04-05
04/04/2020,region,E12000007,London,0,765,2020-04-04
03/04/2020,region,E12000007,London,0,983,2020-04-03
02/04/2020,region,E12000007,London,0,1070,2020-04-02
01/04/2020,region,E12000007,London,0,979,2020-04-01
31/03/2020,region,E12000007,London,0,936,2020-03-31
30/03/2020,region,E12000007,London,0,869,2020-03-30
29/03/2020,region,E12000007,London,0,594,2020-03-29
28/03/2020,region,E12000007,London,0,577,2020-03-28
27/03/2020,region,E12000007,London,0,820,2020-03-27
26/03/2020,region,E12000007,London,0,766,2020-03-26
25/03/2020,region,E12000007,London,0,757,2020-03-25
24/03/2020,region,E12000007,London,0,636,2020-03-24
23/03/2020,region,E12000007,London,0,689,2020-03-23
22/03/2020,region,E12000007,London,0,438,2020-03-22
21/03/2020,region,E12000007,London,0,351,2020-03-21
20/03/2020,region,E12000007,London,0,426,2020-03-20
19/03/2020,region,E12000007,London,0,332,2020-03-19
18/03/2020,region,E12000007,London,0,356,2020-03-18
17/03/2020,region,E12000007,London,0,311,2020-03-17
16/03/2020,region,E12000007,London,0,234,2020-03-16
15/03/2020,region,E12000007,London,0,165,2020-03-15
14/03/2020,region,E12000007,London,0,149,2020-03-14
13/03/2020,region,E12000007,London,0,136,2020-03-13
12/03/2020,region,E12000007,London,0,165,2020-03-12
11/03/2020,region,E12000007,London,0,183,2020-03-11
10/03/2020,region,E12000007,London,0,92,2020-03-10
09/03/2020,region,E12000007,London,0,53,2020-03-09
08/03/2020,region,E12000007,London,0,22,2020-03-08
07/03/2020,region,E12000007,London,0,14,2020-03-07
06/03/2020,region,E12000007,London,0,23,2020-03-06
05/03/2020,region,E12000007,London,0,14,2020-03-05
04/03/2020,region,E12000007,London,0,18,2020-03-04
03/03/2020,region,E12000007,London,0,6,2020-03-03
02/03/2020,region,E12000007,London,0,12,2020-03-02
01/03/2020,region,E12000007,London,0,4,2020-03-01
29/02/2020,region,E12000007,London,0,1,2020-02-29
28/02/2020,region,E12000007,London,0,3,2020-02-28
27/02/2020,region,E12000007,London,0,2,2020-02-27
26/02/2020,region,E12000007,London,0,2,2020-02-26
25/02/2020,region,E12000007,London,0,3,2020-02-25
24/02/2020,region,E12000007,London,0,1,2020-02-24
23/02/2020,region,E12000007,London,0,0,2020-02-23
22/02/2020,region,E12000007,London,0,0,2020-02-22
21/02/2020,region,E12000007,London,0,0,2020-02-21
20/02/2020,region,E12000007,London,0,0,2020-02-20
19/02/2020,region,E12000007,London,0,0,2020-02-19
18/02/2020,region,E12000007,London,0,0,2020-02-18
17/02/2020,region,E12000007,London,0,0,2020-02-17
16/02/2020,region,E12000007,London,0,0,2020-02-16
15/02/2020,region,E12000007,London,0,0,2020-02-15
14/02/2020,region,E12000007,London,0,0,2020-02-14
13/02/2020,region,E12000007,London,0,0,2020-02-13
12/02/2020,region,E12000007,London,0,0,2020-02-12
11/02/2020,region,E12000007,London,0,1,2020-02-11
10/02/2020,region,E12000007,London,0,,2020-02-10
09/02/2020,region,E12000007,London,0,,2020-02-09
08/02/2020,region,E12000007,London,0,,2020-02-08
07/02/2020,region,E12000007,London,0,,2020-02-07
06/02/2020,region,E12000007,London,0,,2020-02-06
05/02/2020,region,E12000007,London,0,,2020-02-05
04/02/2020,region,E12000007,London,0,,2020-02-04
03/02/2020,region,E12000007,London,0,,2020-02-03
02/02/2020,region,E12000007,London,0,,2020-02-02
01/02/2020,region,E12000007,London,0,,2020-02-01
31/01/2020,region,E12000007,London,0,,2020-01-31
30/01/2020,region,E12000007,London,0,,2020-01-30
29/01/2020,region,E12000007,London,0,,2020-01-29
28/01/2020,region,E12000007,London,0,,2020-01-28
27/01/2020,region,E12000007,London,0,,2020-01-27
26/01/2020,region,E12000007,London,0,,2020-01-26
25/01/2020,region,E12000007,London,0,,2020-01-25
24/01/2020,region,E12000007,London,0,,2020-01-24
23/01/2020,region,E12000007,London,0,,2020-01-23
22/01/2020,region,E12000007,London,0,,2020-01-22
21/01/2020,region,E12000007,London,0,,2020-01-21
20/01/2020,region,E12000007,London,0,,2020-01-20
19/01/2020,region,E12000007,London,0,,2020-01-19
18/01/2020,region,E12000007,London,0,,2020-01-18
17/01/2020,region,E12000007,London,0,,2020-01-17
16/01/2020,region,E12000007,London,0,,2020-01-16
15/01/2020,region,E12000007,London,0,,2020-01-15
14/01/2020,region,E12000007,London,0,,2020-01-14
13/01/2020,region,E12000007,London,0,,2020-01-13
12/01/2020,region,E12000007,London,0,,2020-01-12
11/01/2020,region,E12000007,London,0,,2020-01-11
10/01/2020,region,E12000007,London,0,,2020-01-10
09/01/2020,region,E12000007,London,0,,2020-01-09
08/01/2020,region,E12000007,London,0,,2020-01-08
07/01/2020,region,E12000007,London,0,,2020-01-07
06/01/2020,region,E12000007,London,0,,2020-01-06
05/01/2020,region,E12000007,London,0,,2020-01-05
04/01/2020,region,E12000007,London,0,,2020-01-04
03/01/2020,region,E12000007,London,0,,2020-01-03
02/12/2020,region,E12000008,South East,2210,,2020-12-02
01/12/2020,region,E12000008,South East,1876,266,2020-12-01
30/11/2020,region,E12000008,South East,1895,1871,2020-11-30
29/11/2020,region,E12000008,South East,1568,1418,2020-11-29
28/11/2020,region,E12000008,South East,1918,1432,2020-11-28
27/11/2020,region,E12000008,South East,1800,2027,2020-11-27
26/11/2020,region,E12000008,South East,2045,1725,2020-11-26
25/11/2020,region,E12000008,South East,2364,2018,2020-11-25
24/11/2020,region,E12000008,South East,1214,1961,2020-11-24
23/11/2020,region,E12000008,South East,1999,2374,2020-11-23
22/11/2020,region,E12000008,South East,2450,1290,2020-11-22
21/11/2020,region,E12000008,South East,2273,1470,2020-11-21
20/11/2020,region,E12000008,South East,1707,1888,2020-11-20
19/11/2020,region,E12000008,South East,2527,1886,2020-11-19
18/11/2020,region,E12000008,South East,1784,2259,2020-11-18
17/11/2020,region,E12000008,South East,2026,2284,2020-11-17
16/11/2020,region,E12000008,South East,95,2992,2020-11-16
15/11/2020,region,E12000008,South East,2652,1686,2020-11-15
14/11/2020,region,E12000008,South East,3110,1801,2020-11-14
13/11/2020,region,E12000008,South East,2644,2726,2020-11-13
12/11/2020,region,E12000008,South East,3306,2610,2020-11-12
11/11/2020,region,E12000008,South East,2211,2715,2020-11-11
10/11/2020,region,E12000008,South East,1693,2597,2020-11-10
09/11/2020,region,E12000008,South East,2065,2985,2020-11-09
08/11/2020,region,E12000008,South East,1499,1950,2020-11-08
07/11/2020,region,E12000008,South East,2079,1706,2020-11-07
06/11/2020,region,E12000008,South East,1913,1921,2020-11-06
05/11/2020,region,E12000008,South East,1770,1919,2020-11-05
04/11/2020,region,E12000008,South East,1834,1937,2020-11-04
03/11/2020,region,E12000008,South East,1442,1960,2020-11-03
02/11/2020,region,E12000008,South East,1625,2516,2020-11-02
01/11/2020,region,E12000008,South East,1614,1009,2020-11-01
31/10/2020,region,E12000008,South East,1396,1210,2020-10-31
30/10/2020,region,E12000008,South East,1894,1695,2020-10-30
29/10/2020,region,E12000008,South East,1424,1704,2020-10-29
28/10/2020,region,E12000008,South East,1877,1630,2020-10-28
27/10/2020,region,E12000008,South East,1442,1699,2020-10-27
26/10/2020,region,E12000008,South East,1341,1857,2020-10-26
25/10/2020,region,E12000008,South East,1336,972,2020-10-25
24/10/2020,region,E12000008,South East,1562,1095,2020-10-24
23/10/2020,region,E12000008,South East,1248,1420,2020-10-23
22/10/2020,region,E12000008,South East,1189,1444,2020-10-22
21/10/2020,region,E12000008,South East,1709,1638,2020-10-21
20/10/2020,region,E12000008,South East,990,1592,2020-10-20
19/10/2020,region,E12000008,South East,1051,1402,2020-10-19
18/10/2020,region,E12000008,South East,859,759,2020-10-18
17/10/2020,region,E12000008,South East,941,793,2020-10-17
16/10/2020,region,E12000008,South East,814,955,2020-10-16
15/10/2020,region,E12000008,South East,1083,971,2020-10-15
14/10/2020,region,E12000008,South East,1166,1071,2020-10-14
13/10/2020,region,E12000008,South East,920,1016,2020-10-13
12/10/2020,region,E12000008,South East,610,864,2020-10-12
11/10/2020,region,E12000008,South East,420,483,2020-10-11
10/10/2020,region,E12000008,South East,752,559,2020-10-10
09/10/2020,region,E12000008,South East,933,773,2020-10-09
08/10/2020,region,E12000008,South East,991,964,2020-10-08
07/10/2020,region,E12000008,South East,849,902,2020-10-07
06/10/2020,region,E12000008,South East,659,677,2020-10-06
05/10/2020,region,E12000008,South East,660,743,2020-10-05
04/10/2020,region,E12000008,South East,1121,557,2020-10-04
03/10/2020,region,E12000008,South East,552,542,2020-10-03
02/10/2020,region,E12000008,South East,272,628,2020-10-02
01/10/2020,region,E12000008,South East,268,515,2020-10-01
30/09/2020,region,E12000008,South East,225,488,2020-09-30
29/09/2020,region,E12000008,South East,313,349,2020-09-29
28/09/2020,region,E12000008,South East,151,368,2020-09-28
27/09/2020,region,E12000008,South East,275,265,2020-09-27
26/09/2020,region,E12000008,South East,173,216,2020-09-26
25/09/2020,region,E12000008,South East,299,309,2020-09-25
24/09/2020,region,E12000008,South East,326,291,2020-09-24
23/09/2020,region,E12000008,South East,247,254,2020-09-23
22/09/2020,region,E12000008,South East,187,264,2020-09-22
21/09/2020,region,E12000008,South East,179,226,2020-09-21
20/09/2020,region,E12000008,South East,110,174,2020-09-20
19/09/2020,region,E12000008,South East,163,172,2020-09-19
18/09/2020,region,E12000008,South East,131,193,2020-09-18
17/09/2020,region,E12000008,South East,136,163,2020-09-17
16/09/2020,region,E12000008,South East,160,146,2020-09-16
15/09/2020,region,E12000008,South East,152,137,2020-09-15
14/09/2020,region,E12000008,South East,121,147,2020-09-14
13/09/2020,region,E12000008,South East,116,63,2020-09-13
12/09/2020,region,E12000008,South East,216,136,2020-09-12
11/09/2020,region,E12000008,South East,225,158,2020-09-11
10/09/2020,region,E12000008,South East,199,214,2020-09-10
09/09/2020,region,E12000008,South East,222,167,2020-09-09
08/09/2020,region,E12000008,South East,224,187,2020-09-08
07/09/2020,region,E12000008,South East,196,203,2020-09-07
06/09/2020,region,E12000008,South East,126,179,2020-09-06
05/09/2020,region,E12000008,South East,146,158,2020-09-05
04/09/2020,region,E12000008,South East,138,226,2020-09-04
03/09/2020,region,E12000008,South East,97,226,2020-09-03
02/09/2020,region,E12000008,South East,103,198,2020-09-02
01/09/2020,region,E12000008,South East,127,124,2020-09-01
31/08/2020,region,E12000008,South East,115,117,2020-08-31
30/08/2020,region,E12000008,South East,123,101,2020-08-30
29/08/2020,region,E12000008,South East,89,104,2020-08-29
28/08/2020,region,E12000008,South East,100,116,2020-08-28
27/08/2020,region,E12000008,South East,93,127,2020-08-27
26/08/2020,region,E12000008,South East,67,115,2020-08-26
25/08/2020,region,E12000008,South East,129,90,2020-08-25
24/08/2020,region,E12000008,South East,106,95,2020-08-24
23/08/2020,region,E12000008,South East,104,84,2020-08-23
22/08/2020,region,E12000008,South East,99,78,2020-08-22
21/08/2020,region,E12000008,South East,96,110,2020-08-21
20/08/2020,region,E12000008,South East,82,130,2020-08-20
19/08/2020,region,E12000008,South East,63,115,2020-08-19
18/08/2020,region,E12000008,South East,76,77,2020-08-18
17/08/2020,region,E12000008,South East,61,109,2020-08-17
16/08/2020,region,E12000008,South East,99,36,2020-08-16
15/08/2020,region,E12000008,South East,68,45,2020-08-15
14/08/2020,region,E12000008,South East,147,95,2020-08-14
13/08/2020,region,E12000008,South East,0,76,2020-08-13
12/08/2020,region,E12000008,South East,68,82,2020-08-12
11/08/2020,region,E12000008,South East,63,77,2020-08-11
10/08/2020,region,E12000008,South East,48,112,2020-08-10
09/08/2020,region,E12000008,South East,55,29,2020-08-09
08/08/2020,region,E12000008,South East,68,31,2020-08-08
07/08/2020,region,E12000008,South East,58,54,2020-08-07
06/08/2020,region,E12000008,South East,53,61,2020-08-06
05/08/2020,region,E12000008,South East,31,66,2020-08-05
04/08/2020,region,E12000008,South East,46,66,2020-08-04
03/08/2020,region,E12000008,South East,54,76,2020-08-03
02/08/2020,region,E12000008,South East,57,21,2020-08-02
01/08/2020,region,E12000008,South East,72,29,2020-08-01
31/07/2020,region,E12000008,South East,50,41,2020-07-31
30/07/2020,region,E12000008,South East,76,62,2020-07-30
29/07/2020,region,E12000008,South East,79,80,2020-07-29
28/07/2020,region,E12000008,South East,38,63,2020-07-28
27/07/2020,region,E12000008,South East,71,85,2020-07-27
26/07/2020,region,E12000008,South East,80,37,2020-07-26
25/07/2020,region,E12000008,South East,73,47,2020-07-25
24/07/2020,region,E12000008,South East,70,63,2020-07-24
23/07/2020,region,E12000008,South East,84,76,2020-07-23
22/07/2020,region,E12000008,South East,55,77,2020-07-22
21/07/2020,region,E12000008,South East,40,77,2020-07-21
20/07/2020,region,E12000008,South East,59,87,2020-07-20
19/07/2020,region,E12000008,South East,50,46,2020-07-19
18/07/2020,region,E12000008,South East,87,54,2020-07-18
17/07/2020,region,E12000008,South East,43,49,2020-07-17
16/07/2020,region,E12000008,South East,64,63,2020-07-16
15/07/2020,region,E12000008,South East,44,63,2020-07-15
14/07/2020,region,E12000008,South East,42,59,2020-07-14
13/07/2020,region,E12000008,South East,58,69,2020-07-13
12/07/2020,region,E12000008,South East,64,31,2020-07-12
11/07/2020,region,E12000008,South East,93,35,2020-07-11
10/07/2020,region,E12000008,South East,61,76,2020-07-10
09/07/2020,region,E12000008,South East,49,83,2020-07-09
08/07/2020,region,E12000008,South East,63,82,2020-07-08
07/07/2020,region,E12000008,South East,54,55,2020-07-07
06/07/2020,region,E12000008,South East,44,44,2020-07-06
05/07/2020,region,E12000008,South East,43,58,2020-07-05
04/07/2020,region,E12000008,South East,71,29,2020-07-04
03/07/2020,region,E12000008,South East,55,64,2020-07-03
02/07/2020,region,E12000008,South East,63,60,2020-07-02
01/07/2020,region,E12000008,South East,10737,69,2020-07-01
30/06/2020,region,E12000008,South East,29,56,2020-06-30
29/06/2020,region,E12000008,South East,18,78,2020-06-29
28/06/2020,region,E12000008,South East,20,45,2020-06-28
27/06/2020,region,E12000008,South East,19,54,2020-06-27
26/06/2020,region,E12000008,South East,30,65,2020-06-26
25/06/2020,region,E12000008,South East,66,64,2020-06-25
24/06/2020,region,E12000008,South East,28,44,2020-06-24
23/06/2020,region,E12000008,South East,41,59,2020-06-23
22/06/2020,region,E12000008,South East,18,77,2020-06-22
21/06/2020,region,E12000008,South East,33,67,2020-06-21
20/06/2020,region,E12000008,South East,49,65,2020-06-20
19/06/2020,region,E12000008,South East,35,78,2020-06-19
18/06/2020,region,E12000008,South East,61,75,2020-06-18
17/06/2020,region,E12000008,South East,26,83,2020-06-17
16/06/2020,region,E12000008,South East,23,96,2020-06-16
15/06/2020,region,E12000008,South East,46,98,2020-06-15
14/06/2020,region,E12000008,South East,36,71,2020-06-14
13/06/2020,region,E12000008,South East,55,66,2020-06-13
12/06/2020,region,E12000008,South East,38,85,2020-06-12
11/06/2020,region,E12000008,South East,54,94,2020-06-11
10/06/2020,region,E12000008,South East,35,125,2020-06-10
09/06/2020,region,E12000008,South East,77,113,2020-06-09
08/06/2020,region,E12000008,South East,16,124,2020-06-08
07/06/2020,region,E12000008,South East,46,61,2020-06-07
06/06/2020,region,E12000008,South East,92,85,2020-06-06
05/06/2020,region,E12000008,South East,36,140,2020-06-05
04/06/2020,region,E12000008,South East,60,158,2020-06-04
03/06/2020,region,E12000008,South East,84,136,2020-06-03
02/06/2020,region,E12000008,South East,48,219,2020-06-02
01/06/2020,region,E12000008,South East,34,184,2020-06-01
31/05/2020,region,E12000008,South East,52,134,2020-05-31
30/05/2020,region,E12000008,South East,78,132,2020-05-30
29/05/2020,region,E12000008,South East,62,163,2020-05-29
28/05/2020,region,E12000008,South East,66,202,2020-05-28
27/05/2020,region,E12000008,South East,104,202,2020-05-27
26/05/2020,region,E12000008,South East,63,182,2020-05-26
25/05/2020,region,E12000008,South East,80,187,2020-05-25
24/05/2020,region,E12000008,South East,110,150,2020-05-24
23/05/2020,region,E12000008,South East,166,121,2020-05-23
22/05/2020,region,E12000008,South East,179,246,2020-05-22
21/05/2020,region,E12000008,South East,127,303,2020-05-21
20/05/2020,region,E12000008,South East,96,340,2020-05-20
19/05/2020,region,E12000008,South East,86,385,2020-05-19
18/05/2020,region,E12000008,South East,103,359,2020-05-18
17/05/2020,region,E12000008,South East,154,222,2020-05-17
16/05/2020,region,E12000008,South East,136,191,2020-05-16
15/05/2020,region,E12000008,South East,159,262,2020-05-15
14/05/2020,region,E12000008,South East,170,295,2020-05-14
13/05/2020,region,E12000008,South East,157,483,2020-05-13
12/05/2020,region,E12000008,South East,105,411,2020-05-12
11/05/2020,region,E12000008,South East,107,476,2020-05-11
10/05/2020,region,E12000008,South East,118,308,2020-05-10
09/05/2020,region,E12000008,South East,187,247,2020-05-09
08/05/2020,region,E12000008,South East,236,352,2020-05-08
07/05/2020,region,E12000008,South East,187,420,2020-05-07
06/05/2020,region,E12000008,South East,510,445,2020-05-06
05/05/2020,region,E12000008,South East,243,474,2020-05-05
04/05/2020,region,E12000008,South East,219,487,2020-05-04
03/05/2020,region,E12000008,South East,213,363,2020-05-03
02/05/2020,region,E12000008,South East,229,417,2020-05-02
01/05/2020,region,E12000008,South East,264,522,2020-05-01
30/04/2020,region,E12000008,South East,272,649,2020-04-30
29/04/2020,region,E12000008,South East,236,690,2020-04-29
28/04/2020,region,E12000008,South East,195,659,2020-04-28
27/04/2020,region,E12000008,South East,318,555,2020-04-27
26/04/2020,region,E12000008,South East,357,501,2020-04-26
25/04/2020,region,E12000008,South East,479,517,2020-04-25
24/04/2020,region,E12000008,South East,562,657,2020-04-24
23/04/2020,region,E12000008,South East,359,680,2020-04-23
22/04/2020,region,E12000008,South East,397,693,2020-04-22
21/04/2020,region,E12000008,South East,778,632,2020-04-21
20/04/2020,region,E12000008,South East,315,490,2020-04-20
19/04/2020,region,E12000008,South East,678,414,2020-04-19
18/04/2020,region,E12000008,South East,414,523,2020-04-18
17/04/2020,region,E12000008,South East,552,705,2020-04-17
16/04/2020,region,E12000008,South East,0,656,2020-04-16
15/04/2020,region,E12000008,South East,0,710,2020-04-15
14/04/2020,region,E12000008,South East,0,554,2020-04-14
13/04/2020,region,E12000008,South East,0,577,2020-04-13
12/04/2020,region,E12000008,South East,0,484,2020-04-12
11/04/2020,region,E12000008,South East,0,381,2020-04-11
10/04/2020,region,E12000008,South East,0,576,2020-04-10
09/04/2020,region,E12000008,South East,0,523,2020-04-09
08/04/2020,region,E12000008,South East,0,565,2020-04-08
07/04/2020,region,E12000008,South East,0,717,2020-04-07
06/04/2020,region,E12000008,South East,0,592,2020-04-06
05/04/2020,region,E12000008,South East,0,424,2020-04-05
04/04/2020,region,E12000008,South East,0,456,2020-04-04
03/04/2020,region,E12000008,South East,0,518,2020-04-03
02/04/2020,region,E12000008,South East,0,485,2020-04-02
01/04/2020,region,E12000008,South East,0,546,2020-04-01
31/03/2020,region,E12000008,South East,0,470,2020-03-31
30/03/2020,region,E12000008,South East,0,478,2020-03-30
29/03/2020,region,E12000008,South East,0,296,2020-03-29
28/03/2020,region,E12000008,South East,0,339,2020-03-28
27/03/2020,region,E12000008,South East,0,331,2020-03-27
26/03/2020,region,E12000008,South East,0,320,2020-03-26
25/03/2020,region,E12000008,South East,0,306,2020-03-25
24/03/2020,region,E12000008,South East,0,235,2020-03-24
23/03/2020,region,E12000008,South East,0,282,2020-03-23
22/03/2020,region,E12000008,South East,0,170,2020-03-22
21/03/2020,region,E12000008,South East,0,128,2020-03-21
20/03/2020,region,E12000008,South East,0,127,2020-03-20
19/03/2020,region,E12000008,South East,0,127,2020-03-19
18/03/2020,region,E12000008,South East,0,122,2020-03-18
17/03/2020,region,E12000008,South East,0,89,2020-03-17
16/03/2020,region,E12000008,South East,0,78,2020-03-16
15/03/2020,region,E12000008,South East,0,53,2020-03-15
14/03/2020,region,E12000008,South East,0,41,2020-03-14
13/03/2020,region,E12000008,South East,0,53,2020-03-13
12/03/2020,region,E12000008,South East,0,86,2020-03-12
11/03/2020,region,E12000008,South East,0,50,2020-03-11
10/03/2020,region,E12000008,South East,0,35,2020-03-10
09/03/2020,region,E12000008,South East,0,24,2020-03-09
08/03/2020,region,E12000008,South East,0,10,2020-03-08
07/03/2020,region,E12000008,South East,0,5,2020-03-07
06/03/2020,region,E12000008,South East,0,16,2020-03-06
05/03/2020,region,E12000008,South East,0,4,2020-03-05
04/03/2020,region,E12000008,South East,0,7,2020-03-04
03/03/2020,region,E12000008,South East,0,9,2020-03-03
02/03/2020,region,E12000008,South East,0,1,2020-03-02
01/03/2020,region,E12000008,South East,0,0,2020-03-01
29/02/2020,region,E12000008,South East,0,2,2020-02-29
28/02/2020,region,E12000008,South East,0,2,2020-02-28
27/02/2020,region,E12000008,South East,0,2,2020-02-27
26/02/2020,region,E12000008,South East,0,0,2020-02-26
25/02/2020,region,E12000008,South East,0,1,2020-02-25
24/02/2020,region,E12000008,South East,0,1,2020-02-24
23/02/2020,region,E12000008,South East,0,1,2020-02-23
22/02/2020,region,E12000008,South East,0,0,2020-02-22
21/02/2020,region,E12000008,South East,0,0,2020-02-21
20/02/2020,region,E12000008,South East,0,0,2020-02-20
19/02/2020,region,E12000008,South East,0,0,2020-02-19
18/02/2020,region,E12000008,South East,0,0,2020-02-18
17/02/2020,region,E12000008,South East,0,0,2020-02-17
16/02/2020,region,E12000008,South East,0,0,2020-02-16
15/02/2020,region,E12000008,South East,0,0,2020-02-15
14/02/2020,region,E12000008,South East,0,0,2020-02-14
13/02/2020,region,E12000008,South East,0,0,2020-02-13
12/02/2020,region,E12000008,South East,0,0,2020-02-12
11/02/2020,region,E12000008,South East,0,0,2020-02-11
10/02/2020,region,E12000008,South East,0,0,2020-02-10
09/02/2020,region,E12000008,South East,0,1,2020-02-09
08/02/2020,region,E12000008,South East,0,4,2020-02-08
07/02/2020,region,E12000008,South East,0,0,2020-02-07
06/02/2020,region,E12000008,South East,0,0,2020-02-06
05/02/2020,region,E12000008,South East,0,1,2020-02-05
04/02/2020,region,E12000008,South East,0,,2020-02-04
03/02/2020,region,E12000008,South East,0,,2020-02-03
02/02/2020,region,E12000008,South East,0,,2020-02-02
01/02/2020,region,E12000008,South East,0,,2020-02-01
31/01/2020,region,E12000008,South East,0,,2020-01-31
30/01/2020,region,E12000008,South East,0,,2020-01-30
29/01/2020,region,E12000008,South East,0,,2020-01-29
28/01/2020,region,E12000008,South East,0,,2020-01-28
27/01/2020,region,E12000008,South East,0,,2020-01-27
26/01/2020,region,E12000008,South East,0,,2020-01-26
25/01/2020,region,E12000008,South East,0,,2020-01-25
24/01/2020,region,E12000008,South East,0,,2020-01-24
23/01/2020,region,E12000008,South East,0,,2020-01-23
22/01/2020,region,E12000008,South East,0,,2020-01-22
21/01/2020,region,E12000008,South East,0,,2020-01-21
20/01/2020,region,E12000008,South East,0,,2020-01-20
19/01/2020,region,E12000008,South East,0,,2020-01-19
18/01/2020,region,E12000008,South East,0,,2020-01-18
17/01/2020,region,E12000008,South East,0,,2020-01-17
16/01/2020,region,E12000008,South East,0,,2020-01-16
15/01/2020,region,E12000008,South East,0,,2020-01-15
14/01/2020,region,E12000008,South East,0,,2020-01-14
13/01/2020,region,E12000008,South East,0,,2020-01-13
12/01/2020,region,E12000008,South East,0,,2020-01-12
11/01/2020,region,E12000008,South East,0,,2020-01-11
10/01/2020,region,E12000008,South East,0,,2020-01-10
09/01/2020,region,E12000008,South East,0,,2020-01-09
08/01/2020,region,E12000008,South East,0,,2020-01-08
07/01/2020,region,E12000008,South East,0,,2020-01-07
06/01/2020,region,E12000008,South East,0,,2020-01-06
05/01/2020,region,E12000008,South East,0,,2020-01-05
04/01/2020,region,E12000008,South East,0,,2020-01-04
03/01/2020,region,E12000008,South East,0,,2020-01-03
02/12/2020,region,E12000009,South West,649,,2020-12-02
01/12/2020,region,E12000009,South West,687,51,2020-12-01
30/11/2020,region,E12000009,South West,534,554,2020-11-30
29/11/2020,region,E12000009,South West,615,470,2020-11-29
28/11/2020,region,E12000009,South West,879,490,2020-11-28
27/11/2020,region,E12000009,South West,708,693,2020-11-27
26/11/2020,region,E12000009,South West,955,766,2020-11-26
25/11/2020,region,E12000009,South West,840,839,2020-11-25
24/11/2020,region,E12000009,South West,668,818,2020-11-24
23/11/2020,region,E12000009,South West,761,995,2020-11-23
22/11/2020,region,E12000009,South West,1017,573,2020-11-22
21/11/2020,region,E12000009,South West,939,692,2020-11-21
20/11/2020,region,E12000009,South West,1333,895,2020-11-20
19/11/2020,region,E12000009,South West,1538,988,2020-11-19
18/11/2020,region,E12000009,South West,1190,1171,2020-11-18
17/11/2020,region,E12000009,South West,1259,1298,2020-11-17
16/11/2020,region,E12000009,South West,1963,1733,2020-11-16
15/11/2020,region,E12000009,South West,1655,1058,2020-11-15
14/11/2020,region,E12000009,South West,3368,1256,2020-11-14
13/11/2020,region,E12000009,South West,1544,1714,2020-11-13
12/11/2020,region,E12000009,South West,1843,1553,2020-11-12
11/11/2020,region,E12000009,South West,1281,1589,2020-11-11
10/11/2020,region,E12000009,South West,1125,1766,2020-11-10
09/11/2020,region,E12000009,South West,1261,1902,2020-11-09
08/11/2020,region,E12000009,South West,1016,1290,2020-11-08
07/11/2020,region,E12000009,South West,1293,1165,2020-11-07
06/11/2020,region,E12000009,South West,1510,1481,2020-11-06
05/11/2020,region,E12000009,South West,1215,1557,2020-11-05
04/11/2020,region,E12000009,South West,1429,1602,2020-11-04
03/11/2020,region,E12000009,South West,1264,1533,2020-11-03
02/11/2020,region,E12000009,South West,1084,1787,2020-11-02
01/11/2020,region,E12000009,South West,1248,714,2020-11-01
31/10/2020,region,E12000009,South West,1407,853,2020-10-31
30/10/2020,region,E12000009,South West,1228,1239,2020-10-30
29/10/2020,region,E12000009,South West,1171,1410,2020-10-29
