date,value1,value2,value3
2021-05-13,1.36,49716.19,3715.15
2021-05-14,1.40,49880.54,4079.06
2021-05-15,1.49,46760.19,3638.12
2021-05-16,1.45,46456.06,3587.51
2021-05-17,1.50,43537.51,3282.40
2021-05-18,1.59,42909.40,3380.07
2021-05-19,1.07,37002.44,2460.68
2021-05-20,1.19,40782.74,2784.29
2021-05-21,1.01,37304.69,2430.62
2021-05-22,0.91,37536.63,2295.71
2021-05-23,0.80,34770.58,2109.58
2021-05-24,0.99,38705.98,2643.59
2021-05-25,0.98,38402.22,2706.63
2021-05-26,1.03,39294.20,2888.70
2021-05-27,0.97,38436.97,2736.49
2021-05-28,0.90,35697.61,2419.91
2021-05-29,0.83,34616.07,2279.51
2021-05-30,0.91,35678.13,2390.31
2021-05-31,1.05,37332.86,2714.95
2021-06-01,1.01,36684.93,2633.52
2021-06-02,1.02,37575.18,2706.13
2021-06-03,1.05,39208.77,2855.13
2021-06-04,0.97,36894.41,2688.20
2021-06-05,0.92,35551.96,2630.58
2021-06-06,0.95,35862.38,2715.09
2021-06-07,0.86,33560.71,2590.26
2021-06-08,0.88,33472.63,2517.44
2021-06-09,0.92,37345.12,2608.27
2021-06-10,0.87,36702.60,2471.52
2021-06-11,0.85,37334.40,2353.77
2021-06-12,0.83,35552.52,2372.48
2021-06-13,0.88,39097.86,2508.39
2021-06-14,0.89,40218.48,2537.89
2021-06-15,0.89,40406.27,2610.94
2021-06-16,0.83,38347.06,2367.66
2021-06-17,0.84,38053.50,2372.00
2021-06-18,0.80,35787.25,2231.73
2021-06-19,0.76,35615.87,2178.50
2021-06-20,0.78,35698.30,2246.37
2021-06-21,0.61,31676.69,1888.45
2021-06-22,0.55,32505.66,1874.95
2021-06-23,0.63,33723.03,1989.74
2021-06-24,0.67,34662.44,1988.46
2021-06-25,0.61,31637.78,1813.22
2021-06-26,0.62,32186.28,1829.24
2021-06-27,0.65,34649.64,1978.90
2021-06-28,0.64,34434.34,2079.66
2021-06-29,0.70,35867.78,2160.77
2021-06-30,0.71,35040.84,2274.55
2021-07-01,0.66,33572.12,2113.61
2021-07-02,0.66,33897.05,2150.04
2021-07-03,0.67,34668.55,2226.11
2021-07-04,0.69,35287.78,2321.72
2021-07-05,0.65,33746.00,2198.58
2021-07-06,0.67,34235.20,2324.68
2021-07-07,0.65,33855.33,2315.16
2021-07-08,0.62,32877.37,2120.03
2021-07-09,0.64,33798.01,2146.69
2021-07-10,0.63,33520.52,2111.40
2021-07-11,0.64,34240.19,2139.67
2021-07-12,0.63,33155.85,2036.72
2021-07-13,0.62,32702.03,1940.08
2021-07-14,0.62,32822.35,1994.33
2021-07-15,0.60,31780.73,1911.18
2021-07-16,0.59,31421.54,1880.38
2021-07-17,0.58,31533.07,1898.83
2021-07-18,0.59,31796.81,1895.55
2021-07-19,0.56,30817.83,1817.30
2021-07-20,0.53,29807.35,1787.51
2021-07-21,0.57,32110.69,1990.97
2021-07-22,0.59,32313.11,2025.20
2021-07-23,0.61,33581.55,2124.78
2021-07-24,0.61,34292.45,2189.22
2021-07-25,0.61,35350.19,2191.37
2021-07-26,0.63,37337.54,2233.37
2021-07-27,0.64,39406.94,2298.33
2021-07-28,0.73,39995.91,2296.55
2021-07-29,0.75,40008.42,2380.96
2021-07-30,0.75,42235.55,2466.96
2021-07-31,0.75,41626.20,2536.21
2021-08-01,0.73,39974.89,2561.85
2021-08-02,0.74,39201.95,2610.15
2021-08-03,0.71,38152.98,2502.35
2021-08-04,0.73,39747.50,2724.62
2021-08-05,0.73,40869.55,2827.33
2021-08-06,0.75,42816.50,2890.94
2021-08-07,0.82,44555.80,3157.24
2021-08-08,0.78,43798.12,3013.73
2021-08-09,0.82,46365.40,3167.86
2021-08-10,0.85,45585.03,3141.69
2021-08-11,1.01,45593.64,3164.25
2021-08-12,0.96,44428.29,3043.41
2021-08-13,1.09,47793.32,3322.21
2021-08-14,1.28,47096.95,3265.44
2021-08-15,1.29,47047.00,3310.50
2021-08-16,1.19,46004.48,3156.51
2021-08-17,1.10,44695.36,3014.85
2021-08-18,1.15,44801.19,3020.09
2021-08-19,1.23,46717.58,3182.70
2021-08-20,1.26,49339.18,3286.94
2021-08-21,1.22,48905.49,3226.08
2021-08-22,1.23,49321.65,3242.12
2021-08-23,1.25,49546.15,3319.26
2021-08-24,1.14,47706.12,3172.46
2021-08-25,1.17,48960.79,3224.92
2021-08-26,1.08,46942.22,3100.33
2021-08-27,1.19,49058.67,3270.60
2021-08-28,1.15,48902.40,3244.40
2021-08-29,1.14,48829.83,3227.00
2021-08-30,1.10,47054.98,3224.37
2021-08-31,1.19,47166.69,3433.73
2021-09-01,1.23,48847.03,3834.83
2021-09-02,1.26,49327.72,3790.99
2021-09-03,1.29,50025.38,3940.62
2021-09-04,1.26,49944.63,3887.83
2021-09-05,1.31,51753.41,3952.13
2021-09-06,1.39,52633.54,3928.38
2021-09-07,1.13,46811.13,3426.39
2021-09-08,1.10,46091.39,3497.32
2021-09-09,1.09,46391.42,3427.34
2021-09-10,1.06,44883.91,3211.51
2021-09-11,1.08,45201.46,3270.28
2021-09-12,1.12,46063.27,3410.14
2021-09-13,1.06,44963.07,3285.51
2021-09-14,1.10,47092.49,3429.17
2021-09-15,1.12,48176.35,3615.28
2021-09-16,1.09,47783.36,3571.30
2021-09-17,1.07,47267.52,3398.54
2021-09-18,1.08,48278.36,3432.02
2021-09-19,1.05,47260.22,3329.45
2021-09-20,0.92,42843.80,2958.99
2021-09-21,0.88,40693.68,2764.43
2021-09-22,1.00,43574.51,3077.87
2021-09-23,1.00,44895.10,3155.52
2021-09-24,0.95,42839.75,2931.67
2021-09-25,0.94,42716.59,2925.57
2021-09-26,0.94,43208.54,3062.27
2021-09-27,0.92,42235.73,2934.14
2021-09-28,0.89,41034.54,2807.30
2021-09-29,0.93,41564.36,2853.14
2021-09-30,0.95,43790.89,3001.68
2021-10-01,1.04,48116.94,3307.52
2021-10-02,1.04,47711.49,3391.69
2021-10-03,1.06,48199.95,3418.36
2021-10-04,1.04,49112.90,3380.09
2021-10-05,1.09,51514.81,3518.52
2021-10-06,1.08,55361.45,3580.56
2021-10-07,1.07,53805.98,3587.98
2021-10-08,1.06,53967.85,3563.76
2021-10-09,1.16,54968.22,3575.72
2021-10-10,1.14,54771.58,3425.85
2021-10-11,1.14,57484.79,3545.35
2021-10-12,1.10,56041.06,3492.57
2021-10-13,1.13,57401.10,3606.20
2021-10-14,1.13,57321.52,3786.01
2021-10-15,1.14,61593.95,3862.64
2021-10-16,1.14,60892.18,3830.38
2021-10-17,1.09,61553.62,3847.10
2021-10-18,1.08,62026.08,3748.76
2021-10-19,1.09,64261.99,3877.65
2021-10-20,1.14,65992.84,4155.99
2021-10-21,1.09,62210.17,4054.32
2021-10-22,1.09,60692.27,3970.18
2021-10-23,1.09,61393.62,4171.66
2021-10-24,1.08,60930.84,4087.90
2021-10-25,1.10,63039.82,4217.88
2021-10-26,1.11,60363.79,4131.10
2021-10-27,1.00,58482.39,3930.26
2021-10-28,1.06,60622.14,4287.32
2021-10-29,1.08,62227.96,4414.75
2021-10-30,1.08,61888.83,4325.65
2021-10-31,1.11,61318.96,4288.07
2021-11-01,1.09,61004.41,4324.63
2021-11-02,1.14,63226.40,4584.80
2021-11-03,1.21,62970.05,4607.19
2021-11-04,1.20,61452.23,4537.32
2021-11-05,1.16,61125.68,4486.24
2021-11-06,1.15,61527.48,4521.58
2021-11-07,1.22,63326.99,4620.56
2021-11-08,1.28,67566.83,4812.09
2021-11-09,1.26,66971.83,4735.07
2021-11-10,1.19,64995.23,4636.17
2021-11-11,1.22,64949.96,4730.38
2021-11-12,1.19,64155.94,4667.12
2021-11-13,1.19,64469.53,4651.46
2021-11-14,1.19,65466.84,4626.36
2021-11-15,1.17,63557.87,4557.50
2021-11-16,1.09,60161.25,4216.37
2021-11-17,1.10,60368.01,4287.59
2021-11-18,1.04,56942.14,4000.65
2021-11-19,1.09,58119.58,4298.31
2021-11-20,1.10,59697.20,4409.93
2021-11-21,1.06,58730.48,4269.73
2021-11-22,1.04,56289.29,4088.46
2021-11-23,1.07,57569.07,4340.76
2021-11-24,1.04,56280.43,4239.98
2021-11-25,1.03,57274.68,4274.74
2021-11-26,0.94,53569.77,4030.91
2021-11-27,0.95,54815.08,4096.91
2021-11-28,0.97,57248.46,4294.45
2021-11-29,0.99,57806.57,4445.11
2021-11-30,1.00,57005.43,4631.48
2021-12-01,0.99,57229.83,4586.99
2021-12-02,0.97,56477.82,4511.30
2021-12-03,0.92,53598.25,4220.71
2021-12-04,0.85,49200.70,4119.59
2021-12-05,0.81,49368.85,4198.32
2021-12-06,0.83,50582.63,4358.74
2021-12-07,0.82,50700.09,4315.06
2021-12-08,0.86,50504.80,4439.36
2021-12-09,0.86,47672.12,4119.82
2021-12-10,0.80,47243.30,3908.50
2021-12-11,0.84,49362.51,4084.45
2021-12-12,0.84,50098.34,4134.45
2021-12-13,0.78,46737.48,3784.23
2021-12-14,0.80,46612.63,3745.44
2021-12-15,0.83,48896.72,4018.39
2021-12-16,0.81,47665.43,3962.47
2021-12-17,0.80,46202.14,3879.49
2021-12-18,0.83,46848.78,3960.86
2021-12-19,0.84,46707.02,3922.59
2021-12-20,0.88,46880.28,3933.84
2021-12-21,0.95,48936.61,4020.26
2021-12-22,0.95,48628.51,3982.10
2021-12-23,0.99,50784.54,4108.02
2021-12-24,0.91,50822.20,4047.98
2021-12-25,0.92,50429.86,4093.28
2021-12-26,0.92,50809.52,4067.33
2021-12-27,0.93,50640.42,4037.55
2021-12-28,0.85,47588.86,3800.89
2021-12-29,0.82,46444.71,3628.53
2021-12-30,0.84,47178.13,3713.85
2021-12-31,0.83,46306.45,3682.63
2022-01-01,0.85,47686.81,3769.70
2022-01-02,0.86,47345.22,3829.57
2022-01-03,0.83,46458.12,3761.38
2022-01-04,0.82,45897.57,3794.06
2022-01-05,0.77,43569.00,3550.39
2022-01-06,0.78,43160.93,3418.41
2022-01-07,0.76,41557.90,3193.21
2022-01-08,0.75,41733.94,3091.97
2022-01-09,0.75,41911.60,3157.75
2022-01-10,0.74,41821.26,3083.10
2022-01-11,0.77,42735.86,3238.11
2022-01-12,0.80,43949.10,3372.26
2022-01-13,0.77,42591.57,3248.29
2022-01-14,0.77,43099.70,3310.00
2022-01-15,0.78,43177.40,3330.53
2022-01-16,0.78,43113.88,3350.92
2022-01-17,0.76,42250.55,3212.31
2022-01-18,0.75,42375.63,3164.03
2022-01-19,0.74,41744.33,3095.83
2022-01-20,0.72,40680.42,3001.12
2022-01-21,0.64,36457.32,2557.93
2022-01-22,0.60,35030.25,2405.18
2022-01-23,0.63,36276.80,2535.04
2022-01-24,0.61,36654.33,2440.35
2022-01-25,0.62,36954.00,2455.94
2022-01-26,0.62,36852.12,2468.03
2022-01-27,0.61,37138.23,2423.00
2022-01-28,0.61,37784.33,2547.09
2022-01-29,0.62,38138.18,2597.09
2022-01-30,0.60,37917.60,2603.47
2022-01-31,0.62,38483.13,2688.28
2022-02-01,0.63,38743.27,2792.12
2022-02-02,0.60,36952.98,2682.85
2022-02-03,0.61,37154.60,2679.16
2022-02-04,0.66,41500.88,2983.59
2022-02-05,0.67,41441.16,3014.65
2022-02-06,0.68,42412.43,3057.48
2022-02-07,0.83,43840.29,3142.47
2022-02-08,0.88,44118.45,3122.61
2022-02-09,0.87,44338.80,3239.46
2022-02-10,0.83,43565.11,3077.48
2022-02-11,0.76,42407.94,2927.38
2022-02-12,0.82,42244.47,2917.36
2022-02-13,0.81,42197.52,2883.46
2022-02-14,0.80,42586.92,2933.48
2022-02-15,0.85,44575.20,3179.88
2022-02-16,0.84,43961.86,3127.83
2022-02-17,0.77,40538.01,2881.48
2022-02-18,0.79,40030.98,2785.73
2022-02-19,0.82,40122.16,2763.70
2022-02-20,0.78,38431.38,2628.65
2022-02-21,0.70,37075.28,2573.82
2022-02-22,0.72,38286.03,2639.30
2022-02-23,0.70,37296.57,2590.36
2022-02-24,0.70,38332.61,2598.07
2022-02-25,0.77,39214.22,2764.54
2022-02-26,0.75,39105.15,2781.11
2022-02-27,0.72,37709.79,2621.80
2022-02-28,0.78,43193.23,2919.20
2022-03-01,0.78,44354.64,2972.49
2022-03-02,0.77,43924.12,2950.12
2022-03-03,0.75,42451.79,2834.47
2022-03-04,0.71,39137.61,2617.16
2022-03-05,0.75,39400.59,2664.83
2022-03-06,0.73,38419.98,2555.04
2022-03-07,0.72,38062.04,2497.77
2022-03-08,0.72,38737.27,2576.75
2022-03-09,0.77,41982.93,2729.78
2022-03-10,0.74,39437.46,2608.05
2022-03-11,0.80,38794.97,2559.56
2022-03-12,0.79,38904.01,2574.75
2022-03-13,0.76,37849.66,2518.95
2022-03-14,0.77,39666.75,2590.70
2022-03-15,0.77,39338.79,2620.15
2022-03-16,0.79,41143.93,2772.06
2022-03-17,0.79,40951.38,2814.85
2022-03-18,0.80,41801.16,2945.34
2022-03-19,0.82,42190.65,2946.26
2022-03-20,0.81,41247.82,2860.46
2022-03-21,0.84,41078.00,2897.98
2022-03-22,0.84,42358.81,2973.13
2022-03-23,0.84,42892.96,3031.07
2022-03-24,0.84,43960.93,3108.06
2022-03-25,0.83,44348.73,3106.67
2022-03-26,0.83,44500.83,3143.18
2022-03-27,0.86,46820.49,3291.58
2022-03-28,0.86,47128.00,3336.64
2022-03-29,0.86,47465.73,3401.99
2022-03-30,0.86,47062.66,3385.16
2022-03-31,0.81,45538.68,3281.64
2022-04-01,0.83,46281.64,3449.55
2022-04-02,0.82,45868.95,3445.06
2022-04-03,0.84,46453.57,3522.83
2022-04-04,0.83,46622.68,3521.24
2022-04-05,0.82,45555.99,3411.79
2022-04-06,0.76,43206.74,3171.69
2022-04-07,0.79,43503.85,3233.28
2022-04-08,0.75,42287.66,3192.07
2022-04-09,0.76,42782.14,3261.92
2022-04-10,0.76,42207.67,3211.87
2022-04-11,0.70,39521.90,2981.05
2022-04-12,0.72,40127.18,3030.38
2022-04-13,0.72,41166.73,3118.34
2022-04-14,0.73,39935.52,3019.91
2022-04-15,0.79,40553.46,3040.92
2022-04-16,0.78,40424.48,3062.31
2022-04-17,0.75,39716.95,2993.40
2022-04-18,0.77,40826.21,3057.61
2022-04-19,0.78,41502.75,3104.11
2022-04-20,0.75,41374.38,3077.75
2022-04-21,0.73,40527.36,2987.48
2022-04-22,0.72,39740.32,2964.84
2022-04-23,0.71,39486.73,2938.11
2022-04-24,0.70,39469.29,2922.73
2022-04-25,0.69,40458.31,3009.39
2022-04-26,0.64,38117.46,2808.30
2022-04-27,0.65,39241.12,2888.93
2022-04-28,0.64,39773.83,2936.94
2022-04-29,0.61,38609.82,2815.60
2022-04-30,0.59,37714.88,2730.19
2022-05-01,0.61,38469.09,2827.76
2022-05-02,0.61,38529.33,2857.41
2022-05-03,0.60,37750.45,2783.48
2022-05-04,0.65,39698.37,2940.65
2022-05-05,0.60,36575.14,2749.21
2022-05-06,0.60,36040.92,2694.98
2022-05-07,0.58,35501.95,2636.09
2022-05-08,0.57,34059.27,2517.46
2022-05-09,0.49,30296.95,2245.43
2022-05-10,0.51,31022.91,2343.51
2022-05-11,0.41,28936.36,2072.11
2022-05-12,0.39,29047.75,1961.70
2022-05-13,0.42,29283.10,2014.42
2022-05-14,0.43,30101.27,2056.27
2022-05-15,0.45,31305.11,2145.71
2022-05-16,0.42,29862.92,2022.73
2022-05-17,0.44,30425.86,2090.41
2022-05-18,0.41,28720.27,1916.66
2022-05-19,0.42,30314.33,2018.34
2022-05-20,0.41,29200.74,1961.32
2022-05-21,0.41,29432.23,1974.52
2022-05-22,0.42,30323.72,2043.17
2022-05-23,0.40,29098.91,1972.18
2022-05-24,0.41,29655.59,1978.98
2022-05-25,0.41,29562.36,1944.83
2022-05-26,0.39,29267.22,1803.91
2022-05-27,0.38,28627.57,1724.92
2022-05-28,0.39,28814.90,1757.94
2022-05-29,0.39,29445.96,1812.03
2022-05-30,0.42,31726.39,1996.44
2022-05-31,0.42,31792.31,1942.33
2022-06-01,0.40,29799.08,1823.57
2022-06-02,0.41,30467.49,1834.15
2022-06-03,0.39,29704.39,1775.08
2022-06-04,0.39,29832.91,1801.61
2022-06-05,0.40,29906.66,1805.21
2022-06-06,0.40,31370.67,1859.29
2022-06-07,0.41,31155.48,1814.05
2022-06-08,0.40,30214.36,1793.57
2022-06-09,0.40,30112.00,1789.83
2022-06-10,0.38,29083.80,1665.04
2022-06-11,0.36,28360.81,1529.66
2022-06-12,0.35,26762.65,1445.22
2022-06-13,0.31,22487.39,1204.58
2022-06-14,0.32,22206.79,1211.66
2022-06-15,0.34,22572.84,1233.21
2022-06-16,0.31,20381.65,1067.73
2022-06-17,0.32,20471.48,1086.52
2022-06-18,0.31,19017.64,993.64
2022-06-19,0.33,20553.27,1127.66
2022-06-20,0.32,20599.54,1127.64
2022-06-21,0.33,21161.67,1155.50
