date,region,value
2010-03-01,West Midlands,146692
2010-04-01,West Midlands,149119
2010-05-01,West Midlands,149465
2010-06-01,West Midlands,150817
2010-07-01,West Midlands,151124
2010-08-01,West Midlands,150663
2010-09-01,West Midlands,152089
2010-10-01,West Midlands,149193
2010-11-01,West Midlands,149168
2010-12-01,West Midlands,148525
2011-01-01,West Midlands,146490
2011-02-01,West Midlands,144486
2011-03-01,West Midlands,143209
2011-04-01,West Midlands,145562
2011-05-01,West Midlands,145692
2011-06-01,West Midlands,145807
2011-07-01,West Midlands,146184
2011-08-01,West Midlands,146183
2011-09-01,West Midlands,147655
2011-10-01,West Midlands,144812
2011-11-01,West Midlands,145825
2011-12-01,West Midlands,143628
2012-01-01,West Midlands,145071
2012-02-01,West Midlands,143615
2012-03-01,West Midlands,144779
2012-04-01,West Midlands,144490
2012-05-01,West Midlands,144126
2012-06-01,West Midlands,147713
2012-07-01,West Midlands,147399
2012-08-01,West Midlands,147401
2012-09-01,West Midlands,147227
2012-10-01,West Midlands,145709
2012-11-01,West Midlands,146988
2012-12-01,West Midlands,147386
2013-01-01,West Midlands,145005
2013-02-01,West Midlands,145470
2013-03-01,West Midlands,145983
2013-04-01,West Midlands,146320
2013-05-01,West Midlands,147312
2013-06-01,West Midlands,149457
2013-07-01,West Midlands,150343
2013-08-01,West Midlands,151665
2013-09-01,West Midlands,149816
2013-10-01,West Midlands,151179
2013-11-01,West Midlands,151495
2013-12-01,West Midlands,152008
2014-01-01,West Midlands,152152
2014-02-01,West Midlands,151239
2014-03-01,West Midlands,153209
2014-04-01,West Midlands,155245
2014-05-01,West Midlands,155724
2014-06-01,West Midlands,157736
2014-07-01,West Midlands,158073
2014-08-01,West Midlands,160571
2014-09-01,West Midlands,160011
2014-10-01,West Midlands,159925
2014-11-01,West Midlands,159782
2014-12-01,West Midlands,160267
2015-01-01,West Midlands,158683
2015-02-01,West Midlands,160388
2015-03-01,West Midlands,159293
2015-04-01,West Midlands,161813
2015-05-01,West Midlands,162631
2015-06-01,West Midlands,164404
2015-07-01,West Midlands,166016
2015-08-01,West Midlands,167862
2015-09-01,West Midlands,167590
2015-10-01,West Midlands,167550
2015-11-01,West Midlands,168871
2015-12-01,West Midlands,169286
2016-01-01,West Midlands,169747
2016-02-01,West Midlands,168691
2016-03-01,West Midlands,169300
2016-04-01,West Midlands,172955
2016-05-01,West Midlands,174741
2016-06-01,West Midlands,176729
2016-07-01,West Midlands,176943
2016-08-01,West Midlands,178960
2016-09-01,West Midlands,178837
2016-10-01,West Midlands,177065
2016-11-01,West Midlands,179248
2016-12-01,West Midlands,179668
2017-01-01,West Midlands,178494
2017-02-01,West Midlands,179530
2017-03-01,West Midlands,179542
2017-04-01,West Midlands,181411
2017-05-01,West Midlands,183199
2017-06-01,West Midlands,185214
2017-07-01,West Midlands,187219
2017-08-01,West Midlands,189271
2017-09-01,West Midlands,188232
2017-10-01,West Midlands,188849
2017-11-01,West Midlands,188640
2017-12-01,West Midlands,190466
2018-01-01,West Midlands,187845
2018-02-01,West Midlands,190682
2018-03-01,West Midlands,190077
2018-04-01,West Midlands,191375
2018-05-01,West Midlands,191299
2018-06-01,West Midlands,193886
2018-07-01,West Midlands,196297
2018-08-01,West Midlands,196757
2018-09-01,West Midlands,198120
2018-10-01,West Midlands,197972
2018-11-01,West Midlands,196446
2018-12-01,West Midlands,198469
2019-01-01,West Midlands,195498
2019-02-01,West Midlands,197368
2019-03-01,West Midlands,195058
2019-04-01,West Midlands,195476
2019-05-01,West Midlands,197002
2019-06-01,West Midlands,196679
2019-07-01,West Midlands,197675
2019-08-01,West Midlands,200304
2019-09-01,West Midlands,200466
2019-10-01,West Midlands,199973
2019-11-01,West Midlands,200095
2019-12-01,West Midlands,198301
2020-01-01,West Midlands,201060
2020-02-01,West Midlands,198974
2020-03-01,West Midlands,199637
2020-04-01,West Midlands,195075
2020-05-01,West Midlands,200156
2020-06-01,West Midlands,201330
2020-07-01,West Midlands,203527
2020-08-01,West Midlands,205908
2020-09-01,West Midlands,207291
2020-10-01,West Midlands,208805
2020-11-01,West Midlands,210348
2020-12-01,West Midlands,213743
2021-01-01,West Midlands,213761
2021-02-01,West Midlands,216691
2021-03-01,West Midlands,218615
2021-04-01,West Midlands,216017
2021-05-01,West Midlands,217329
2021-06-01,West Midlands,231294
2021-07-01,West Midlands,216779
2021-08-01,West Midlands,225731
2021-09-01,West Midlands,233884
2021-10-01,West Midlands,226584
2021-11-01,West Midlands,230888
2005-01-01,East,175323
2005-02-01,East,173555
2005-03-01,East,173743
2005-04-01,East,174294
2005-05-01,East,177100
2005-06-01,East,178067
2005-07-01,East,179281
2005-08-01,East,178969
2005-09-01,East,179366
2005-10-01,East,178385
2005-11-01,East,178199
2005-12-01,East,179512
2006-01-01,East,178992
2006-02-01,East,179220
2006-03-01,East,180623
2006-04-01,East,183445
2006-05-01,East,185049
2006-06-01,East,185328
2006-07-01,East,189027
2006-08-01,East,190703
2006-09-01,East,190772
2006-10-01,East,192058
2006-11-01,East,192726
2006-12-01,East,194903
2007-01-01,East,194994
2007-02-01,East,195405
2007-03-01,East,197034
2007-04-01,East,199474
2007-05-01,East,201392
2007-06-01,East,204908
2007-07-01,East,206815
2007-08-01,East,208231
2007-09-01,East,209102
2007-10-01,East,208926
2007-11-01,East,209624
2007-12-01,East,209409
2008-01-01,East,207691
2008-02-01,East,205848
2008-03-01,East,203401
2008-04-01,East,202149
2008-05-01,East,204037
2008-06-01,East,200939
2008-07-01,East,200308
2008-08-01,East,193182
2008-09-01,East,188408
2008-10-01,East,183685
2008-11-01,East,178494
2008-12-01,East,176835
2009-01-01,East,175528
2009-02-01,East,171619
2009-03-01,East,168263
2009-04-01,East,170921
2009-05-01,East,173914
2009-06-01,East,173800
2009-07-01,East,178444
2009-08-01,East,180570
2009-09-01,East,182708
2009-10-01,East,182946
2009-11-01,East,184531
2009-12-01,East,185387
2010-01-01,East,187910
2010-02-01,East,188039
2010-03-01,East,188188
2010-04-01,East,191141
2010-05-01,East,191996
2010-06-01,East,191586
2010-07-01,East,194838
2010-08-01,East,194104
2010-09-01,East,195063
2010-10-01,East,191946
2010-11-01,East,191273
2010-12-01,East,190404
2011-01-01,East,189424
2011-02-01,East,187264
2011-03-01,East,188535
2011-04-01,East,189403
2011-05-01,East,189682
2011-06-01,East,189105
2011-07-01,East,191792
2011-08-01,East,192616
2011-09-01,East,190805
2011-10-01,East,190749
2011-11-01,East,191616
2011-12-01,East,190795
2012-01-01,East,191894
2012-02-01,East,190306
2012-03-01,East,189084
2012-04-01,East,192846
2012-05-01,East,193690
2012-06-01,East,193515
2012-07-01,East,196166
2012-08-01,East,196204
2012-09-01,East,195032
2012-10-01,East,195730
2012-11-01,East,195007
2012-12-01,East,194059
2013-01-01,East,194209
2013-02-01,East,192418
2013-03-01,East,196235
2013-04-01,East,196687
2013-05-01,East,195928
2013-06-01,East,198110
2013-07-01,East,201279
2013-08-01,East,202193
2013-09-01,East,202026
2013-10-01,East,203714
2013-11-01,East,202626
2013-12-01,East,207270
2014-01-01,East,205792
2014-02-01,East,207358
2014-03-01,East,208325
2014-04-01,East,212541
2014-05-01,East,216195
2014-06-01,East,218023
2014-07-01,East,221817
2014-08-01,East,224167
2014-09-01,East,226243
2014-10-01,East,227303
2014-11-01,East,226352
2014-12-01,East,227176
2015-01-01,East,228276
2015-02-01,East,229383
2015-03-01,East,229497
2015-04-01,East,231912
2015-05-01,East,235052
2015-06-01,East,236143
2015-07-01,East,241817
2015-08-01,East,244547
2015-09-01,East,247282
2015-10-01,East,248467
2015-11-01,East,251802
2015-12-01,East,252915
2016-01-01,East,255235
2016-02-01,East,255450
2016-03-01,East,259686
2016-04-01,East,259733
2016-05-01,East,264377
2016-06-01,East,267333
2016-07-01,East,270678
2016-08-01,East,271151
2016-09-01,East,273097
2016-10-01,East,272589
2016-11-01,East,273382
2016-12-01,East,275945
2017-01-01,East,275049
2017-02-01,East,277280
2017-03-01,East,275435
2017-04-01,East,279497
2017-05-01,East,282054
2017-06-01,East,283381
2017-07-01,East,287743
2017-08-01,East,287534
2017-09-01,East,288342
2017-10-01,East,288473
2017-11-01,East,287143
2017-12-01,East,289022
2018-01-01,East,288947
2018-02-01,East,288286
2018-03-01,East,286499
2018-04-01,East,287656
2018-05-01,East,288222
2018-06-01,East,289469
2018-07-01,East,293936
2018-08-01,East,294035
2018-09-01,East,292574
2018-10-01,East,293045
2018-11-01,East,293428
2018-12-01,East,290870
2019-01-01,East,288659
2019-02-01,East,289832
2019-03-01,East,286802
2019-04-01,East,287986
2019-05-01,East,288711
2019-06-01,East,288342
2019-07-01,East,291364
2019-08-01,East,290519
2019-09-01,East,291814
2019-10-01,East,290903
2019-11-01,East,288880
2019-12-01,East,290569
2020-01-01,East,288877
2020-02-01,East,289018
2020-03-01,East,288077
2020-04-01,East,290593
2020-05-01,East,290117
2020-06-01,East,291772
2020-07-01,East,292176
2020-08-01,East,296143
2020-09-01,East,300021
2020-10-01,East,298840
2020-11-01,East,300060
2020-12-01,East,304350
2021-01-01,East,307370
2021-02-01,East,308035
2021-03-01,East,311308
2021-04-01,East,308728
2021-05-01,East,310904
2021-06-01,East,324276
2021-07-01,East,310263
2021-08-01,East,324763
2021-09-01,East,333744
2021-10-01,East,330133
2021-11-01,East,336937
2005-01-01,London,232422
2005-02-01,London,231321
2005-03-01,London,231263
2005-04-01,London,235367
2005-05-01,London,235685
2005-06-01,London,235899
2005-07-01,London,237872
2005-08-01,London,237971
2005-09-01,London,236916
2005-10-01,London,234298
2005-11-01,London,236561
2005-12-01,London,238377
2006-01-01,London,239846
2006-02-01,London,239115
2006-03-01,London,241380
2006-04-01,London,245474
2006-05-01,London,247591
2006-06-01,London,251417
2006-07-01,London,253883
2006-08-01,London,256704
2006-09-01,London,257541
2006-10-01,London,259115
2006-11-01,London,258814
2006-12-01,London,264494
2007-01-01,London,267658
2007-02-01,London,270780
2007-03-01,London,273479
2007-04-01,London,278805
2007-05-01,London,282726
2007-06-01,London,285958
2007-07-01,London,295694
2007-08-01,London,297653
2007-09-01,London,298414
2007-10-01,London,298559
2007-11-01,London,297648
2007-12-01,London,297994
2008-01-01,London,298596
2008-02-01,London,295700
2008-03-01,London,293605
2008-04-01,London,294346
2008-05-01,London,295163
2008-06-01,London,290100
2008-07-01,London,290261
2008-08-01,London,281721
2008-09-01,London,276487
2008-10-01,London,266999
2008-11-01,London,258647
2008-12-01,London,253881
2009-01-01,London,253093
2009-02-01,London,249847
2009-03-01,London,247264
2009-04-01,London,245351
2009-05-01,London,249991
2009-06-01,London,253596
2009-07-01,London,259793
2009-08-01,London,262076
2009-09-01,London,267501
2009-10-01,London,268780
2009-11-01,London,266837
2009-12-01,London,270118
2010-01-01,London,279724
2010-02-01,London,278753
2010-03-01,London,280472
2010-04-01,London,281981
2010-05-01,London,281762
2010-06-01,London,284541
2010-07-01,London,292772
2010-08-01,London,290646
2010-09-01,London,290093
2010-10-01,London,286131
2010-11-01,London,282290
2010-12-01,London,285353
2011-01-01,London,287983
2011-02-01,London,285227
2011-03-01,London,287092
2011-04-01,London,293993
2011-05-01,London,284722
2011-06-01,London,285906
2011-07-01,London,295843
2011-08-01,London,294903
2011-09-01,London,295358
2011-10-01,London,292267
2011-11-01,London,291036
2011-12-01,London,292284
2012-01-01,London,294360
2012-02-01,London,292381
2012-03-01,London,290379
2012-04-01,London,299065
2012-05-01,London,304081
2012-06-01,London,306823
2012-07-01,London,308962
2012-08-01,London,310043
2012-09-01,London,308469
2012-10-01,London,310281
2012-11-01,London,308540
2012-12-01,London,313744
2013-01-01,London,311364
2013-02-01,London,313550
2013-03-01,London,312289
2013-04-01,London,320921
2013-05-01,London,322324
2013-06-01,London,324518
2013-07-01,London,332988
2013-08-01,London,335743
2013-09-01,London,340494
2013-10-01,London,340045
2013-11-01,London,343749
2013-12-01,London,352028
2014-01-01,London,355830
2014-02-01,London,357876
2014-03-01,London,361400
2014-04-01,London,375337
2014-05-01,London,382705
2014-06-01,London,387182
2014-07-01,London,398737
2014-08-01,London,404754
2014-09-01,London,403670
2014-10-01,London,402300
2014-11-01,London,400803
2014-12-01,London,402898
2015-01-01,London,402847
2015-02-01,London,404773
2015-03-01,London,404706
2015-04-01,London,410445
2015-05-01,London,415817
2015-06-01,London,419474
2015-07-01,London,431644
2015-08-01,London,436152
2015-09-01,London,439729
2015-10-01,London,440484
2015-11-01,London,445485
2015-12-01,London,450053
2016-01-01,London,457466
2016-02-01,London,457759
2016-03-01,London,464647
2016-04-01,London,461068
2016-05-01,London,467485
2016-06-01,London,468120
2016-07-01,London,475530
2016-08-01,London,471957
2016-09-01,London,471767
2016-10-01,London,471008
2016-11-01,London,470854
2016-12-01,London,472374
2017-01-01,London,475619
2017-02-01,London,476717
2017-03-01,London,475442
2017-04-01,London,479790
2017-05-01,London,480902
2017-06-01,London,480152
2017-07-01,London,488527
2017-08-01,London,487085
2017-09-01,London,483833
2017-10-01,London,481762
2017-11-01,London,476290
2017-12-01,London,476848
2018-01-01,London,479772
2018-02-01,London,477860
2018-03-01,London,472357
2018-04-01,London,477253
2018-05-01,London,478485
2018-06-01,London,479931
2018-07-01,London,484724
2018-08-01,London,479550
2018-09-01,London,476545
2018-10-01,London,480057
2018-11-01,London,474347
2018-12-01,London,473252
2019-01-01,London,470067
2019-02-01,London,466068
2019-03-01,London,464162
2019-04-01,London,469537
2019-05-01,London,463628
2019-06-01,London,470519
2019-07-01,London,478505
2019-08-01,London,472729
2019-09-01,London,477146
2019-10-01,London,472668
2019-11-01,London,468757
2019-12-01,London,479153
2020-01-01,London,475948
2020-02-01,London,474480
2020-03-01,London,482605
2020-04-01,London,476159
2020-05-01,London,473225
2020-06-01,London,479969
2020-07-01,London,483830
2020-08-01,London,489424
2020-09-01,London,493205
2020-10-01,London,486212
2020-11-01,London,494552
2020-12-01,London,493906
2021-01-01,London,499458
2021-02-01,London,489993
2021-03-01,London,501728
2021-04-01,London,495265
2021-05-01,London,488538
2021-06-01,London,508271
2021-07-01,London,508920
2021-08-01,London,523066
2021-09-01,London,509675
2021-10-01,London,518994
2021-11-01,London,519934
2005-01-01,South East,195620
2005-02-01,South East,196482
2005-03-01,South East,196494
2005-04-01,South East,197998
2005-05-01,South East,198849
2005-06-01,South East,199220
2005-07-01,South East,200336
2005-08-01,South East,200950
2005-09-01,South East,201181
2005-10-01,South East,199322
2005-11-01,South East,200577
2005-12-01,South East,200784
2006-01-01,South East,201252
2006-02-01,South East,201878
2006-03-01,South East,202726
2006-04-01,South East,205285
2006-05-01,South East,208458
2006-06-01,South East,209556
2006-07-01,South East,211719
2006-08-01,South East,213017
2006-09-01,South East,214854
2006-10-01,South East,214634
2006-11-01,South East,216507
2006-12-01,South East,219389
2007-01-01,South East,220546
2007-02-01,South East,219879
2007-03-01,South East,221581
2007-04-01,South East,225548
2007-05-01,South East,230061
2007-06-01,South East,231684
2007-07-01,South East,235796
2007-08-01,South East,236007
2007-09-01,South East,238302
2007-10-01,South East,238845
2007-11-01,South East,238670
2007-12-01,South East,237099
2008-01-01,South East,235300
2008-02-01,South East,231825
2008-03-01,South East,232495
2008-04-01,South East,230863
2008-05-01,South East,232076
2008-06-01,South East,229212
2008-07-01,South East,227808
2008-08-01,South East,220523
2008-09-01,South East,215167
2008-10-01,South East,209022
2008-11-01,South East,203088
2008-12-01,South East,200350
2009-01-01,South East,194568
2009-02-01,South East,191720
2009-03-01,South East,191156
2009-04-01,South East,193112
2009-05-01,South East,196756
2009-06-01,South East,199318
2009-07-01,South East,202557
2009-08-01,South East,206729
2009-09-01,South East,209426
2009-10-01,South East,210508
2009-11-01,South East,212153
2009-12-01,South East,211679
2010-01-01,South East,217936
2010-02-01,South East,217339
2010-03-01,South East,216665
2010-04-01,South East,218270
2010-05-01,South East,220434
2010-06-01,South East,222047
2010-07-01,South East,224554
2010-08-01,South East,224123
2010-09-01,South East,224587
2010-10-01,South East,221298
2010-11-01,South East,219815
2010-12-01,South East,218657
2011-01-01,South East,216680
2011-02-01,South East,217190
2011-03-01,South East,215778
2011-04-01,South East,218178
2011-05-01,South East,218577
2011-06-01,South East,219162
2011-07-01,South East,222005
2011-08-01,South East,220344
2011-09-01,South East,221239
2011-10-01,South East,218309
2011-11-01,South East,219732
2011-12-01,South East,219371
2012-01-01,South East,217660
2012-02-01,South East,218487
2012-03-01,South East,219094
2012-04-01,South East,223223
2012-05-01,South East,223509
2012-06-01,South East,224379
2012-07-01,South East,226770
2012-08-01,South East,227861
2012-09-01,South East,228457
2012-10-01,South East,224927
2012-11-01,South East,224563
2012-12-01,South East,225865
2013-01-01,South East,225210
2013-02-01,South East,223861
2013-03-01,South East,225295
2013-04-01,South East,227862
2013-05-01,South East,228343
2013-06-01,South East,230987
2013-07-01,South East,233752
2013-08-01,South East,234507
2013-09-01,South East,235143
2013-10-01,South East,235311
2013-11-01,South East,237224
2013-12-01,South East,238975
2014-01-01,South East,240961
2014-02-01,South East,241314
2014-03-01,South East,243371
2014-04-01,South East,247105
2014-05-01,South East,251395
2014-06-01,South East,253441
2014-07-01,South East,257701
2014-08-01,South East,261254
2014-09-01,South East,263171
2014-10-01,South East,263518
2014-11-01,South East,262969
2014-12-01,South East,264217
2015-01-01,South East,264848
2015-02-01,South East,264568
2015-03-01,South East,265090
2015-04-01,South East,268550
2015-05-01,South East,271147
2015-06-01,South East,275224
2015-07-01,South East,279875
2015-08-01,South East,283369
2015-09-01,South East,284374
2015-10-01,South East,286451
2015-11-01,South East,288507
2015-12-01,South East,291297
2016-01-01,South East,293678
2016-02-01,South East,295613
2016-03-01,South East,300201
2016-04-01,South East,297712
2016-05-01,South East,301202
2016-06-01,South East,305125
2016-07-01,South East,309069
2016-08-01,South East,309981
2016-09-01,South East,307429
2016-10-01,South East,307992
2016-11-01,South East,307867
2016-12-01,South East,309185
2017-01-01,South East,312895
2017-02-01,South East,310033
2017-03-01,South East,310447
2017-04-01,South East,313583
2017-05-01,South East,315314
2017-06-01,South East,318364
2017-07-01,South East,321088
2017-08-01,South East,323089
2017-09-01,South East,322596
2017-10-01,South East,322066
2017-11-01,South East,320212
2017-12-01,South East,320733
2018-01-01,South East,320978
2018-02-01,South East,321375
2018-03-01,South East,319876
2018-04-01,South East,321353
2018-05-01,South East,321825
2018-06-01,South East,324665
2018-07-01,South East,327091
2018-08-01,South East,328061
2018-09-01,South East,327054
2018-10-01,South East,324475
2018-11-01,South East,323266
2018-12-01,South East,321118
2019-01-01,South East,322226
2019-02-01,South East,320095
2019-03-01,South East,317129
2019-04-01,South East,318912
2019-05-01,South East,318250
2019-06-01,South East,320835
2019-07-01,South East,322549
2019-08-01,South East,322720
2019-09-01,South East,323762
2019-10-01,South East,322285
2019-11-01,South East,322200
2019-12-01,South East,321278
2020-01-01,South East,321704
2020-02-01,South East,318182
2020-03-01,South East,323167
2020-04-01,South East,325154
2020-05-01,South East,320817
2020-06-01,South East,322024
2020-07-01,South East,325748
2020-08-01,South East,329417
2020-09-01,South East,331926
2020-10-01,South East,332489
2020-11-01,South East,336738
2020-12-01,South East,337929
2021-01-01,South East,340855
2021-02-01,South East,340523
2021-03-01,South East,346076
2021-04-01,South East,342582
2021-05-01,South East,345093
2021-06-01,South East,360362
2021-07-01,South East,343947
2021-08-01,South East,359353
2021-09-01,South East,372023
2021-10-01,South East,367151
2021-11-01,South East,369093
2005-01-01,South West,175838
2005-02-01,South West,176020
2005-03-01,South West,176376
2005-04-01,South West,177112
2005-05-01,South West,177973
2005-06-01,South West,178555
2005-07-01,South West,180979
2005-08-01,South West,180356
2005-09-01,South West,180846
2005-10-01,South West,180883
2005-11-01,South West,180778
2005-12-01,South West,181798
2006-01-01,South West,181152
2006-02-01,South West,180356
2006-03-01,South West,183672
2006-04-01,South West,185201
2006-05-01,South West,187087
2006-06-01,South West,189380
2006-07-01,South West,191277
2006-08-01,South West,193535
2006-09-01,South West,193878
2006-10-01,South West,195904
2006-11-01,South West,197357
2006-12-01,South West,198583
2007-01-01,South West,197597
2007-02-01,South West,198960
2007-03-01,South West,201839
2007-04-01,South West,202684
2007-05-01,South West,205886
2007-06-01,South West,207413
2007-07-01,South West,210108
2007-08-01,South West,211402
2007-09-01,South West,212666
2007-10-01,South West,211641
2007-11-01,South West,211624
2007-12-01,South West,209153
2008-01-01,South West,207936
2008-02-01,South West,203729
2008-03-01,South West,202208
2008-04-01,South West,203157
2008-05-01,South West,203439
2008-06-01,South West,199568
2008-07-01,South West,198090
2008-08-01,South West,194290
2008-09-01,South West,190686
2008-10-01,South West,186431
2008-11-01,South West,179719
2008-12-01,South West,175280
2009-01-01,South West,173483
2009-02-01,South West,173252
2009-03-01,South West,171666
2009-04-01,South West,171356
2009-05-01,South West,174181
2009-06-01,South West,177983
2009-07-01,South West,179938
2009-08-01,South West,181846
2009-09-01,South West,184484
2009-10-01,South West,184995
2009-11-01,South West,185919
2009-12-01,South West,186816
2010-01-01,South West,188404
2010-02-01,South West,189126
2010-03-01,South West,188491
2010-04-01,South West,190514
2010-05-01,South West,192511
2010-06-01,South West,193285
2010-07-01,South West,194617
2010-08-01,South West,196163
2010-09-01,South West,195803
2010-10-01,South West,194165
2010-11-01,South West,191693
2010-12-01,South West,189735
2011-01-01,South West,188992
2011-02-01,South West,187669
2011-03-01,South West,187586
2011-04-01,South West,188251
2011-05-01,South West,187412
2011-06-01,South West,189494
2011-07-01,South West,191264
2011-08-01,South West,191964
2011-09-01,South West,189499
2011-10-01,South West,189765
2011-11-01,South West,188933
2011-12-01,South West,187426
2012-01-01,South West,189942
2012-02-01,South West,189653
2012-03-01,South West,188079
2012-04-01,South West,190924
2012-05-01,South West,190367
2012-06-01,South West,191813
2012-07-01,South West,193530
2012-08-01,South West,192032
2012-09-01,South West,191674
2012-10-01,South West,191820
2012-11-01,South West,191426
2012-12-01,South West,187901
2013-01-01,South West,189820
2013-02-01,South West,189236
2013-03-01,South West,190494
2013-04-01,South West,193336
2013-05-01,South West,192848
2013-06-01,South West,193267
2013-07-01,South West,195066
2013-08-01,South West,196500
2013-09-01,South West,198055
2013-10-01,South West,197254
2013-11-01,South West,197476
2013-12-01,South West,198613
2014-01-01,South West,198252
2014-02-01,South West,198985
2014-03-01,South West,200618
2014-04-01,South West,204087
2014-05-01,South West,204098
2014-06-01,South West,204781
2014-07-01,South West,209034
2014-08-01,South West,211731
2014-09-01,South West,213432
2014-10-01,South West,212152
2014-11-01,South West,210799
2014-12-01,South West,211576
2015-01-01,South West,212878
2015-02-01,South West,210050
2015-03-01,South West,212109
2015-04-01,South West,214541
2015-05-01,South West,215498
2015-06-01,South West,217582
2015-07-01,South West,220044
2015-08-01,South West,223210
2015-09-01,South West,224435
2015-10-01,South West,224226
2015-11-01,South West,226490
2015-12-01,South West,226855
2016-01-01,South West,226547
2016-02-01,South West,227523
2016-03-01,South West,233607
2016-04-01,South West,227636
2016-05-01,South West,231318
2016-06-01,South West,233700
2016-07-01,South West,235665
2016-08-01,South West,236832
2016-09-01,South West,237148
2016-10-01,South West,235617
2016-11-01,South West,237150
2016-12-01,South West,236288
2017-01-01,South West,238829
2017-02-01,South West,239143
2017-03-01,South West,238248
2017-04-01,South West,240489
2017-05-01,South West,242531
2017-06-01,South West,245039
2017-07-01,South West,248904
2017-08-01,South West,250432
2017-09-01,South West,249369
2017-10-01,South West,250981
2017-11-01,South West,249345
2017-12-01,South West,249309
2018-01-01,South West,252533
2018-02-01,South West,250793
2018-03-01,South West,250615
2018-04-01,South West,250254
2018-05-01,South West,251132
2018-06-01,South West,252603
2018-07-01,South West,256893
2018-08-01,South West,258465
2018-09-01,South West,258839
2018-10-01,South West,256898
2018-11-01,South West,256928
2018-12-01,South West,256577
2019-01-01,South West,254632
2019-02-01,South West,255243
2019-03-01,South West,253051
2019-04-01,South West,252921
2019-05-01,South West,252527
2019-06-01,South West,252692
2019-07-01,South West,258177
2019-08-01,South West,258322
2019-09-01,South West,258780
2019-10-01,South West,258647
2019-11-01,South West,256540
2019-12-01,South West,256349
2020-01-01,South West,257494
2020-02-01,South West,256208
2020-03-01,South West,259458
2020-04-01,South West,256514
2020-05-01,South West,256208
2020-06-01,South West,259382
2020-07-01,South West,263582
2020-08-01,South West,265158
2020-09-01,South West,269727
2020-10-01,South West,271744
2020-11-01,South West,273200
2020-12-01,South West,276868
2021-01-01,South West,277883
2021-02-01,South West,278577
2021-03-01,South West,284365
2021-04-01,South West,279490
2021-05-01,South West,279182
2021-06-01,South West,299739
2021-07-01,South West,275397
2021-08-01,South West,289726
2021-09-01,South West,304971
2021-10-01,South West,300985
2021-11-01,South West,308497
