Date,Type of work,Value,
2020-07-18,Creative and multimedia,1.012345679,
2020-07-19,Creative and multimedia,0.853223594,
2020-07-20,Creative and multimedia,0.842935528,
2020-07-21,Creative and multimedia,0.645404664,
2020-07-22,Creative and multimedia,1.5521262,
2020-07-23,Creative and multimedia,1.118655693,
2020-07-24,Creative and multimedia,1.139917695,
2020-07-25,Creative and multimedia,1.028120713,
2020-07-26,Creative and multimedia,0.791495199,
2020-07-27,Creative and multimedia,0.984224966,
2020-07-28,Creative and multimedia,1.112482853,
2020-07-29,Creative and multimedia,1.126886145,
2020-07-30,Creative and multimedia,1.144718793,
2020-07-31,Creative and multimedia,1.068587106,
2020-08-01,Creative and multimedia,1.150205761,
2020-08-02,Creative and multimedia,0.768175583,
2020-08-03,Creative and multimedia,0.838134431,
2020-08-04,Creative and multimedia,1.164609053,
2020-08-05,Creative and multimedia,1.139917695,
2020-08-06,Creative and multimedia,1.18175583,
2020-08-07,Creative and multimedia,1.060356653,
2020-08-08,Creative and multimedia,1.086419753,
2020-08-09,Creative and multimedia,0.800411523,
2020-08-10,Creative and multimedia,0.789437586,
2020-08-11,Creative and multimedia,1.19478738,
2020-08-12,Creative and multimedia,1.157064472,
2020-08-13,Creative and multimedia,1.189986283,
2020-08-14,Creative and multimedia,1.137860082,
2020-08-15,Creative and multimedia,1.037722908,
2020-08-16,Creative and multimedia,0.847050754,
2020-08-17,Creative and multimedia,0.868998628,
2020-08-18,Creative and multimedia,1.159122085,
2020-08-19,Creative and multimedia,1.177640604,
2020-08-20,Creative and multimedia,1.199588477,
2020-08-21,Creative and multimedia,1.091906722,
2020-08-22,Creative and multimedia,0.959533608,
2020-08-23,Creative and multimedia,0.833333333,
2020-08-24,Creative and multimedia,0.825788752,
2020-08-25,Creative and multimedia,1.161865569,
2020-08-26,Creative and multimedia,1.196844993,
2020-08-27,Creative and multimedia,1.239368999,
2020-08-28,Creative and multimedia,1.155006859,
2020-08-29,Creative and multimedia,1.061728395,
2020-08-30,Creative and multimedia,0.812071331,
2020-08-31,Creative and multimedia,0.867626886,
2020-09-01,Creative and multimedia,1.121399177,
2020-09-02,Creative and multimedia,1.216049383,
2020-09-03,Creative and multimedia,1.244170096,
2020-09-04,Creative and multimedia,1.174211248,
2020-09-05,Creative and multimedia,0.990397805,
2020-09-06,Creative and multimedia,0.767489712,
2020-09-07,Creative and multimedia,0.786694102,
2020-09-08,Creative and multimedia,1.03909465,
2020-09-09,Creative and multimedia,1.120713306,
2020-09-10,Creative and multimedia,1.147462277,
2020-09-11,Creative and multimedia,1.094650206,
2020-09-12,Creative and multimedia,1.022633745,
2020-09-13,Creative and multimedia,0.799039781,
2020-09-14,Creative and multimedia,0.767489712,
2020-09-15,Creative and multimedia,1.120713306,
2020-09-16,Creative and multimedia,1.128943759,
2020-09-17,Creative and multimedia,1.106310014,
2020-09-18,Creative and multimedia,1.117969822,
2020-09-19,Creative and multimedia,1.057613169,
2020-09-20,Creative and multimedia,0.774348422,
2020-09-21,Creative and multimedia,0.845679012,
2020-09-22,Creative and multimedia,1.12962963,
2020-09-23,Creative and multimedia,1.150205761,
2020-09-24,Creative and multimedia,1.13648834,
2020-09-25,Creative and multimedia,1.069272977,
2020-09-26,Creative and multimedia,1.012345679,
2020-09-27,Creative and multimedia,0.795610425,
2020-09-28,Creative and multimedia,0.764746228,
2020-09-29,Creative and multimedia,1.195473251,
2020-09-30,Creative and multimedia,1.121399177,
2020-10-01,Creative and multimedia,1.082990398,
2020-10-02,Creative and multimedia,1.078875171,
2020-10-03,Creative and multimedia,0.991769547,
2020-10-04,Creative and multimedia,0.818930041,
2020-10-05,Creative and multimedia,0.794924554,
2020-10-06,Creative and multimedia,1.133058985,
2020-10-07,Creative and multimedia,1.182441701,
2020-10-08,Creative and multimedia,1.16255144,
2020-10-09,Creative and multimedia,1.070644719,
2020-10-10,Creative and multimedia,0.920438957,
2020-10-11,Creative and multimedia,0.788751715,
2020-10-12,Creative and multimedia,0.790809328,
2020-10-13,Creative and multimedia,1.06515775,
2020-10-14,Creative and multimedia,1.133058985,
2020-10-15,Creative and multimedia,1.172839506,
2020-10-16,Creative and multimedia,1.133058985,
2020-10-17,Creative and multimedia,0.999314129,
2020-10-18,Creative and multimedia,0.813443073,
2020-10-19,Creative and multimedia,0.790123457,
2020-10-20,Creative and multimedia,1.126886145,
2020-10-21,Creative and multimedia,1.18861454,
2020-10-22,Creative and multimedia,1.134430727,
2020-10-23,Creative and multimedia,1.174211248,
2020-10-24,Creative and multimedia,2.242798354,
2020-10-25,Creative and multimedia,1.274348422,
2020-10-26,Creative and multimedia,1.082990398,
2020-10-27,Creative and multimedia,1.622770919,
2020-10-28,Creative and multimedia,1.538408779,
2020-10-29,Creative and multimedia,1.541152263,
2020-10-30,Creative and multimedia,1.519890261,
2020-10-31,Creative and multimedia,1.262002743,
2020-11-01,Creative and multimedia,0.917695473,
2020-11-02,Creative and multimedia,1.12962963,
2020-11-03,Creative and multimedia,1.342935528,
2020-11-04,Creative and multimedia,1.586419753,
2020-11-05,Creative and multimedia,1.273662551,
2020-11-06,Creative and multimedia,1.534293553,
2020-11-07,Creative and multimedia,1.232510288,
2020-11-08,Creative and multimedia,0.987654321,
2020-11-09,Creative and multimedia,1.023319616,
2020-11-10,Creative and multimedia,1.572702332,
2020-11-11,Creative and multimedia,1.48696845,
2020-11-12,Creative and multimedia,1.412894376,
2020-11-13,Creative and multimedia,1.556241427,
2020-11-14,Creative and multimedia,1.362825789,
2020-11-15,Creative and multimedia,1.061042524,
2020-11-16,Creative and multimedia,0.958847737,
2020-11-17,Creative and multimedia,1.549382716,
2020-11-18,Creative and multimedia,1.537722908,
2020-11-19,Creative and multimedia,1.432098765,
2020-11-20,Creative and multimedia,1.482853224,
2020-11-21,Creative and multimedia,1.292866941,
2020-11-22,Creative and multimedia,1.021947874,
2020-11-23,Creative and multimedia,1.137860082,
2020-11-24,Creative and multimedia,1.53223594,
2020-11-25,Creative and multimedia,1.540466392,
2020-11-26,Creative and multimedia,1.449931413,
2020-11-27,Creative and multimedia,1.290809328,
2020-11-28,Creative and multimedia,1.137174211,
2020-11-29,Creative and multimedia,1.008230453,
2020-11-30,Creative and multimedia,1.050068587,
2020-12-01,Creative and multimedia,1.492455418,
2020-12-02,Creative and multimedia,1.605624143,
2020-12-03,Creative and multimedia,1.493141289,
2020-12-04,Creative and multimedia,1.421124829,
2020-12-05,Creative and multimedia,1.336076818,
2020-12-06,Creative and multimedia,1,
2020-12-07,Creative and multimedia,1.064471879,
2020-12-08,Creative and multimedia,1.524005487,
2020-12-09,Creative and multimedia,1.543209877,
2020-12-10,Creative and multimedia,1.659122085,
2020-12-11,Creative and multimedia,1.427297668,
2020-12-12,Creative and multimedia,1.371056241,
2020-12-13,Creative and multimedia,0.989026063,
2020-12-14,Creative and multimedia,1.019890261,
2020-12-15,Creative and multimedia,1.681069959,
2020-12-16,Creative and multimedia,1.438271605,
2020-12-17,Creative and multimedia,1.375171468,
2020-12-18,Creative and multimedia,1.373113855,
2020-12-19,Creative and multimedia,1.21399177,
2020-12-20,Creative and multimedia,0.950617284,
2020-12-21,Creative and multimedia,0.971193416,
2020-12-22,Creative and multimedia,1.316186557,
2020-12-23,Creative and multimedia,1.253772291,
2020-12-24,Creative and multimedia,1.17558299,
2020-12-25,Creative and multimedia,0.967078189,
2020-12-26,Creative and multimedia,0.724279835,
2020-12-27,Creative and multimedia,0.795610425,
2020-12-28,Creative and multimedia,0.891632373,
2020-12-29,Creative and multimedia,1.265432099,
2020-12-30,Creative and multimedia,1.172153635,
2020-12-31,Creative and multimedia,1.184499314,
2021-01-01,Creative and multimedia,0.953360768,
2021-01-02,Creative and multimedia,0.712620027,
2021-01-03,Creative and multimedia,1.002057613,
2021-01-04,Creative and multimedia,1.052812071,
2021-01-05,Creative and multimedia,1.400548697,
2021-01-06,Creative and multimedia,1.45473251,
2021-01-07,Creative and multimedia,2.245541838,
2021-01-08,Creative and multimedia,1.338820302,
2021-01-09,Creative and multimedia,1.257201646,
2021-01-10,Creative and multimedia,1.015775034,
2021-01-11,Creative and multimedia,1.009602195,
2021-01-12,Creative and multimedia,1.412208505,
2021-01-13,Creative and multimedia,1.508230453,
2021-01-15,Creative and multimedia,2.746227709,
2021-01-16,Creative and multimedia,1.356652949,
2021-01-17,Creative and multimedia,1.020576132,
2021-01-18,Creative and multimedia,1.121399177,
2021-01-19,Creative and multimedia,1.541838134,
2021-01-20,Creative and multimedia,1.682441701,
2021-01-21,Creative and multimedia,1.524005487,
2021-01-22,Creative and multimedia,1.54526749,
2021-01-23,Creative and multimedia,1.338820302,
2021-01-24,Creative and multimedia,1.179698217,
2021-01-25,Creative and multimedia,1.048696845,
2021-01-26,Creative and multimedia,1.561728395,
2021-01-27,Creative and multimedia,1.583676269,
2021-01-28,Creative and multimedia,1.617969822,
2021-01-29,Creative and multimedia,1.538408779,
2021-01-30,Creative and multimedia,1.377229081,
2021-01-31,Creative and multimedia,1.104938272,
2021-02-01,Creative and multimedia,0.975994513,
2021-02-02,Creative and multimedia,1.576817558,
2021-02-03,Creative and multimedia,1.605624143,
2021-02-04,Creative and multimedia,1.604938272,
2021-02-05,Creative and multimedia,1.572702332,
2021-02-06,Creative and multimedia,1.438957476,
2021-02-07,Creative and multimedia,1.052812071,
2021-02-08,Creative and multimedia,1.113168724,
2021-02-09,Creative and multimedia,1.54526749,
2021-02-10,Creative and multimedia,1.601508916,
2021-02-11,Creative and multimedia,1.680384088,
2021-02-12,Creative and multimedia,1.54526749,
2021-02-13,Creative and multimedia,1.339506173,
2021-02-14,Creative and multimedia,1.074759945,
2021-02-15,Creative and multimedia,0.995884774,
2021-02-16,Creative and multimedia,1.487654321,
2021-02-17,Creative and multimedia,1.600823045,
2021-02-18,Creative and multimedia,1.570644719,
2021-02-19,Creative and multimedia,1.624828532,
2020-01-01,Professional services,1,
2020-01-02,Professional services,1.079136691,
2020-01-03,Professional services,1.568345324,
2020-01-04,Professional services,1.482014388,
2020-01-05,Professional services,1.330935252,
2020-01-06,Professional services,1.460431655,
2020-01-07,Professional services,1.330935252,
2020-01-08,Professional services,1.158273381,
2020-01-09,Professional services,1.208633094,
2020-01-10,Professional services,1.705035971,
2020-01-11,Professional services,1.575539568,
2020-01-12,Professional services,1.374100719,
2020-01-13,Professional services,1.539568345,
2020-01-14,Professional services,1.625899281,
2020-01-15,Professional services,1.647482014,
2020-01-16,Professional services,1.625899281,
2020-01-17,Professional services,1.71942446,
2020-01-18,Professional services,1.920863309,
2020-01-19,Professional services,1.424460432,
2020-01-20,Professional services,1.215827338,
2020-01-21,Professional services,1.964028777,
2020-01-22,Professional services,1.561151079,
2020-01-23,Professional services,1.510791367,
2020-01-24,Professional services,1.54676259,
2020-01-25,Professional services,1.676258993,
2020-01-26,Professional services,1.179856115,
2020-01-27,Professional services,1.316546763,
2020-01-28,Professional services,1.791366906,
2020-01-29,Professional services,1.748201439,
2020-01-30,Professional services,1.647482014,
2020-01-31,Professional services,1.589928058,
2020-02-01,Professional services,1.618705036,
2020-02-02,Professional services,1.237410072,
2020-02-03,Professional services,1.338129496,
2020-02-04,Professional services,1.81294964,
2020-02-05,Professional services,1.971223022,
2020-02-06,Professional services,1.949640288,
2020-02-07,Professional services,2.086330935,
2020-02-08,Professional services,2.115107914,
2020-02-09,Professional services,1.769784173,
2020-02-10,Professional services,1.604316547,
2020-02-11,Professional services,1.848920863,
2020-02-12,Professional services,1.690647482,
2020-02-13,Professional services,1.625899281,
2020-02-14,Professional services,2.194244604,
2020-02-15,Professional services,2.028776978,
2020-02-16,Professional services,1.942446043,
2020-02-17,Professional services,1.352517986,
2020-02-18,Professional services,1.913669065,
2020-02-19,Professional services,1.755395683,
2020-02-20,Professional services,2,
2020-02-21,Professional services,1.73381295,
2020-02-22,Professional services,1.971223022,
2020-02-23,Professional services,1.568345324,
2020-02-24,Professional services,1.654676259,
2020-02-25,Professional services,1.942446043,
2020-02-26,Professional services,2.129496403,
2020-02-27,Professional services,1.54676259,
2020-02-28,Professional services,2.09352518,
2020-02-29,Professional services,1.705035971,
2020-03-01,Professional services,1.748201439,
2020-03-02,Professional services,1.575539568,
2020-03-03,Professional services,2.151079137,
2020-03-04,Professional services,1.417266187,
2020-03-05,Professional services,2.086330935,
2020-03-06,Professional services,2.100719424,
2020-03-07,Professional services,2.151079137,
2020-03-08,Professional services,1.683453237,
2020-03-09,Professional services,1.474820144,
2020-03-10,Professional services,1.705035971,
2020-03-11,Professional services,1.625899281,
2020-03-12,Professional services,1.877697842,
2020-03-13,Professional services,1.892086331,
2020-03-14,Professional services,1.964028777,
2020-03-15,Professional services,1.647482014,
2020-03-16,Professional services,1.338129496,
2020-03-17,Professional services,1.712230216,
2020-03-18,Professional services,1.589928058,
2020-03-19,Professional services,1.870503597,
2020-03-20,Professional services,1.956834532,
2020-03-21,Professional services,2.100719424,
2020-03-22,Professional services,1.683453237,
2020-03-23,Professional services,1.402877698,
2020-03-24,Professional services,1.697841727,
2020-03-25,Professional services,1.223021583,
2020-03-26,Professional services,1.517985612,
2020-03-27,Professional services,1.755395683,
2020-03-28,Professional services,1.64028777,
2020-03-29,Professional services,1.582733813,
2020-03-30,Professional services,1.712230216,
2020-03-31,Professional services,1.776978417,
2020-04-01,Professional services,1.323741007,
2020-04-02,Professional services,1.676258993,
2020-04-03,Professional services,1.805755396,
2020-04-04,Professional services,1.769784173,
2020-04-05,Professional services,1.625899281,
2020-04-06,Professional services,1.316546763,
2020-04-07,Professional services,1.35971223,
2020-04-08,Professional services,1.618705036,
2020-04-09,Professional services,1.769784173,
2020-04-10,Professional services,2.136690647,
2020-04-11,Professional services,2.273381295,
2020-04-12,Professional services,1.575539568,
2020-04-13,Professional services,1.467625899,
2020-04-14,Professional services,1.618705036,
2020-04-15,Professional services,1.525179856,
2020-04-16,Professional services,1.870503597,
2020-04-17,Professional services,1.820143885,
2020-04-18,Professional services,2.007194245,
2020-04-19,Professional services,1.71942446,
2020-04-20,Professional services,1.71942446,
2020-04-21,Professional services,1.755395683,
2020-04-22,Professional services,1.942446043,
2020-04-23,Professional services,1.949640288,
2020-04-24,Professional services,1.776978417,
2020-04-25,Professional services,1.920863309,
2020-04-26,Professional services,1.539568345,
2020-04-27,Professional services,1.820143885,
2020-04-28,Professional services,1.820143885,
2020-04-29,Professional services,1.884892086,
2020-04-30,Professional services,1.805755396,
2020-05-01,Professional services,1.726618705,
2020-05-02,Professional services,1.726618705,
2020-05-03,Professional services,1.597122302,
2020-05-04,Professional services,1.776978417,
2020-05-05,Professional services,1.992805755,
2020-05-06,Professional services,1.827338129,
2020-05-07,Professional services,1.741007194,
2020-05-08,Professional services,1.949640288,
2020-05-09,Professional services,1.920863309,
2020-05-10,Professional services,2.050359712,
2020-05-11,Professional services,1.438848921,
2020-05-12,Professional services,1.971223022,
2020-05-13,Professional services,1.928057554,
2020-05-14,Professional services,1.805755396,
2020-05-15,Professional services,2.09352518,
2020-05-16,Professional services,1.848920863,
2020-05-17,Professional services,1.863309353,
2020-05-18,Professional services,1.446043165,
2020-05-19,Professional services,2.014388489,
2020-05-20,Professional services,1.949640288,
2020-05-21,Professional services,1.949640288,
2020-05-22,Professional services,2.179856115,
2020-05-23,Professional services,2.122302158,
2020-05-24,Professional services,1.877697842,
2020-05-25,Professional services,1.892086331,
2020-05-26,Professional services,2,
2020-05-27,Professional services,1.971223022,
2020-05-28,Professional services,2.035971223,
2020-05-29,Professional services,2.251798561,
2020-05-30,Professional services,2.003597122,
2020-05-31,Professional services,1.323741007,
2020-06-01,Professional services,1.223021583,
2020-06-02,Professional services,1.503597122,
2020-06-03,Professional services,1.381294964,
2020-06-04,Professional services,1.251798561,
2020-06-05,Professional services,1.611510791,
2020-06-06,Professional services,1.446043165,
2020-06-07,Professional services,1.474820144,
2020-06-08,Professional services,1.09352518,
2020-06-09,Professional services,1.841726619,
2020-06-10,Professional services,1.35971223,
2020-06-11,Professional services,1.424460432,
2020-06-12,Professional services,1.402877698,
2020-06-13,Professional services,1.525179856,
2020-06-14,Professional services,1.589928058,
2020-06-15,Professional services,1.582733813,
2020-06-16,Professional services,1.557553957,
2020-06-17,Professional services,1.194244604,
2020-06-18,Professional services,1.446043165,
2020-06-19,Professional services,1.467625899,
2020-06-20,Professional services,1.460431655,
2020-06-21,Professional services,0.928057554,
2020-06-22,Professional services,1.165467626,
2020-06-23,Professional services,1.323741007,
2020-06-24,Professional services,1.107913669,
2020-06-25,Professional services,1.28057554,
2020-06-26,Professional services,1.374100719,
2020-06-27,Professional services,1.115107914,
2020-06-28,Professional services,1.028776978,
2020-06-29,Professional services,1.100719424,
2020-06-30,Professional services,1.712230216,
2020-07-01,Professional services,1.122302158,
2020-07-02,Professional services,1.294964029,
2020-07-03,Professional services,1.604316547,
2020-07-04,Professional services,1.553956835,
2020-07-05,Professional services,1.244604317,
2020-07-06,Professional services,1.26618705,
2020-07-10,Professional services,0.798561151,
2020-07-11,Professional services,0.841726619,
2020-07-12,Professional services,1.032374101,
2020-07-13,Professional services,0.525179856,
2020-07-14,Professional services,1.323741007,
2020-07-15,Professional services,1.503597122,
2020-07-16,Professional services,1.589928058,
2020-07-17,Professional services,1.143884892,
2020-07-18,Professional services,1.086330935,
2020-07-19,Professional services,0.856115108,
2020-07-20,Professional services,1.007194245,
2020-07-21,Professional services,0.446043165,
2020-07-22,Professional services,1.892086331,
2020-07-23,Professional services,1.258992806,
2020-07-24,Professional services,1.302158273,
2020-07-25,Professional services,1.352517986,
2020-07-26,Professional services,1.086330935,
2020-07-27,Professional services,1.050359712,
2020-07-28,Professional services,1.244604317,
2020-07-29,Professional services,1.158273381,
2020-07-30,Professional services,1.467625899,
2020-07-31,Professional services,1.417266187,
2020-08-01,Professional services,1.28057554,
2020-08-02,Professional services,1.050359712,
2020-08-03,Professional services,0.877697842,
2020-08-04,Professional services,1.251798561,
2020-08-05,Professional services,1.28057554,
2020-08-06,Professional services,1.26618705,
2020-08-07,Professional services,1.151079137,
2020-08-08,Professional services,1.172661871,
2020-08-09,Professional services,0.956834532,
2020-08-10,Professional services,0.949640288,
2020-08-11,Professional services,1.129496403,
2020-08-12,Professional services,1.086330935,
2020-08-13,Professional services,1.26618705,
2020-08-14,Professional services,1.561151079,
2020-08-15,Professional services,0.870503597,
2020-08-16,Professional services,1.28057554,
2020-08-17,Professional services,1.064748201,
2020-08-18,Professional services,1.237410072,
2020-08-19,Professional services,0.820143885,
2020-08-20,Professional services,1.661870504,
2020-08-21,Professional services,0.935251799,
2020-08-22,Professional services,1.726618705,
2020-08-23,Professional services,1.014388489,
2020-08-24,Professional services,1.136690647,
2020-08-25,Professional services,1.158273381,
2020-08-26,Professional services,1.395683453,
2020-08-27,Professional services,1.273381295,
2020-08-28,Professional services,1.35971223,
2020-08-29,Professional services,1.374100719,
2020-08-30,Professional services,1.136690647,
2020-08-31,Professional services,0.935251799,
2020-09-01,Professional services,1.302158273,
2020-09-02,Professional services,1.158273381,
2020-09-03,Professional services,1.446043165,
2020-09-04,Professional services,0.935251799,
2020-09-05,Professional services,1.949640288,
2020-09-06,Professional services,0.90647482,
2020-09-07,Professional services,1.035971223,
2020-09-08,Professional services,1.201438849,
2020-09-09,Professional services,1.417266187,
2020-09-10,Professional services,1.532374101,
2020-09-11,Professional services,1.561151079,
2020-09-12,Professional services,1.26618705,
2020-09-13,Professional services,1.107913669,
2020-09-14,Professional services,1.064748201,
2020-09-15,Professional services,1.244604317,
2020-09-16,Professional services,1.223021583,
2020-09-17,Professional services,1.338129496,
2020-09-18,Professional services,1.503597122,
2020-09-19,Professional services,1.654676259,
2020-09-20,Professional services,0.971223022,
2020-09-21,Professional services,1.100719424,
2020-09-22,Professional services,1.35971223,
2020-09-23,Professional services,1.374100719,
2020-09-24,Professional services,1.381294964,
2020-09-25,Professional services,1.482014388,
2020-09-26,Professional services,1.287769784,
2020-09-27,Professional services,1.165467626,
2020-09-28,Professional services,1.014388489,
2020-09-29,Professional services,1.323741007,
2020-09-30,Professional services,1.323741007,
2020-10-01,Professional services,1.215827338,
2020-10-02,Professional services,1.45323741,
2020-10-03,Professional services,1.381294964,
2020-10-04,Professional services,1.208633094,
2020-10-05,Professional services,1.028776978,
2020-10-06,Professional services,1.309352518,
2020-10-07,Professional services,1.237410072,
2020-10-08,Professional services,1.26618705,
2020-10-09,Professional services,1.474820144,
2020-10-10,Professional services,1.352517986,
2020-10-11,Professional services,0.935251799,
2020-10-12,Professional services,1.079136691,
2020-10-13,Professional services,0.935251799,
2020-10-14,Professional services,1.431654676,
2020-10-15,Professional services,1.374100719,
2020-10-16,Professional services,1.381294964,
2020-10-17,Professional services,1.366906475,
2020-10-18,Professional services,1.258992806,
2020-10-19,Professional services,1.043165468,
2020-10-20,Professional services,1.496402878,
2020-10-21,Professional services,1.273381295,
2020-10-22,Professional services,1.467625899,
2020-10-23,Professional services,1.647482014,
2020-10-24,Professional services,1.525179856,
2020-10-25,Professional services,1.712230216,
2020-10-26,Professional services,1.942446043,
2020-10-27,Professional services,2.633093525,
2020-10-28,Professional services,2.273381295,
2020-10-29,Professional services,2.345323741,
2020-10-30,Professional services,2.654676259,
2020-10-31,Professional services,1.712230216,
2020-11-01,Professional services,2.971223022,
2020-11-02,Professional services,1.776978417,
2020-11-03,Professional services,1.949640288,
2020-11-04,Professional services,2.388489209,
2020-11-05,Professional services,2.050359712,
2020-11-06,Professional services,2.079136691,
2020-11-07,Professional services,1.971223022,
2020-11-08,Professional services,1.820143885,
2020-11-09,Professional services,1.798561151,
2020-11-10,Professional services,2.366906475,
2020-11-11,Professional services,2.043165468,
2020-11-12,Professional services,2.561151079,
2020-11-13,Professional services,1.992805755,
2020-11-14,Professional services,2.309352518,
2020-11-15,Professional services,1.935251799,
2020-11-16,Professional services,1.690647482,
2020-11-17,Professional services,2.050359712,
2020-11-18,Professional services,1.913669065,
2020-11-19,Professional services,2.35971223,
2020-11-20,Professional services,2.309352518,
2020-11-21,Professional services,2.35971223,
2020-11-22,Professional services,1.697841727,
2020-11-23,Professional services,1.913669065,
2020-11-24,Professional services,2.136690647,
2020-11-25,Professional services,2.143884892,
2020-11-26,Professional services,2.158273381,
2020-11-27,Professional services,2.237410072,
2020-11-28,Professional services,2.050359712,
2020-11-29,Professional services,1.942446043,
2020-11-30,Professional services,1.625899281,
2020-12-01,Professional services,2.402877698,
2020-12-02,Professional services,2.09352518,
2020-12-03,Professional services,2.201438849,
2020-12-04,Professional services,2.172661871,
2020-12-05,Professional services,2.028776978,
2020-12-06,Professional services,1.64028777,
2020-12-07,Professional services,1.863309353,
2020-12-08,Professional services,1.956834532,
2020-12-09,Professional services,2.18705036,
2020-12-10,Professional services,2.553956835,
2020-12-11,Professional services,2.525179856,
2020-12-12,Professional services,2.122302158,
2020-12-13,Professional services,1.928057554,
2020-12-14,Professional services,1.618705036,
2020-12-15,Professional services,2.086330935,
2020-12-16,Professional services,2.165467626,
2020-12-17,Professional services,2.424460432,
2020-12-18,Professional services,2.654676259,
2020-12-19,Professional services,2.079136691,
2020-12-20,Professional services,1.503597122,
2020-12-21,Professional services,1.618705036,
2020-12-22,Professional services,2.021582734,
2020-12-23,Professional services,2.136690647,
2020-12-24,Professional services,2.014388489,
2020-12-25,Professional services,2.035971223,
2020-12-26,Professional services,1.64028777,
2020-12-27,Professional services,1.230215827,
2020-12-28,Professional services,1.395683453,
2020-12-29,Professional services,2.172661871,
2020-12-30,Professional services,2.28057554,
2020-12-31,Professional services,1.798561151,
2021-01-01,Professional services,1.625899281,
2021-01-02,Professional services,1.402877698,
2021-01-03,Professional services,1.791366906,
2021-01-04,Professional services,1.683453237,
2021-01-05,Professional services,2.417266187,
2021-01-06,Professional services,2.489208633,
2021-01-07,Professional services,2.050359712,
2021-01-08,Professional services,2.755395683,
2021-01-09,Professional services,2.438848921,
2021-01-10,Professional services,2.007194245,
2021-01-11,Professional services,1.820143885,
2021-01-12,Professional services,2.625899281,
2021-01-13,Professional services,2.776978417,
2021-01-15,Professional services,2.223021583,
2021-01-16,Professional services,2.410071942,
2021-01-17,Professional services,1.928057554,
2021-01-18,Professional services,1.877697842,
2021-01-19,Professional services,2.820143885,
2021-01-20,Professional services,2.690647482,
2021-01-21,Professional services,2.348920863,
2021-01-22,Professional services,2.81294964,
2021-01-23,Professional services,2.776978417,
2021-01-24,Professional services,1.834532374,
2021-01-25,Professional services,1.899280576,
2021-01-26,Professional services,2.305755396,
2021-01-27,Professional services,2.647482014,
2021-01-28,Professional services,2.102517986,
2021-01-29,Professional services,2.877697842,
2021-01-30,Professional services,2.848920863,
2021-01-31,Professional services,1.971223022,
2021-02-01,Professional services,1.978417266,
2021-02-02,Professional services,2.410071942,
2021-02-03,Professional services,2.992805755,
2021-02-04,Professional services,2.194244604,
2021-02-05,Professional services,2.701438849,
2021-02-06,Professional services,2.856115108,
2021-02-07,Professional services,2.071942446,
2021-02-08,Professional services,1.985611511,
2021-02-09,Professional services,2.464028777,
2021-02-10,Professional services,2.028776978,
2021-02-11,Professional services,2.224820144,
2021-02-12,Professional services,2.246402878,
2021-02-13,Professional services,2.791366906,
2021-02-14,Professional services,2.129496403,
2021-02-15,Professional services,2.028776978,
2021-02-16,Professional services,2.841726619,
2021-02-17,Professional services,2.079136691,
2021-02-18,Professional services,2.435251799,
2021-02-19,Professional services,2.460431655,
2020-01-01,Sales and marketing,1,
2020-01-02,Sales and marketing,0.854356307,
2020-01-03,Sales and marketing,1.310793238,
2020-01-04,Sales and marketing,1.386215865,
2020-01-05,Sales and marketing,1.097529259,
2020-01-06,Sales and marketing,1.067620286,
2020-01-07,Sales and marketing,1.44993498,
2020-01-08,Sales and marketing,1.561768531,
2020-01-09,Sales and marketing,1.677503251,
2020-01-10,Sales and marketing,1.603381014,
2020-01-11,Sales and marketing,1.478543563,
2020-01-12,Sales and marketing,1.079323797,
2020-01-13,Sales and marketing,1.144343303,
2020-01-14,Sales and marketing,1.646293888,
2020-01-15,Sales and marketing,1.825747724,
2020-01-16,Sales and marketing,1.745123537,
2020-01-17,Sales and marketing,1.788036411,
2020-01-18,Sales and marketing,1.546163849,
2020-01-19,Sales and marketing,1.127438231,
2020-01-20,Sales and marketing,1.092327698,
2020-01-21,Sales and marketing,1.949284785,
2020-01-22,Sales and marketing,1.895968791,
2020-01-23,Sales and marketing,1.691807542,
2020-01-24,Sales and marketing,1.804941482,
2020-01-25,Sales and marketing,1.44473342,
2020-01-26,Sales and marketing,1.104031209,
2020-01-27,Sales and marketing,1.100130039,
2020-01-28,Sales and marketing,1.659297789,
2020-01-29,Sales and marketing,1.747724317,
2020-01-30,Sales and marketing,1.88426528,
2020-01-31,Sales and marketing,1.711313394,
2020-02-01,Sales and marketing,1.491547464,
2020-02-02,Sales and marketing,1.162548765,
2020-02-03,Sales and marketing,1.133940182,
2020-02-04,Sales and marketing,1.789336801,
2020-02-05,Sales and marketing,1.911573472,
2020-02-06,Sales and marketing,1.790637191,
2020-02-07,Sales and marketing,1.743823147,
2020-02-08,Sales and marketing,1.611183355,
2020-02-09,Sales and marketing,1.197659298,
2020-02-10,Sales and marketing,1.152145644,
2020-02-11,Sales and marketing,1.732119636,
2020-02-12,Sales and marketing,1.834850455,
2020-02-13,Sales and marketing,1.746423927,
2020-02-14,Sales and marketing,1.830949285,
2020-02-15,Sales and marketing,1.579973992,
2020-02-16,Sales and marketing,1.096228869,
2020-02-17,Sales and marketing,1.093628088,
2020-02-18,Sales and marketing,1.717815345,
2020-02-19,Sales and marketing,1.66189857,
2020-02-20,Sales and marketing,1.768530559,
2020-02-21,Sales and marketing,1.77243173,
2020-02-22,Sales and marketing,1.611183355,
2020-02-23,Sales and marketing,1.135240572,
2020-02-24,Sales and marketing,1.139141743,
