date,bank,value
2018-01-08,UBS,18.88
2018-01-09,UBS,18.93
2018-01-10,UBS,19.02
2018-01-11,UBS,19.30
2018-01-12,UBS,19.59
2018-01-16,UBS,19.42
2018-01-17,UBS,19.48
2018-01-18,UBS,19.85
2018-01-19,UBS,20.16
2018-01-22,UBS,20.27
2018-01-23,UBS,20.44
2018-01-24,UBS,20.64
2018-01-25,UBS,20.62
2018-01-26,UBS,20.89
2018-01-29,UBS,20.53
2018-01-30,UBS,20.36
2018-01-31,UBS,20.32
2018-02-01,UBS,20.67
2018-02-02,UBS,20.14
2018-02-05,UBS,19.15
2018-02-06,UBS,19.21
2018-02-07,UBS,19.15
2018-02-08,UBS,18.50
2018-02-09,UBS,18.60
2018-02-12,UBS,18.71
2018-02-13,UBS,18.62
2018-02-14,UBS,19.10
2018-02-15,UBS,19.19
2018-02-16,UBS,19.21
2018-02-20,UBS,19.18
2018-02-21,UBS,19.24
2018-02-22,UBS,19.22
2018-02-23,UBS,19.42
2018-02-26,UBS,19.49
2018-02-27,UBS,19.32
2018-02-28,UBS,18.97
2018-03-01,UBS,18.69
2018-03-02,UBS,18.52
2018-03-05,UBS,18.38
2018-03-06,UBS,18.58
2018-03-07,UBS,18.45
2018-03-08,UBS,18.41
2018-03-09,UBS,18.39
2018-03-12,UBS,18.55
2018-03-13,UBS,18.23
2018-03-14,UBS,18.20
2018-03-15,UBS,18.39
2018-03-16,UBS,18.45
2018-03-19,UBS,18.27
2018-03-20,UBS,18.35
2018-03-21,UBS,18.12
2018-03-22,UBS,17.34
2018-03-23,UBS,17.24
2018-03-26,UBS,17.62
2018-03-27,UBS,17.47
2018-03-28,UBS,17.59
2018-03-29,UBS,17.66
2018-04-02,UBS,17.37
2018-04-03,UBS,17.28
2018-04-04,UBS,17.08
2018-04-05,UBS,17.31
2018-04-06,UBS,17.09
2018-04-09,UBS,17.23
2018-04-10,UBS,17.44
2018-04-11,UBS,17.32
2018-04-12,UBS,17.53
2018-04-13,UBS,17.45
2018-04-16,UBS,17.52
2018-04-17,UBS,17.51
2018-04-18,UBS,17.44
2018-04-19,UBS,17.65
2018-04-20,UBS,17.65
2018-04-23,UBS,17.13
2018-04-24,UBS,16.88
2018-04-25,UBS,16.77
2018-04-26,UBS,16.91
2018-04-27,UBS,16.82
2018-04-30,UBS,16.80
2018-05-01,UBS,16.68
2018-05-02,UBS,16.52
2018-05-03,UBS,16.52
2018-05-04,UBS,16.60
2018-05-07,UBS,15.98
2018-05-08,UBS,15.98
2018-05-09,UBS,16.22
2018-05-10,UBS,16.26
2018-05-11,UBS,16.34
2018-05-14,UBS,16.27
2018-05-15,UBS,16.20
2018-05-16,UBS,16.08
2018-05-17,UBS,16.07
2018-05-18,UBS,15.97
2018-05-21,UBS,16.03
2018-05-22,UBS,16.34
2018-05-23,UBS,16.15
2018-05-24,UBS,15.97
2018-05-25,UBS,15.88
2018-05-29,UBS,15.21
2018-05-30,UBS,15.39
2018-05-31,UBS,15.22
2018-06-01,UBS,15.62
2018-06-04,UBS,15.64
2018-06-05,UBS,15.28
2018-06-06,UBS,15.48
2018-06-07,UBS,15.55
2018-06-08,UBS,15.45
2018-06-11,UBS,15.91
2018-06-12,UBS,15.88
2018-06-13,UBS,15.83
2018-06-14,UBS,15.80
2018-06-15,UBS,15.55
2018-06-18,UBS,15.28
2018-06-19,UBS,15.16
2018-06-20,UBS,15.31
2018-06-21,UBS,15.19
2018-06-22,UBS,15.59
2018-06-25,UBS,15.24
2018-06-26,UBS,15.33
2018-06-27,UBS,15.15
2018-06-28,UBS,15.21
2018-06-29,UBS,15.34
2018-07-02,UBS,15.18
2018-07-03,UBS,15.14
2018-07-05,UBS,15.21
2018-07-06,UBS,15.37
2018-07-09,UBS,15.39
2018-07-10,UBS,15.29
2018-07-11,UBS,14.98
2018-07-12,UBS,15.00
2018-07-13,UBS,15.00
2018-07-16,UBS,15.22
2018-07-17,UBS,15.19
2018-07-18,UBS,15.40
2018-07-19,UBS,15.33
2018-07-20,UBS,15.38
2018-07-23,UBS,15.52
2018-07-24,UBS,16.05
2018-07-25,UBS,16.06
2018-07-26,UBS,16.07
2018-07-27,UBS,16.14
2018-07-30,UBS,16.31
2018-07-31,UBS,16.42
2018-08-01,UBS,16.38
2018-08-02,UBS,16.13
2018-08-03,UBS,16.17
2018-08-06,UBS,15.93
2018-08-07,UBS,15.98
2018-08-08,UBS,16.12
2018-08-09,UBS,16.02
2018-08-10,UBS,15.61
2018-08-13,UBS,15.45
2018-08-14,UBS,15.55
2018-08-15,UBS,15.48
2018-08-16,UBS,15.46
2018-08-17,UBS,15.47
2018-08-20,UBS,15.54
2018-08-21,UBS,15.73
2018-08-22,UBS,15.72
2018-08-23,UBS,15.51
2018-08-24,UBS,15.59
2018-08-27,UBS,15.81
2018-08-28,UBS,15.78
2018-08-29,UBS,15.90
2018-08-30,UBS,15.76
2018-08-31,UBS,15.66
2018-09-04,UBS,15.65
2018-09-05,UBS,15.87
2018-09-06,UBS,15.80
2018-09-07,UBS,15.66
2018-09-10,UBS,15.54
2018-09-11,UBS,15.48
2018-09-12,UBS,15.47
2018-09-13,UBS,15.58
2018-09-14,UBS,15.62
2018-09-17,UBS,15.66
2018-09-18,UBS,15.71
2018-09-19,UBS,15.97
2018-09-20,UBS,16.65
2018-09-21,UBS,16.51
2018-09-24,UBS,16.40
2018-09-25,UBS,16.33
2018-09-26,UBS,16.32
2018-09-27,UBS,16.12
2018-09-28,UBS,15.73
2018-10-01,UBS,15.57
2018-10-02,UBS,15.39
2018-10-03,UBS,15.43
2018-10-04,UBS,15.47
2018-10-05,UBS,15.12
2018-10-08,UBS,14.92
2018-10-09,UBS,14.84
2018-10-10,UBS,14.55
2018-10-11,UBS,14.11
2018-10-12,UBS,14.27
2018-10-15,UBS,14.22
2018-10-16,UBS,14.32
2018-10-17,UBS,14.29
2018-10-18,UBS,13.85
2018-10-19,UBS,13.84
2018-10-22,UBS,13.77
2018-10-23,UBS,13.62
2018-10-24,UBS,13.21
2018-10-25,UBS,13.33
2018-10-26,UBS,13.20
2018-10-29,UBS,13.25
2018-10-30,UBS,13.66
2018-10-31,UBS,13.90
2018-11-01,UBS,14.19
2018-11-02,UBS,14.24
2018-11-05,UBS,14.11
2018-11-06,UBS,14.09
2018-11-07,UBS,14.44
2018-11-08,UBS,14.15
2018-11-09,UBS,14.00
2018-11-12,UBS,13.63
2018-11-13,UBS,13.64
2018-11-14,UBS,13.70
2018-11-15,UBS,13.73
2018-11-16,UBS,13.70
2018-11-19,UBS,13.65
2018-11-20,UBS,13.30
2018-11-21,UBS,13.60
2018-11-23,UBS,13.46
2018-11-26,UBS,13.80
2018-11-27,UBS,13.77
2018-11-28,UBS,13.83
2018-11-29,UBS,13.66
2018-11-30,UBS,13.53
2018-12-03,UBS,13.73
2018-12-04,UBS,13.21
2018-12-06,UBS,12.85
2018-12-07,UBS,12.57
2018-12-10,UBS,12.38
2018-12-11,UBS,12.24
2018-12-12,UBS,12.64
2018-12-13,UBS,12.55
2018-12-14,UBS,12.37
2018-12-17,UBS,12.25
2018-12-18,UBS,12.29
2018-12-19,UBS,12.22
2018-12-20,UBS,12.07
2018-12-21,UBS,11.87
2018-12-24,UBS,11.81
2018-12-26,UBS,12.20
2018-12-27,UBS,12.11
2018-12-28,UBS,12.40
2018-12-31,UBS,12.38
2019-01-02,UBS,12.55
2019-01-03,UBS,12.39
2019-01-04,UBS,12.84
2019-01-07,UBS,12.97
2019-01-08,UBS,13.00
2019-01-09,UBS,12.96
2019-01-10,UBS,13.10
2019-01-11,UBS,13.18
2019-01-14,UBS,13.26
2019-01-15,UBS,13.22
2019-01-16,UBS,13.54
2019-01-17,UBS,13.49
2019-01-18,UBS,13.61
2019-01-22,UBS,12.94
2019-01-23,UBS,13.05
2019-01-24,UBS,13.07
2019-01-25,UBS,13.10
2019-01-28,UBS,13.04
2019-01-29,UBS,13.01
2019-01-30,UBS,13.20
2019-01-31,UBS,12.96
2019-02-01,UBS,12.87
2019-02-04,UBS,12.83
2019-02-05,UBS,13.02
2019-02-06,UBS,12.99
2019-02-07,UBS,12.77
2019-02-08,UBS,12.68
2019-02-11,UBS,12.69
2019-02-12,UBS,12.82
2019-02-13,UBS,12.91
2019-02-14,UBS,12.68
2019-02-15,UBS,12.95
2019-02-19,UBS,12.92
2019-02-20,UBS,12.46
2019-02-21,UBS,12.33
2019-02-22,UBS,12.34
2019-02-25,UBS,12.46
2019-02-26,UBS,12.61
2019-02-27,UBS,12.65
2019-02-28,UBS,12.67
2019-03-01,UBS,12.71
2019-03-04,UBS,12.63
2019-03-05,UBS,12.49
2019-03-06,UBS,12.36
2019-03-07,UBS,12.01
2019-03-08,UBS,11.93
2019-03-11,UBS,12.10
2019-03-12,UBS,12.11
2019-03-13,UBS,12.25
2019-03-14,UBS,12.28
2019-03-15,UBS,12.23
2019-03-18,UBS,12.51
2019-03-19,UBS,12.57
2019-03-20,UBS,12.32
2019-03-21,UBS,12.24
2019-03-22,UBS,11.88
2019-03-25,UBS,11.85
2019-03-26,UBS,11.92
2019-03-27,UBS,12.02
2019-03-28,UBS,11.99
2019-03-29,UBS,12.11
2019-04-01,UBS,12.40
2019-04-02,UBS,12.41
2019-04-03,UBS,12.53
2019-04-04,UBS,12.59
2019-04-05,UBS,12.56
2019-04-08,UBS,12.53
2019-04-09,UBS,12.52
2019-04-10,UBS,12.47
2019-04-11,UBS,12.72
2019-04-12,UBS,12.85
2019-04-15,UBS,12.92
2019-04-16,UBS,13.12
2019-04-17,UBS,13.33
2019-04-18,UBS,13.26
2019-04-22,UBS,13.26
2019-04-23,UBS,13.09
2019-04-24,UBS,13.17
2019-04-25,UBS,13.30
2019-04-26,UBS,13.29
2019-04-29,UBS,13.53
2019-04-30,UBS,13.44
2019-05-01,UBS,13.28
2019-05-02,UBS,13.38
2019-05-03,UBS,13.33
2019-05-06,UBS,12.56
2019-05-07,UBS,12.22
2019-05-08,UBS,12.27
2019-05-09,UBS,12.12
2019-05-10,UBS,12.13
2019-05-13,UBS,11.79
2019-05-14,UBS,11.81
2019-05-15,UBS,11.79
2019-05-16,UBS,11.99
2019-05-17,UBS,11.96
2019-05-20,UBS,12.00
2019-05-21,UBS,12.04
2019-05-22,UBS,11.91
2019-05-23,UBS,11.77
2019-05-24,UBS,11.91
2019-05-28,UBS,11.66
2019-05-29,UBS,11.62
2019-05-30,UBS,11.57
2019-05-31,UBS,11.43
2019-06-03,UBS,11.47
2019-06-04,UBS,11.77
2019-06-05,UBS,11.75
2019-06-06,UBS,11.77
2019-06-07,UBS,11.80
2019-06-10,UBS,11.86
2019-06-11,UBS,11.92
2019-06-12,UBS,11.74
2019-06-13,UBS,11.69
2019-06-14,UBS,11.54
2019-06-17,UBS,11.48
2019-06-18,UBS,11.67
2019-06-19,UBS,11.76
2019-06-20,UBS,11.76
2019-06-21,UBS,11.64
2019-06-24,UBS,11.66
2019-06-25,UBS,11.58
2019-06-26,UBS,11.68
2019-06-27,UBS,11.84
2019-06-28,UBS,11.85
2019-07-01,UBS,11.90
2019-07-02,UBS,11.93
2019-07-03,UBS,11.99
2019-07-05,UBS,12.14
2019-07-08,UBS,11.96
2019-07-09,UBS,11.88
2019-07-10,UBS,12.02
2019-07-11,UBS,12.16
2019-07-12,UBS,12.22
2019-07-15,UBS,12.15
2019-07-16,UBS,12.11
2019-07-17,UBS,12.04
2019-07-18,UBS,12.13
2019-07-19,UBS,11.97
2019-07-22,UBS,12.11
2019-07-23,UBS,12.29
2019-07-24,UBS,11.84
2019-07-25,UBS,11.46
2019-07-26,UBS,11.38
2019-07-29,UBS,11.36
2019-07-30,UBS,11.25
2019-07-31,UBS,11.17
2019-08-01,UBS,10.86
2019-08-02,UBS,11.12
2019-08-05,UBS,10.89
2019-08-06,UBS,10.99
2019-08-07,UBS,10.81
2019-08-08,UBS,10.87
2019-08-09,UBS,10.88
2019-08-12,UBS,10.64
2019-08-13,UBS,10.63
2019-08-14,UBS,10.16
2019-08-15,UBS,10.16
2019-08-16,UBS,10.40
2019-08-19,UBS,10.48
2019-08-20,UBS,10.41
2019-08-21,UBS,10.47
2019-08-22,UBS,10.63
2019-08-23,UBS,10.48
2019-08-26,UBS,10.59
2019-08-27,UBS,10.48
2019-08-28,UBS,10.51
2019-08-29,UBS,10.58
2019-08-30,UBS,10.60
2019-09-03,UBS,10.48
2019-09-04,UBS,10.59
2019-09-05,UBS,10.81
2019-09-06,UBS,10.88
2019-09-09,UBS,11.14
2019-09-10,UBS,11.49
2019-09-11,UBS,11.58
2019-09-12,UBS,11.53
2019-09-13,UBS,11.73
2019-09-16,UBS,11.58
2019-09-17,UBS,11.44
2019-09-18,UBS,11.44
2019-09-19,UBS,11.52
2019-09-20,UBS,11.45
2019-09-23,UBS,11.35
2019-09-24,UBS,11.23
2019-09-25,UBS,11.23
2019-09-26,UBS,11.21
2019-09-27,UBS,11.32
2019-09-30,UBS,11.31
2019-10-01,UBS,11.14
2019-10-02,UBS,10.73
2019-10-03,UBS,10.63
2019-10-04,UBS,10.73
2019-10-07,UBS,10.68
2019-10-08,UBS,10.59
2019-10-09,UBS,10.58
2019-10-10,UBS,10.78
2019-10-11,UBS,11.10
2019-10-14,UBS,11.05
2019-10-15,UBS,11.26
2019-10-16,UBS,11.18
2019-10-17,UBS,11.26
2019-10-18,UBS,11.35
2019-10-21,UBS,11.54
2019-10-22,UBS,11.50
2019-10-23,UBS,11.64
2019-10-24,UBS,11.69
2019-10-25,UBS,11.77
2019-10-28,UBS,11.95
2019-10-29,UBS,12.08
2019-10-30,UBS,11.84
2019-10-31,UBS,11.77
2019-11-01,UBS,11.96
2019-11-04,UBS,12.33
2019-11-05,UBS,12.37
2019-11-06,UBS,12.37
2019-11-07,UBS,12.52
2019-11-08,UBS,12.41
2019-11-11,UBS,12.40
2019-11-12,UBS,12.33
2019-11-13,UBS,12.15
2019-11-14,UBS,12.15
2019-11-15,UBS,12.21
2019-11-18,UBS,12.21
2019-11-19,UBS,12.14
2019-11-20,UBS,12.05
2019-11-21,UBS,12.07
2019-11-22,UBS,12.22
2019-11-25,UBS,12.36
2019-11-26,UBS,12.20
2019-11-27,UBS,12.26
2019-11-29,UBS,12.15
2019-12-02,UBS,12.06
2019-12-03,UBS,11.87
2019-12-04,UBS,11.95
2019-12-05,UBS,11.99
2019-12-06,UBS,12.03
2019-12-09,UBS,12.02
2019-12-10,UBS,11.94
2019-12-11,UBS,11.91
2019-12-12,UBS,12.16
2019-12-13,UBS,12.27
2019-12-16,UBS,12.45
2019-12-17,UBS,12.56
2019-12-18,UBS,12.44
2019-12-19,UBS,12.45
2019-12-20,UBS,12.39
2019-12-23,UBS,12.43
2019-12-24,UBS,12.42
2019-12-26,UBS,12.48
2019-12-27,UBS,12.50
2019-12-30,UBS,12.58
2019-12-31,UBS,12.58
2020-01-02,UBS,12.92
2020-01-03,UBS,12.71
2020-01-06,UBS,12.68
2020-01-07,UBS,12.94
2020-01-08,UBS,13.11
2020-01-09,UBS,13.14
2020-01-10,UBS,12.98
2020-01-13,UBS,13.09
2020-01-14,UBS,13.14
2020-01-15,UBS,13.08
2020-01-16,UBS,13.20
2020-01-17,UBS,13.14
2020-01-21,UBS,12.51
2020-01-22,UBS,12.83
2020-01-23,UBS,12.81
2020-01-24,UBS,12.65
2020-01-27,UBS,12.46
2020-01-28,UBS,12.45
2020-01-29,UBS,12.52
2020-01-30,UBS,12.57
2020-01-31,UBS,12.37
2020-02-03,UBS,12.33
2020-02-04,UBS,12.46
2020-02-05,UBS,12.76
2020-02-06,UBS,12.87
2020-02-07,UBS,12.95
2020-02-10,UBS,13.06
2020-02-11,UBS,13.17
2020-02-12,UBS,13.40
2020-02-13,UBS,13.21
2020-02-14,UBS,13.12
2020-02-18,UBS,13.14
2020-02-19,UBS,13.15
2020-02-20,UBS,13.27
2020-02-21,UBS,12.94
2020-02-24,UBS,12.25
2020-02-25,UBS,11.82
2020-02-26,UBS,11.78
2020-02-27,UBS,11.28
2020-02-28,UBS,11.00
2020-03-02,UBS,11.26
2020-03-03,UBS,10.90
2020-03-04,UBS,11.12
2020-03-05,UBS,10.57
2020-03-06,UBS,10.46
2020-03-09,UBS,9.27
2020-03-10,UBS,10.02
2020-03-11,UBS,9.48
2020-03-12,UBS,8.29
2020-03-13,UBS,9.07
2020-03-16,UBS,7.65
2020-03-17,UBS,8.37
2020-03-18,UBS,8.09
2020-03-19,UBS,8.50
2020-03-20,UBS,8.16
2020-03-23,UBS,7.90
2020-03-24,UBS,8.96
2020-03-25,UBS,9.21
2020-03-26,UBS,9.87
2020-03-27,UBS,9.36
2020-03-30,UBS,9.52
2020-03-31,UBS,9.26
2020-04-01,UBS,8.90
2020-04-02,UBS,9.00
2020-04-03,UBS,8.84
2020-04-06,UBS,9.56
2020-04-07,UBS,9.59
2020-04-08,UBS,9.59
2020-04-09,UBS,10.05
2020-04-13,UBS,9.71
2020-04-14,UBS,9.90
2020-04-15,UBS,9.40
2020-04-16,UBS,9.19
2020-04-17,UBS,9.64
2020-04-20,UBS,9.67
2020-04-21,UBS,9.25
2020-04-22,UBS,9.23
2020-04-23,UBS,9.33
2020-04-24,UBS,9.41
2020-04-27,UBS,9.78
2020-04-28,UBS,10.33
2020-04-29,UBS,10.99
2020-04-30,UBS,10.76
2020-05-01,UBS,10.39
2020-05-04,UBS,10.16
2020-05-05,UBS,9.66
2020-05-06,UBS,9.60
2020-05-07,UBS,9.79
2020-05-08,UBS,9.95
2020-05-11,UBS,9.75
2020-05-12,UBS,9.59
2020-05-13,UBS,9.44
2020-05-14,UBS,9.36
2020-05-15,UBS,9.26
2020-05-18,UBS,9.96
2020-05-19,UBS,9.84
2020-05-20,UBS,10.09
2020-05-21,UBS,10.02
2020-05-22,UBS,9.82
2020-05-26,UBS,10.39
2020-05-27,UBS,10.84
2020-05-28,UBS,10.75
2020-05-29,UBS,10.70
2020-06-01,UBS,10.86
2020-06-02,UBS,11.12
2020-06-03,UBS,11.60
2020-06-04,UBS,11.61
2020-06-05,UBS,11.66
2020-06-08,UBS,11.95
2020-06-09,UBS,11.71
2020-06-10,UBS,11.49
2020-06-11,UBS,10.69
2020-06-12,UBS,10.88
2020-06-15,UBS,10.94
2020-06-16,UBS,11.10
2020-06-17,UBS,11.06
2020-06-18,UBS,11.08
2020-06-19,UBS,10.82
2020-06-22,UBS,11.06
2020-06-23,UBS,11.26
2020-06-24,UBS,10.96
2020-06-25,UBS,11.40
2020-06-26,UBS,11.22
2020-06-29,UBS,11.38
2020-06-30,UBS,11.54
2020-07-01,UBS,11.41
2020-07-02,UBS,11.65
2020-07-06,UBS,11.93
2020-07-07,UBS,11.71
2020-07-08,UBS,11.87
2020-07-09,UBS,11.67
2020-07-10,UBS,11.93
2020-07-13,UBS,11.80
2020-07-14,UBS,12.16
2020-07-15,UBS,12.07
2020-07-16,UBS,12.07
2020-07-17,UBS,12.07
2020-07-20,UBS,12.02
2020-07-21,UBS,12.31
2020-07-22,UBS,12.36
2020-07-23,UBS,12.16
2020-07-24,UBS,12.17
2020-07-27,UBS,12.30
2020-07-28,UBS,12.08
2020-07-29,UBS,11.98
2020-07-30,UBS,11.74
2020-07-31,UBS,11.68
2020-08-03,UBS,11.84
2020-08-04,UBS,12.00
2020-08-05,UBS,12.21
2020-08-06,UBS,12.24
2020-08-07,UBS,12.19
2020-08-10,UBS,12.28
2020-08-11,UBS,12.32
2020-08-12,UBS,12.52
2020-08-13,UBS,12.41
2020-08-14,UBS,12.33
2020-08-17,UBS,12.29
2020-08-18,UBS,12.14
2020-08-19,UBS,12.15
2020-08-20,UBS,12.03
2020-08-21,UBS,12.03
2020-08-24,UBS,12.27
2020-08-25,UBS,12.23
2020-08-26,UBS,12.38
2020-08-27,UBS,12.29
2020-08-28,UBS,12.36
2020-08-31,UBS,12.15
2020-09-01,UBS,12.19
2020-09-02,UBS,12.43
2020-09-03,UBS,12.23
2020-09-04,UBS,12.29
2020-09-08,UBS,12.02
2020-09-09,UBS,12.32
2020-09-10,UBS,12.21
2020-09-11,UBS,12.25
2020-09-14,UBS,12.52
2020-09-15,UBS,12.29
2020-09-16,UBS,12.35
2020-09-17,UBS,12.27
2020-09-18,UBS,12.03
2020-09-21,UBS,11.37
2020-09-22,UBS,11.23
2020-09-23,UBS,10.91
2020-09-24,UBS,10.78
2020-09-25,UBS,10.51
2020-09-28,UBS,11.07
2020-09-29,UBS,11.01
2020-09-30,UBS,11.15
2020-10-01,UBS,11.22
2020-10-02,UBS,11.34
2020-10-05,UBS,11.57
2020-10-06,UBS,11.58
2020-10-07,UBS,11.75
2020-10-08,UBS,11.78
2020-10-09,UBS,11.67
2020-10-12,UBS,11.81
2020-10-13,UBS,11.64
2020-10-14,UBS,11.51
2020-10-15,UBS,11.44
2020-10-16,UBS,11.62
2020-10-19,UBS,11.75
2020-10-20,UBS,12.37
2020-10-21,UBS,12.22
2020-10-22,UBS,12.44
2020-10-23,UBS,12.44
2020-10-26,UBS,12.39
2020-10-27,UBS,12.09
2020-10-28,UBS,11.59
2020-10-29,UBS,11.59
2020-10-30,UBS,11.69
2020-11-02,UBS,11.94
2020-11-03,UBS,12.73
2020-11-04,UBS,12.57
2020-11-05,UBS,12.99
2020-11-06,UBS,13.06
2020-11-09,UBS,13.53
2020-11-10,UBS,13.68
2020-11-11,UBS,13.65
2020-11-12,UBS,13.47
2020-11-13,UBS,13.67
2020-11-16,UBS,14.26
2020-11-17,UBS,14.50
2020-11-18,UBS,14.25
2020-11-19,UBS,14.47
2020-11-20,UBS,14.42
2020-11-23,UBS,14.56
2020-11-24,UBS,14.76
2020-11-25,UBS,14.62
2020-11-27,UBS,14.55
2020-11-30,UBS,14.14
2020-12-01,UBS,14.50
2020-12-02,UBS,14.54
2020-12-03,UBS,14.50
2020-12-04,UBS,14.44
2020-12-07,UBS,14.47
2020-12-08,UBS,14.43
2020-12-09,UBS,14.44
2020-12-10,UBS,14.16
2020-12-11,UBS,13.96
2020-12-14,UBS,13.94
2020-12-15,UBS,14.30
2020-12-16,UBS,14.21
2020-12-17,UBS,14.11
2020-12-18,UBS,14.06
2020-12-21,UBS,13.80
2020-12-22,UBS,13.68
2020-12-23,UBS,14.12
2020-12-24,UBS,14.07
2020-12-28,UBS,14.08
2020-12-29,UBS,14.11
2020-12-30,UBS,14.06
2020-12-31,UBS,14.13
2021-01-04,UBS,14.29
2021-01-05,UBS,14.61
2021-01-06,UBS,15.10
2021-01-07,UBS,15.54
2021-01-08,UBS,15.29
2021-01-11,UBS,15.23
2021-01-12,UBS,15.36
2021-01-13,UBS,15.11
2021-01-14,UBS,15.24
2021-01-15,UBS,15.13
2021-01-19,UBS,14.90
2021-01-20,UBS,14.95
2021-01-21,UBS,14.93
2021-01-22,UBS,14.88
2021-01-25,UBS,14.53
2021-01-26,UBS,14.94
2021-01-27,UBS,14.56
2021-01-28,UBS,15.11
2021-01-29,UBS,14.39
2021-02-01,UBS,14.64
2021-02-02,UBS,14.84
2021-02-03,UBS,14.93
2021-02-04,UBS,14.97
2021-02-05,UBS,14.93
2021-02-08,UBS,15.34
2021-02-09,UBS,15.34
2021-02-10,UBS,15.43
2021-02-11,UBS,15.30
2021-02-12,UBS,15.40
2021-02-16,UBS,15.86
2021-02-17,UBS,15.62
2021-02-18,UBS,15.37
2021-02-19,UBS,15.52
2021-02-22,UBS,15.73
2021-02-23,UBS,15.61
2021-02-24,UBS,15.96
2021-02-25,UBS,15.80
2021-02-26,UBS,15.52
2021-03-01,UBS,15.81
2021-03-02,UBS,15.98
2021-03-03,UBS,15.79
2021-03-04,UBS,15.40
2021-03-05,UBS,15.63
2021-03-08,UBS,15.68
2021-03-09,UBS,15.59
2021-03-10,UBS,15.66
2021-03-11,UBS,15.43
2021-03-12,UBS,15.45
2021-03-15,UBS,15.40
2021-03-16,UBS,15.51
2021-03-17,UBS,15.75
2021-03-18,UBS,16.02
2021-03-19,UBS,16.03
2021-03-22,UBS,16.10
2021-03-23,UBS,15.71
2021-03-24,UBS,15.78
2021-03-25,UBS,16.06
2021-03-26,UBS,16.04
2021-03-29,UBS,15.59
2021-03-30,UBS,15.60
2021-03-31,UBS,15.53
2021-04-01,UBS,15.85
2021-04-05,UBS,16.01
2021-04-06,UBS,16.23
2021-04-07,UBS,16.22
2021-04-08,UBS,16.19
2021-04-09,UBS,16.20
2021-04-12,UBS,16.17
2021-04-13,UBS,15.64
2021-04-14,UBS,15.79
2021-04-15,UBS,15.86
2021-04-16,UBS,16.11
2021-04-19,UBS,15.94
2021-04-20,UBS,15.57
2021-04-21,UBS,15.46
2021-04-22,UBS,15.19
2021-04-23,UBS,15.33
2021-04-26,UBS,15.38
2021-04-27,UBS,15.22
2021-04-28,UBS,15.55
2021-04-29,UBS,15.59
2021-04-30,UBS,15.29
2021-05-03,UBS,15.36
2021-05-04,UBS,15.00
2021-05-05,UBS,15.36
2021-05-06,UBS,15.66
2021-05-07,UBS,15.80
2021-05-10,UBS,15.43
2021-05-11,UBS,15.11
2021-05-12,UBS,14.96
2021-05-13,UBS,15.27
2021-05-14,UBS,15.49
2021-05-17,UBS,15.58
2021-05-18,UBS,15.53
2021-05-19,UBS,15.52
2021-05-20,UBS,15.75
2021-05-21,UBS,15.87
2021-05-24,UBS,15.98
2021-05-25,UBS,15.99
2021-05-26,UBS,15.93
2021-05-27,UBS,16.23
2021-05-28,UBS,16.37
2021-06-01,UBS,16.49
2021-06-02,UBS,16.43
2021-06-03,UBS,16.52
2021-06-04,UBS,16.47
2021-06-07,UBS,16.47
2021-06-08,UBS,16.45
2021-06-09,UBS,16.27
2021-06-10,UBS,16.18
2021-06-11,UBS,16.24
2021-06-14,UBS,16.26
2021-06-15,UBS,16.37
2021-06-16,UBS,16.18
2021-06-17,UBS,15.88
2021-06-18,UBS,15.52
2021-06-21,UBS,15.59
2021-06-22,UBS,15.42
2021-06-23,UBS,15.49
2021-06-24,UBS,15.66
2021-06-25,UBS,15.68
2021-06-28,UBS,15.55
2021-06-29,UBS,15.48
2021-06-30,UBS,15.34
2021-07-01,UBS,15.47
2021-07-02,UBS,15.41
2021-07-06,UBS,15.19
2021-07-07,UBS,15.08
2021-07-08,UBS,14.68
2021-07-09,UBS,14.98
2021-07-12,UBS,15.10
2021-07-13,UBS,15.05
2021-07-14,UBS,15.09
2021-07-15,UBS,15.03
2021-07-16,UBS,14.87
2021-07-19,UBS,14.54
2021-07-20,UBS,15.27
2021-07-21,UBS,15.80
2021-07-22,UBS,15.69
2021-07-23,UBS,15.93
2021-07-26,UBS,16.21
2021-07-27,UBS,16.21
2021-07-28,UBS,16.18
2021-07-29,UBS,16.52
2021-07-30,UBS,16.48
2021-08-02,UBS,16.54
2021-08-03,UBS,16.70
2021-08-04,UBS,16.60
2021-08-05,UBS,16.74
2021-08-06,UBS,16.89
2021-08-09,UBS,16.86
2021-08-10,UBS,16.93
2021-08-11,UBS,17.07
2021-08-12,UBS,17.06
2021-08-13,UBS,17.12
2021-08-16,UBS,17.07
2021-08-17,UBS,16.87
2021-08-18,UBS,16.78
2021-08-19,UBS,16.58
2021-08-20,UBS,16.62
2021-08-23,UBS,16.73
2021-08-24,UBS,16.83
2021-08-25,UBS,17.00
2021-08-26,UBS,16.73
2021-08-27,UBS,16.90
2021-08-30,UBS,16.67
2021-08-31,UBS,16.66
2021-09-01,UBS,16.75
2021-09-02,UBS,16.74
2021-09-03,UBS,16.73
2021-09-07,UBS,16.72
2021-09-08,UBS,16.59
2021-09-09,UBS,16.51
2021-09-10,UBS,16.54
2021-09-13,UBS,16.73
2021-09-14,UBS,16.57
2021-09-15,UBS,16.71
2021-09-16,UBS,16.74
2021-09-17,UBS,16.39
2021-09-20,UBS,15.39
