date,bank,value
2014-04-28,UBS,20.37
2014-04-29,UBS,20.72
2014-04-30,UBS,20.91
2014-05-01,UBS,21.02
2014-05-02,UBS,20.87
2014-05-05,UBS,20.84
2014-05-06,UBS,20.91
2014-05-07,UBS,21.00
2014-05-08,UBS,20.78
2014-05-09,UBS,20.59
2014-05-12,UBS,20.46
2014-05-13,UBS,20.44
2014-05-14,UBS,20.43
2014-05-15,UBS,19.95
2014-05-16,UBS,19.91
2014-05-19,UBS,19.79
2014-05-20,UBS,19.72
2014-05-21,UBS,19.93
2014-05-22,UBS,19.93
2014-05-23,UBS,20.13
2014-05-27,UBS,20.19
2014-05-28,UBS,20.33
2014-05-29,UBS,20.24
2014-05-30,UBS,20.13
2014-06-02,UBS,20.12
2014-06-03,UBS,19.99
2014-06-04,UBS,19.93
2014-06-05,UBS,20.04
2014-06-06,UBS,20.28
2014-06-09,UBS,20.28
2014-06-10,UBS,20.39
2014-06-11,UBS,19.97
2014-06-12,UBS,19.67
2014-06-13,UBS,19.42
2014-06-16,UBS,19.31
2014-06-17,UBS,19.42
2014-06-18,UBS,19.58
2014-06-19,UBS,19.21
2014-06-20,UBS,19.05
2014-06-23,UBS,18.98
2014-06-24,UBS,18.59
2014-06-25,UBS,18.93
2014-06-26,UBS,18.47
2014-06-27,UBS,18.34
2014-06-30,UBS,18.32
2014-07-01,UBS,18.52
2014-07-02,UBS,18.68
2014-07-03,UBS,18.83
2014-07-07,UBS,18.53
2014-07-08,UBS,18.26
2014-07-09,UBS,18.39
2014-07-10,UBS,18.21
2014-07-11,UBS,18.21
2014-07-14,UBS,18.46
2014-07-15,UBS,18.53
2014-07-16,UBS,18.72
2014-07-17,UBS,18.32
2014-07-18,UBS,18.32
2014-07-21,UBS,18.30
2014-07-22,UBS,18.17
2014-07-23,UBS,18.24
2014-07-24,UBS,18.48
2014-07-25,UBS,18.37
2014-07-28,UBS,18.32
2014-07-29,UBS,17.91
2014-07-30,UBS,17.68
2014-07-31,UBS,17.17
2014-08-01,UBS,17.18
2014-08-04,UBS,17.20
2014-08-05,UBS,16.89
2014-08-06,UBS,16.94
2014-08-07,UBS,16.83
2014-08-08,UBS,17.42
2014-08-11,UBS,17.30
2014-08-12,UBS,17.32
2014-08-13,UBS,17.47
2014-08-14,UBS,17.67
2014-08-15,UBS,17.57
2014-08-18,UBS,17.69
2014-08-19,UBS,17.71
2014-08-20,UBS,17.65
2014-08-21,UBS,17.94
2014-08-22,UBS,17.68
2014-08-25,UBS,17.85
2014-08-26,UBS,17.96
2014-08-27,UBS,18.02
2014-08-28,UBS,17.93
2014-08-29,UBS,17.94
2014-09-02,UBS,17.85
2014-09-03,UBS,17.87
2014-09-04,UBS,17.84
2014-09-05,UBS,17.76
2014-09-08,UBS,17.61
2014-09-09,UBS,17.53
2014-09-10,UBS,17.61
2014-09-11,UBS,17.55
2014-09-12,UBS,17.66
2014-09-15,UBS,17.51
2014-09-16,UBS,17.55
2014-09-17,UBS,17.58
2014-09-18,UBS,17.76
2014-09-19,UBS,17.68
2014-09-22,UBS,17.39
2014-09-23,UBS,17.30
2014-09-24,UBS,17.62
2014-09-25,UBS,17.42
2014-09-26,UBS,17.65
2014-09-29,UBS,17.53
2014-09-30,UBS,17.37
2014-10-01,UBS,17.33
2014-10-02,UBS,17.20
2014-10-03,UBS,16.80
2014-10-06,UBS,16.90
2014-10-07,UBS,16.55
2014-10-08,UBS,16.84
2014-10-09,UBS,16.18
2014-10-10,UBS,15.91
2014-10-13,UBS,15.90
2014-10-14,UBS,15.96
2014-10-15,UBS,15.71
2014-10-16,UBS,15.39
2014-10-17,UBS,15.84
2014-10-20,UBS,16.05
2014-10-21,UBS,16.34
2014-10-22,UBS,16.19
2014-10-23,UBS,16.34
2014-10-24,UBS,16.45
2014-10-27,UBS,16.23
2014-10-28,UBS,17.39
2014-10-29,UBS,17.12
2014-10-30,UBS,17.09
2014-10-31,UBS,17.38
2014-11-03,UBS,17.17
2014-11-04,UBS,17.15
2014-11-05,UBS,17.23
2014-11-06,UBS,17.10
2014-11-07,UBS,17.06
2014-11-10,UBS,17.11
2014-11-11,UBS,17.33
2014-11-12,UBS,17.38
2014-11-13,UBS,17.54
2014-11-14,UBS,17.54
2014-11-17,UBS,17.45
2014-11-18,UBS,17.52
2014-11-19,UBS,17.50
2014-11-20,UBS,17.32
2014-11-21,UBS,17.39
2014-11-24,UBS,17.58
2014-11-25,UBS,17.48
2014-11-26,UBS,23.20
2014-11-28,UBS,17.99
2014-12-01,UBS,17.90
2014-12-02,UBS,18.00
2014-12-03,UBS,18.16
2014-12-04,UBS,18.17
2014-12-05,UBS,18.22
2014-12-08,UBS,18.04
2014-12-09,UBS,17.98
2014-12-10,UBS,17.71
2014-12-11,UBS,17.75
2014-12-12,UBS,17.40
2014-12-15,UBS,17.18
2014-12-16,UBS,17.22
2014-12-17,UBS,17.37
2014-12-18,UBS,17.60
2014-12-19,UBS,17.60
2014-12-22,UBS,17.53
2014-12-23,UBS,17.50
2014-12-24,UBS,17.61
2014-12-26,UBS,17.67
2014-12-29,UBS,17.31
2014-12-30,UBS,17.27
2014-12-31,UBS,17.05
2015-01-02,UBS,17.09
2015-01-05,UBS,16.60
2015-01-06,UBS,16.41
2015-01-07,UBS,16.69
2015-01-08,UBS,16.65
2015-01-09,UBS,16.54
2015-01-12,UBS,16.38
2015-01-13,UBS,16.59
2015-01-14,UBS,16.48
2015-01-15,UBS,16.53
2015-01-16,UBS,16.23
2015-01-20,UBS,16.56
2015-01-21,UBS,16.79
2015-01-22,UBS,17.24
2015-01-23,UBS,17.34
2015-01-26,UBS,17.25
2015-01-27,UBS,17.16
2015-01-28,UBS,16.60
2015-01-29,UBS,16.85
2015-01-30,UBS,16.68
2015-02-02,UBS,16.88
2015-02-03,UBS,17.18
2015-02-04,UBS,17.44
2015-02-05,UBS,17.44
2015-02-06,UBS,17.37
2015-02-09,UBS,17.34
2015-02-10,UBS,16.93
2015-02-11,UBS,16.54
2015-02-12,UBS,16.98
2015-02-13,UBS,17.19
2015-02-17,UBS,17.38
2015-02-18,UBS,17.40
2015-02-19,UBS,17.34
2015-02-20,UBS,17.64
2015-02-23,UBS,17.37
2015-02-24,UBS,17.36
2015-02-25,UBS,17.48
2015-02-26,UBS,17.45
2015-02-27,UBS,17.49
2015-03-02,UBS,17.48
2015-03-03,UBS,17.49
2015-03-04,UBS,17.62
2015-03-05,UBS,17.58
2015-03-06,UBS,17.54
2015-03-09,UBS,17.48
2015-03-10,UBS,17.26
2015-03-11,UBS,17.18
2015-03-12,UBS,17.36
2015-03-13,UBS,17.60
2015-03-16,UBS,17.91
2015-03-17,UBS,17.78
2015-03-18,UBS,18.27
2015-03-19,UBS,18.14
2015-03-20,UBS,18.70
2015-03-23,UBS,19.04
2015-03-24,UBS,19.14
2015-03-25,UBS,19.02
2015-03-26,UBS,19.04
2015-03-27,UBS,19.00
2015-03-30,UBS,19.16
2015-03-31,UBS,18.77
2015-04-01,UBS,19.14
2015-04-02,UBS,19.32
2015-04-06,UBS,19.43
2015-04-07,UBS,19.45
2015-04-08,UBS,19.28
2015-04-09,UBS,19.36
2015-04-10,UBS,19.37
2015-04-13,UBS,19.30
2015-04-14,UBS,19.47
2015-04-15,UBS,19.72
2015-04-16,UBS,19.89
2015-04-17,UBS,19.83
2015-04-20,UBS,19.84
2015-04-21,UBS,19.95
2015-04-22,UBS,19.78
2015-04-23,UBS,20.19
2015-04-24,UBS,20.22
2015-04-27,UBS,20.11
2015-04-28,UBS,20.00
2015-04-29,UBS,20.10
2015-04-30,UBS,20.07
2015-05-01,UBS,20.12
2015-05-04,UBS,20.36
2015-05-05,UBS,21.37
2015-05-06,UBS,21.01
2015-05-07,UBS,21.30
2015-05-08,UBS,21.39
2015-05-11,UBS,21.19
2015-05-12,UBS,21.22
2015-05-13,UBS,21.07
2015-05-14,UBS,21.24
2015-05-15,UBS,21.23
2015-05-18,UBS,21.19
2015-05-19,UBS,21.13
2015-05-20,UBS,21.96
2015-05-21,UBS,21.89
2015-05-22,UBS,21.62
2015-05-26,UBS,21.33
2015-05-27,UBS,21.77
2015-05-28,UBS,21.90
2015-05-29,UBS,21.58
2015-06-01,UBS,21.53
2015-06-02,UBS,21.92
2015-06-03,UBS,22.03
2015-06-04,UBS,21.95
2015-06-05,UBS,21.59
2015-06-08,UBS,21.58
2015-06-09,UBS,21.48
2015-06-10,UBS,22.03
2015-06-11,UBS,21.82
2015-06-12,UBS,21.75
2015-06-15,UBS,21.60
2015-06-16,UBS,21.44
2015-06-17,UBS,21.24
2015-06-18,UBS,21.25
2015-06-19,UBS,21.42
2015-06-22,UBS,21.78
2015-06-23,UBS,21.88
2015-06-24,UBS,21.69
2015-06-25,UBS,21.77
2015-06-26,UBS,21.93
2015-06-29,UBS,21.30
2015-06-30,UBS,21.20
2015-07-01,UBS,21.53
2015-07-02,UBS,21.87
2015-07-06,UBS,21.02
2015-07-07,UBS,21.17
2015-07-08,UBS,20.61
2015-07-09,UBS,21.19
2015-07-10,UBS,21.86
2015-07-13,UBS,22.05
2015-07-14,UBS,22.20
2015-07-15,UBS,22.49
2015-07-16,UBS,22.64
2015-07-17,UBS,22.58
2015-07-20,UBS,22.52
2015-07-21,UBS,22.48
2015-07-22,UBS,22.22
2015-07-23,UBS,22.54
2015-07-24,UBS,22.32
2015-07-27,UBS,21.98
2015-07-28,UBS,22.52
2015-07-29,UBS,22.82
2015-07-30,UBS,22.99
2015-07-31,UBS,23.06
2015-08-03,UBS,23.12
2015-08-04,UBS,22.76
2015-08-05,UBS,22.78
2015-08-06,UBS,22.88
2015-08-07,UBS,22.44
2015-08-10,UBS,22.71
2015-08-11,UBS,22.38
2015-08-12,UBS,22.11
2015-08-13,UBS,22.13
2015-08-14,UBS,22.09
2015-08-17,UBS,22.30
2015-08-18,UBS,22.20
2015-08-19,UBS,22.05
2015-08-20,UBS,21.44
2015-08-21,UBS,20.81
2015-08-24,UBS,20.40
2015-08-25,UBS,20.73
2015-08-26,UBS,20.93
2015-08-27,UBS,20.80
2015-08-28,UBS,20.88
2015-08-31,UBS,20.69
2015-09-01,UBS,20.25
2015-09-02,UBS,20.42
2015-09-03,UBS,20.41
2015-09-04,UBS,20.06
2015-09-08,UBS,20.47
2015-09-09,UBS,20.48
2015-09-10,UBS,20.64
2015-09-11,UBS,20.76
2015-09-14,UBS,20.36
2015-09-15,UBS,20.13
2015-09-16,UBS,20.10
2015-09-17,UBS,19.82
2015-09-18,UBS,19.24
2015-09-21,UBS,19.27
2015-09-22,UBS,18.79
2015-09-23,UBS,18.35
2015-09-24,UBS,18.13
2015-09-25,UBS,18.39
2015-09-28,UBS,18.03
2015-09-29,UBS,18.28
2015-09-30,UBS,18.52
2015-10-01,UBS,18.70
2015-10-02,UBS,19.23
2015-10-05,UBS,19.61
2015-10-06,UBS,19.77
2015-10-07,UBS,19.97
2015-10-08,UBS,19.89
2015-10-09,UBS,19.79
2015-10-12,UBS,19.75
2015-10-13,UBS,19.53
2015-10-14,UBS,19.67
2015-10-15,UBS,20.04
2015-10-16,UBS,20.51
2015-10-19,UBS,20.20
2015-10-20,UBS,20.04
2015-10-21,UBS,19.76
2015-10-22,UBS,20.19
2015-10-23,UBS,20.55
2015-10-26,UBS,20.54
2015-10-27,UBS,20.30
2015-10-28,UBS,20.32
2015-10-29,UBS,19.97
2015-10-30,UBS,20.03
2015-11-02,UBS,20.41
2015-11-03,UBS,19.22
2015-11-04,UBS,19.27
2015-11-05,UBS,19.30
2015-11-06,UBS,19.74
2015-11-09,UBS,19.58
2015-11-10,UBS,19.40
2015-11-11,UBS,19.48
2015-11-12,UBS,19.06
2015-11-13,UBS,18.97
2015-11-16,UBS,18.88
2015-11-17,UBS,19.16
2015-11-18,UBS,19.49
2015-11-19,UBS,19.71
2015-11-20,UBS,19.48
2015-11-23,UBS,19.19
2015-11-24,UBS,19.20
2015-11-25,UBS,19.23
2015-11-27,UBS,19.18
2015-11-30,UBS,19.16
2015-12-01,UBS,19.36
2015-12-02,UBS,19.33
2015-12-03,UBS,19.34
2015-12-04,UBS,19.64
2015-12-07,UBS,19.36
2015-12-08,UBS,19.03
2015-12-09,UBS,19.01
2015-12-10,UBS,18.86
2015-12-11,UBS,18.35
2015-12-14,UBS,18.31
2015-12-15,UBS,18.69
2015-12-16,UBS,19.16
2015-12-17,UBS,19.21
2015-12-18,UBS,19.13
2015-12-21,UBS,19.16
2015-12-22,UBS,19.39
2015-12-23,UBS,19.67
2015-12-24,UBS,19.68
2015-12-28,UBS,19.75
2015-12-29,UBS,19.91
2015-12-30,UBS,19.70
2015-12-31,UBS,19.37
2016-01-04,UBS,19.13
2016-01-05,UBS,19.02
2016-01-06,UBS,18.78
2016-01-07,UBS,18.30
2016-01-08,UBS,17.37
2016-01-11,UBS,17.58
2016-01-12,UBS,17.67
2016-01-13,UBS,17.28
2016-01-14,UBS,17.42
2016-01-15,UBS,16.62
2016-01-19,UBS,16.87
2016-01-20,UBS,16.43
2016-01-21,UBS,16.31
2016-01-22,UBS,16.66
2016-01-25,UBS,16.15
2016-01-26,UBS,16.39
2016-01-27,UBS,16.21
2016-01-28,UBS,16.34
2016-01-29,UBS,16.64
2016-02-01,UBS,16.52
2016-02-02,UBS,15.23
2016-02-03,UBS,15.45
2016-02-04,UBS,15.41
2016-02-05,UBS,15.25
2016-02-08,UBS,14.76
2016-02-09,UBS,14.18
2016-02-10,UBS,14.68
2016-02-11,UBS,14.27
2016-02-12,UBS,15.06
2016-02-16,UBS,14.91
2016-02-17,UBS,15.24
2016-02-18,UBS,15.01
2016-02-19,UBS,14.88
2016-02-22,UBS,15.22
2016-02-23,UBS,14.85
2016-02-24,UBS,14.98
2016-02-25,UBS,15.26
2016-02-26,UBS,15.30
2016-02-29,UBS,15.22
2016-03-01,UBS,15.82
2016-03-02,UBS,16.26
2016-03-03,UBS,16.52
2016-03-04,UBS,16.51
2016-03-07,UBS,16.57
2016-03-08,UBS,16.25
2016-03-09,UBS,16.31
2016-03-10,UBS,16.32
2016-03-11,UBS,16.97
2016-03-14,UBS,16.90
2016-03-15,UBS,16.83
2016-03-16,UBS,16.05
2016-03-17,UBS,16.57
2016-03-18,UBS,16.72
2016-03-21,UBS,16.90
2016-03-22,UBS,16.79
2016-03-23,UBS,16.35
2016-03-24,UBS,16.24
2016-03-28,UBS,16.30
2016-03-29,UBS,16.32
2016-03-30,UBS,16.34
2016-03-31,UBS,16.02
2016-04-01,UBS,15.81
2016-04-04,UBS,15.54
2016-04-05,UBS,14.99
2016-04-06,UBS,15.25
2016-04-07,UBS,14.95
2016-04-08,UBS,15.17
2016-04-11,UBS,15.22
2016-04-12,UBS,15.44
2016-04-13,UBS,15.97
2016-04-14,UBS,16.10
2016-04-15,UBS,15.97
2016-04-18,UBS,16.18
2016-04-19,UBS,16.52
2016-04-20,UBS,16.75
2016-04-21,UBS,16.47
2016-04-22,UBS,16.61
2016-04-25,UBS,16.64
2016-04-26,UBS,17.02
2016-04-27,UBS,17.12
2016-04-28,UBS,17.16
2016-04-29,UBS,17.27
2016-05-02,UBS,17.23
2016-05-03,UBS,15.91
2016-05-04,UBS,15.69
2016-05-05,UBS,15.60
2016-05-06,UBS,15.60
2016-05-09,UBS,15.68
2016-05-10,UBS,15.99
2016-05-11,UBS,15.82
2016-05-12,UBS,15.01
2016-05-13,UBS,14.72
2016-05-16,UBS,14.64
2016-05-17,UBS,14.43
2016-05-18,UBS,14.70
2016-05-19,UBS,14.76
2016-05-20,UBS,14.83
2016-05-23,UBS,14.85
2016-05-24,UBS,15.06
2016-05-25,UBS,15.41
2016-05-26,UBS,15.49
2016-05-27,UBS,15.44
2016-05-31,UBS,15.39
2016-06-01,UBS,15.34
2016-06-02,UBS,15.13
2016-06-03,UBS,14.80
2016-06-06,UBS,14.91
2016-06-07,UBS,15.08
2016-06-08,UBS,15.12
2016-06-09,UBS,14.75
2016-06-10,UBS,14.33
2016-06-13,UBS,13.97
2016-06-14,UBS,13.79
2016-06-15,UBS,13.95
2016-06-16,UBS,14.11
2016-06-17,UBS,14.71
2016-06-20,UBS,15.06
2016-06-21,UBS,15.44
2016-06-22,UBS,15.49
2016-06-23,UBS,16.10
2016-06-24,UBS,13.95
2016-06-27,UBS,12.81
2016-06-28,UBS,12.68
2016-06-29,UBS,13.04
2016-06-30,UBS,12.96
2016-07-01,UBS,13.17
2016-07-05,UBS,12.36
2016-07-06,UBS,12.40
2016-07-07,UBS,12.23
2016-07-08,UBS,12.25
2016-07-11,UBS,12.51
2016-07-12,UBS,12.82
2016-07-13,UBS,12.92
2016-07-14,UBS,13.22
2016-07-15,UBS,13.17
2016-07-18,UBS,13.22
2016-07-19,UBS,13.03
2016-07-20,UBS,13.29
2016-07-21,UBS,13.21
2016-07-22,UBS,13.29
2016-07-25,UBS,13.47
2016-07-26,UBS,13.50
2016-07-27,UBS,13.66
2016-07-28,UBS,13.56
2016-07-29,UBS,13.78
2016-08-01,UBS,13.49
2016-08-02,UBS,12.97
2016-08-03,UBS,13.12
2016-08-04,UBS,13.23
2016-08-05,UBS,13.46
2016-08-08,UBS,13.55
2016-08-09,UBS,13.66
2016-08-10,UBS,13.69
2016-08-11,UBS,13.78
2016-08-12,UBS,13.86
2016-08-15,UBS,13.81
2016-08-16,UBS,13.72
2016-08-17,UBS,13.71
2016-08-18,UBS,13.66
2016-08-19,UBS,13.46
2016-08-22,UBS,13.49
2016-08-23,UBS,13.84
2016-08-24,UBS,14.09
2016-08-25,UBS,14.05
2016-08-26,UBS,14.03
2016-08-29,UBS,14.10
2016-08-30,UBS,14.28
2016-08-31,UBS,14.45
2016-09-01,UBS,14.46
2016-09-02,UBS,14.71
2016-09-06,UBS,14.54
2016-09-07,UBS,14.58
2016-09-08,UBS,14.68
2016-09-09,UBS,14.68
2016-09-12,UBS,14.67
2016-09-13,UBS,14.35
2016-09-14,UBS,14.17
2016-09-15,UBS,14.26
2016-09-16,UBS,13.77
2016-09-19,UBS,13.63
2016-09-20,UBS,13.51
2016-09-21,UBS,13.83
2016-09-22,UBS,13.97
2016-09-23,UBS,13.81
2016-09-26,UBS,13.45
2016-09-27,UBS,13.43
2016-09-28,UBS,13.57
2016-09-29,UBS,13.06
2016-09-30,UBS,13.62
2016-10-03,UBS,13.52
2016-10-04,UBS,13.83
2016-10-05,UBS,14.10
2016-10-06,UBS,13.93
2016-10-07,UBS,13.91
2016-10-10,UBS,13.93
2016-10-11,UBS,13.77
2016-10-12,UBS,13.68
2016-10-13,UBS,13.35
2016-10-14,UBS,13.42
2016-10-17,UBS,13.35
2016-10-18,UBS,13.51
2016-10-19,UBS,13.71
2016-10-20,UBS,13.64
2016-10-21,UBS,13.67
2016-10-24,UBS,13.85
2016-10-25,UBS,13.80
2016-10-26,UBS,13.77
2016-10-27,UBS,13.98
2016-10-28,UBS,14.36
2016-10-31,UBS,14.07
2016-11-01,UBS,13.99
2016-11-02,UBS,13.77
2016-11-03,UBS,13.58
2016-11-04,UBS,13.51
2016-11-07,UBS,14.15
2016-11-08,UBS,14.15
2016-11-09,UBS,14.44
2016-11-10,UBS,15.70
2016-11-11,UBS,15.81
2016-11-14,UBS,16.35
2016-11-15,UBS,16.33
2016-11-16,UBS,15.90
2016-11-17,UBS,15.99
2016-11-18,UBS,15.89
2016-11-21,UBS,15.75
2016-11-22,UBS,15.78
2016-11-23,UBS,15.62
2016-11-25,UBS,15.77
2016-11-28,UBS,15.35
2016-11-29,UBS,15.51
2016-11-30,UBS,15.85
2016-12-01,UBS,15.96
2016-12-02,UBS,15.66
2016-12-05,UBS,16.13
2016-12-06,UBS,17.03
2016-12-07,UBS,17.37
2016-12-08,UBS,17.30
2016-12-09,UBS,16.78
2016-12-12,UBS,16.54
2016-12-13,UBS,16.77
2016-12-14,UBS,16.36
2016-12-15,UBS,16.21
2016-12-16,UBS,16.03
2016-12-19,UBS,16.07
2016-12-20,UBS,16.17
2016-12-21,UBS,16.03
2016-12-22,UBS,15.89
2016-12-23,UBS,15.73
2016-12-27,UBS,15.80
2016-12-28,UBS,15.56
2016-12-29,UBS,15.48
2016-12-30,UBS,15.67
2017-01-03,UBS,16.34
2017-01-04,UBS,16.87
2017-01-05,UBS,16.80
2017-01-06,UBS,16.78
2017-01-09,UBS,16.46
2017-01-10,UBS,16.47
2017-01-11,UBS,16.77
2017-01-12,UBS,16.67
2017-01-13,UBS,17.06
2017-01-17,UBS,16.74
2017-01-18,UBS,16.50
2017-01-19,UBS,16.67
2017-01-20,UBS,16.63
2017-01-23,UBS,16.58
2017-01-24,UBS,16.85
2017-01-25,UBS,17.25
2017-01-26,UBS,16.91
2017-01-27,UBS,16.30
2017-01-30,UBS,16.28
2017-01-31,UBS,16.11
2017-02-01,UBS,16.05
2017-02-02,UBS,15.85
2017-02-03,UBS,16.16
2017-02-06,UBS,15.91
2017-02-07,UBS,15.87
2017-02-08,UBS,15.88
2017-02-09,UBS,15.98
2017-02-10,UBS,15.90
2017-02-13,UBS,15.84
2017-02-14,UBS,15.88
2017-02-15,UBS,16.04
2017-02-16,UBS,15.98
2017-02-17,UBS,15.85
2017-02-21,UBS,15.84
2017-02-22,UBS,15.55
2017-02-23,UBS,15.51
2017-02-24,UBS,15.32
2017-02-27,UBS,15.38
2017-02-28,UBS,15.37
2017-03-01,UBS,16.05
2017-03-02,UBS,15.81
2017-03-03,UBS,16.00
2017-03-06,UBS,15.80
2017-03-07,UBS,15.67
2017-03-08,UBS,15.57
2017-03-09,UBS,15.88
2017-03-10,UBS,16.02
2017-03-13,UBS,15.93
2017-03-14,UBS,15.84
2017-03-15,UBS,15.94
2017-03-16,UBS,16.26
2017-03-17,UBS,16.04
2017-03-20,UBS,15.79
2017-03-21,UBS,15.69
2017-03-22,UBS,15.66
2017-03-23,UBS,15.60
2017-03-24,UBS,15.63
2017-03-27,UBS,15.79
2017-03-28,UBS,15.89
2017-03-29,UBS,15.85
2017-03-30,UBS,15.96
2017-03-31,UBS,15.95
2017-04-03,UBS,15.80
2017-04-04,UBS,15.71
2017-04-05,UBS,15.49
2017-04-06,UBS,15.58
2017-04-07,UBS,15.55
2017-04-10,UBS,15.65
2017-04-11,UBS,15.65
2017-04-12,UBS,15.39
2017-04-13,UBS,15.19
2017-04-17,UBS,15.44
2017-04-18,UBS,15.20
2017-04-19,UBS,15.33
2017-04-20,UBS,15.57
2017-04-21,UBS,15.56
2017-04-24,UBS,16.47
2017-04-25,UBS,16.62
2017-04-26,UBS,16.74
2017-04-27,UBS,16.73
2017-04-28,UBS,17.01
2017-05-01,UBS,17.13
2017-05-02,UBS,17.29
2017-05-03,UBS,17.40
2017-05-04,UBS,17.61
2017-05-05,UBS,17.65
2017-05-08,UBS,17.05
2017-05-09,UBS,16.79
2017-05-10,UBS,16.93
2017-05-11,UBS,16.70
2017-05-12,UBS,16.77
2017-05-15,UBS,16.28
2017-05-16,UBS,16.50
2017-05-17,UBS,16.10
2017-05-18,UBS,16.07
2017-05-19,UBS,16.37
2017-05-22,UBS,16.46
2017-05-23,UBS,16.48
2017-05-24,UBS,16.24
2017-05-25,UBS,16.22
2017-05-26,UBS,16.22
2017-05-30,UBS,16.00
2017-05-31,UBS,15.89
2017-06-01,UBS,16.10
2017-06-02,UBS,16.07
2017-06-05,UBS,15.95
2017-06-06,UBS,15.98
2017-06-07,UBS,16.07
2017-06-08,UBS,15.86
2017-06-09,UBS,16.04
2017-06-12,UBS,15.96
2017-06-13,UBS,16.32
2017-06-14,UBS,16.18
2017-06-15,UBS,16.00
2017-06-16,UBS,16.23
2017-06-19,UBS,16.29
2017-06-20,UBS,16.02
2017-06-21,UBS,16.13
2017-06-22,UBS,16.14
2017-06-23,UBS,16.06
2017-06-26,UBS,16.24
2017-06-27,UBS,16.59
2017-06-28,UBS,17.05
2017-06-29,UBS,17.11
2017-06-30,UBS,16.98
2017-07-03,UBS,17.32
2017-07-05,UBS,17.36
2017-07-06,UBS,17.31
2017-07-07,UBS,17.55
2017-07-10,UBS,17.56
2017-07-11,UBS,17.51
2017-07-12,UBS,17.46
2017-07-13,UBS,17.51
2017-07-14,UBS,17.56
2017-07-17,UBS,17.49
2017-07-18,UBS,17.65
2017-07-19,UBS,17.77
2017-07-20,UBS,17.80
2017-07-21,UBS,17.66
2017-07-24,UBS,18.06
2017-07-25,UBS,18.18
2017-07-26,UBS,18.11
2017-07-27,UBS,17.98
2017-07-28,UBS,17.52
2017-07-31,UBS,17.43
2017-08-01,UBS,17.58
2017-08-02,UBS,17.49
2017-08-03,UBS,17.46
2017-08-04,UBS,17.53
2017-08-07,UBS,17.48
2017-08-08,UBS,17.23
2017-08-09,UBS,17.31
2017-08-10,UBS,17.05
2017-08-11,UBS,17.05
2017-08-14,UBS,17.12
2017-08-15,UBS,17.10
2017-08-16,UBS,17.08
2017-08-17,UBS,16.75
2017-08-18,UBS,16.83
2017-08-21,UBS,16.76
2017-08-22,UBS,16.75
2017-08-23,UBS,16.65
2017-08-24,UBS,16.69
2017-08-25,UBS,16.81
2017-08-28,UBS,16.70
2017-08-29,UBS,16.55
2017-08-30,UBS,16.51
2017-08-31,UBS,16.44
2017-09-01,UBS,16.42
2017-09-05,UBS,16.16
2017-09-06,UBS,16.31
2017-09-07,UBS,16.25
2017-09-08,UBS,16.40
2017-09-11,UBS,16.48
2017-09-12,UBS,16.71
2017-09-13,UBS,16.66
2017-09-14,UBS,16.63
2017-09-15,UBS,16.70
2017-09-18,UBS,16.81
2017-09-19,UBS,16.94
2017-09-20,UBS,16.89
2017-09-21,UBS,16.96
2017-09-22,UBS,16.98
2017-09-25,UBS,16.78
2017-09-26,UBS,16.68
2017-09-27,UBS,16.93
2017-09-28,UBS,16.98
2017-09-29,UBS,17.15
2017-10-02,UBS,17.12
2017-10-03,UBS,17.19
2017-10-04,UBS,16.95
2017-10-05,UBS,17.17
2017-10-06,UBS,17.11
2017-10-09,UBS,17.03
2017-10-10,UBS,17.21
2017-10-11,UBS,17.16
2017-10-12,UBS,17.18
2017-10-13,UBS,17.28
2017-10-16,UBS,17.28
2017-10-17,UBS,17.24
2017-10-18,UBS,17.26
2017-10-19,UBS,17.31
2017-10-20,UBS,17.43
2017-10-23,UBS,17.33
2017-10-24,UBS,17.41
2017-10-25,UBS,17.28
2017-10-26,UBS,17.12
2017-10-27,UBS,17.01
2017-10-30,UBS,16.92
2017-10-31,UBS,17.01
2017-11-01,UBS,16.90
2017-11-02,UBS,17.26
2017-11-03,UBS,17.08
2017-11-06,UBS,17.05
2017-11-07,UBS,16.90
2017-11-08,UBS,16.95
2017-11-09,UBS,16.93
2017-11-10,UBS,17.11
2017-11-13,UBS,17.01
2017-11-14,UBS,17.01
2017-11-15,UBS,16.98
2017-11-16,UBS,17.05
2017-11-17,UBS,17.15
2017-11-20,UBS,17.10
2017-11-21,UBS,17.11
2017-11-22,UBS,17.20
2017-11-24,UBS,17.26
2017-11-27,UBS,17.14
2017-11-28,UBS,17.31
2017-11-29,UBS,17.28
2017-11-30,UBS,17.18
2017-12-01,UBS,17.52
2017-12-04,UBS,17.36
2017-12-05,UBS,17.10
2017-12-06,UBS,16.97
2017-12-07,UBS,17.04
2017-12-08,UBS,17.48
2017-12-11,UBS,17.80
2017-12-12,UBS,17.86
2017-12-13,UBS,17.89
2017-12-14,UBS,18.04
2017-12-15,UBS,18.11
2017-12-18,UBS,18.37
2017-12-19,UBS,18.38
2017-12-20,UBS,18.21
2017-12-21,UBS,18.40
2017-12-22,UBS,18.31
2017-12-26,UBS,18.25
2017-12-27,UBS,18.15
2017-12-28,UBS,18.37
2017-12-29,UBS,18.39
2018-01-02,UBS,18.50
2018-01-03,UBS,18.79
2018-01-04,UBS,18.95
2018-01-05,UBS,18.79
