Date,Type of work,Value,Average
2020-01-01,Clerical and data entry,1,1.000
2020-01-02,Clerical and data entry,0.810996564,1.129
2020-01-03,Clerical and data entry,1.176975945,1.201
2020-01-04,Clerical and data entry,1.189003436,1.225
2020-01-05,Clerical and data entry,1.04467354,1.277
2020-01-06,Clerical and data entry,1.067010309,1.291
2020-01-07,Clerical and data entry,1.309278351,1.295
2020-01-08,Clerical and data entry,1.302405498,1.321
2020-01-09,Clerical and data entry,1.316151203,1.356
2020-01-10,Clerical and data entry,1.348797251,1.394
2020-01-11,Clerical and data entry,1.551546392,1.423
2020-01-12,Clerical and data entry,1.140893471,1.425
2020-01-13,Clerical and data entry,1.097938144,1.447
2020-01-14,Clerical and data entry,1.487972509,1.462
2020-01-15,Clerical and data entry,1.546391753,1.464
2020-01-16,Clerical and data entry,1.587628866,1.461
2020-01-17,Clerical and data entry,1.548109966,1.434
2020-01-18,Clerical and data entry,1.565292096,1.438
2020-01-19,Clerical and data entry,1.293814433,1.430
2020-01-20,Clerical and data entry,1.20790378,1.405
2020-01-21,Clerical and data entry,1.496563574,1.361
2020-01-22,Clerical and data entry,1.525773196,1.351
2020-01-23,Clerical and data entry,1.402061856,1.344
2020-01-24,Clerical and data entry,1.575601375,1.360
2020-01-25,Clerical and data entry,1.506872852,1.349
2020-01-26,Clerical and data entry,1.12371134,1.328
2020-01-27,Clerical and data entry,0.89862543,1.321
2020-01-28,Clerical and data entry,1.422680412,1.337
2020-01-29,Clerical and data entry,1.47766323,1.357
2020-01-30,Clerical and data entry,1.517182131,1.376
2020-01-31,Clerical and data entry,1.494845361,1.354
2020-02-01,Clerical and data entry,1.359106529,1.357
2020-02-02,Clerical and data entry,1.073883162,1.372
2020-02-03,Clerical and data entry,1.015463918,1.372
2020-02-04,Clerical and data entry,1.563573883,1.377
2020-02-05,Clerical and data entry,1.609965636,1.386
2020-02-06,Clerical and data entry,1.360824742,1.377
2020-02-07,Clerical and data entry,1.518900344,1.411
2020-02-08,Clerical and data entry,1.462199313,1.418
2020-02-09,Clerical and data entry,1.073883162,1.411
2020-02-10,Clerical and data entry,1.048109966,1.431
2020-02-11,Clerical and data entry,1.627147766,1.459
2020-02-12,Clerical and data entry,1.54467354,1.461
2020-02-13,Clerical and data entry,1.604810997,1.475
2020-02-14,Clerical and data entry,1.565292096,1.494
2020-02-15,Clerical and data entry,1.414089347,1.498
2020-02-16,Clerical and data entry,1.211340206,1.518
2020-02-17,Clerical and data entry,1.245704467,1.514
2020-02-18,Clerical and data entry,1.640893471,1.510
2020-02-19,Clerical and data entry,1.640893471,1.508
2020-02-20,Clerical and data entry,1.738831615,1.512
2020-02-21,Clerical and data entry,1.592783505,1.512
2020-02-22,Clerical and data entry,1.556701031,1.513
2020-02-23,Clerical and data entry,1.18556701,1.503
2020-02-24,Clerical and data entry,1.211340206,1.503
2020-02-25,Clerical and data entry,1.627147766,1.498
2020-02-26,Clerical and data entry,1.673539519,1.501
2020-02-27,Clerical and data entry,1.738831615,1.471
2020-02-28,Clerical and data entry,1.599656357,1.493
2020-02-29,Clerical and data entry,1.486254296,1.521
2020-03-01,Clerical and data entry,1.187285223,1.542
2020-03-02,Clerical and data entry,1.175257732,1.546
2020-03-03,Clerical and data entry,1.647766323,1.544
2020-03-04,Clerical and data entry,1.458762887,1.526
2020-03-05,Clerical and data entry,1.896907216,1.552
2020-03-06,Clerical and data entry,1.795532646,1.526
2020-03-07,Clerical and data entry,1.630584192,1.469
2020-03-08,Clerical and data entry,1.214776632,1.450
2020-03-09,Clerical and data entry,1.161512027,1.447
2020-03-10,Clerical and data entry,1.52233677,1.451
2020-03-11,Clerical and data entry,1.639175258,1.400
2020-03-12,Clerical and data entry,1.714776632,1.389
2020-03-13,Clerical and data entry,1.402061856,1.357
2020-03-14,Clerical and data entry,1.498281787,1.347
2020-03-15,Clerical and data entry,1.194158076,1.314
2020-03-16,Clerical and data entry,1.187285223,1.293
2020-03-17,Clerical and data entry,1.163230241,1.280
2020-03-18,Clerical and data entry,1.56185567,1.303
2020-03-19,Clerical and data entry,1.489690722,1.255
2020-03-20,Clerical and data entry,1.335051546,1.245
2020-03-21,Clerical and data entry,1.266323024,1.263
2020-03-22,Clerical and data entry,1.049828179,1.270
2020-03-23,Clerical and data entry,1.092783505,1.310
2020-03-24,Clerical and data entry,1.326460481,1.311
2020-03-25,Clerical and data entry,1.225085911,1.321
2020-03-26,Clerical and data entry,1.417525773,1.348
2020-03-27,Clerical and data entry,1.465635739,1.363
2020-03-28,Clerical and data entry,1.312714777,1.381
2020-03-29,Clerical and data entry,1.326460481,1.402
2020-03-30,Clerical and data entry,1.103092784,1.378
2020-03-31,Clerical and data entry,1.39862543,1.376
2020-04-01,Clerical and data entry,1.410652921,1.376
2020-04-02,Clerical and data entry,1.524054983,1.368
2020-04-03,Clerical and data entry,1.594501718,1.362
2020-04-04,Clerical and data entry,1.453608247,1.355
2020-04-05,Clerical and data entry,1.159793814,1.366
2020-04-06,Clerical and data entry,1.092783505,1.379
2020-04-07,Clerical and data entry,1.395189003,1.405
2020-04-08,Clerical and data entry,1.355670103,1.413
2020-04-09,Clerical and data entry,1.482817869,1.452
2020-04-10,Clerical and data entry,1.54467354,1.497
2020-04-11,Clerical and data entry,1.530927835,1.408
2020-04-12,Clerical and data entry,1.249140893,1.449
2020-04-13,Clerical and data entry,1.273195876,1.549
2020-04-14,Clerical and data entry,1.453608247,1.527
2020-04-15,Clerical and data entry,1.632302405,1.558
2020-04-16,Clerical and data entry,1.793814433,1.582
2020-04-17,Clerical and data entry,0.924398625,1.628
2020-04-18,Clerical and data entry,1.817869416,1.741
2020-04-19,Clerical and data entry,1.946735395,1.732
2020-04-20,Clerical and data entry,1.12371134,1.648
2020-04-21,Clerical and data entry,1.66838488,1.693
2020-04-22,Clerical and data entry,1.800687285,1.684
2020-04-23,Clerical and data entry,2.116838488,1.664
2020-04-24,Clerical and data entry,1.709621993,1.598
2020-04-25,Clerical and data entry,1.756013746,1.610
2020-04-26,Clerical and data entry,1.360824742,1.606
2020-04-27,Clerical and data entry,1.439862543,1.604
2020-04-28,Clerical and data entry,1.60137457,1.592
2020-04-29,Clerical and data entry,1.663230241,1.597
2020-04-30,Clerical and data entry,1.652920962,1.607
2020-05-01,Clerical and data entry,1.797250859,1.649
2020-05-02,Clerical and data entry,1.723367698,1.652
2020-05-03,Clerical and data entry,1.352233677,1.628
2020-05-04,Clerical and data entry,1.355670103,1.633
2020-05-05,Clerical and data entry,1.637457045,1.636
2020-05-06,Clerical and data entry,1.73024055,1.627
2020-05-07,Clerical and data entry,1.943298969,1.657
2020-05-08,Clerical and data entry,1.821305842,1.640
2020-05-09,Clerical and data entry,1.554982818,1.651
2020-05-10,Clerical and data entry,1.390034364,1.690
2020-05-11,Clerical and data entry,1.374570447,1.696
2020-05-12,Clerical and data entry,1.572164948,1.717
2020-05-13,Clerical and data entry,1.941580756,1.731
2020-05-14,Clerical and data entry,1.823024055,1.706
2020-05-15,Clerical and data entry,1.902061856,1.730
2020-05-16,Clerical and data entry,1.828178694,1.711
2020-05-17,Clerical and data entry,1.431271478,1.682
2020-05-18,Clerical and data entry,1.520618557,1.676
2020-05-19,Clerical and data entry,1.673539519,1.654
2020-05-20,Clerical and data entry,1.762886598,1.655
2020-05-21,Clerical and data entry,1.987972509,1.669
2020-05-22,Clerical and data entry,1.774914089,1.637
2020-05-23,Clerical and data entry,1.621993127,1.660
2020-05-24,Clerical and data entry,1.388316151,1.687
2020-05-25,Clerical and data entry,1.365979381,1.735
2020-05-26,Clerical and data entry,1.683848797,1.711
2020-05-27,Clerical and data entry,1.857388316,1.665
2020-05-28,Clerical and data entry,1.766323024,1.607
2020-05-29,Clerical and data entry,1.934707904,1.530
2020-05-30,Clerical and data entry,1.81185567,1.467
2020-05-31,Clerical and data entry,1.725085911,1.405
2020-06-01,Clerical and data entry,1.195876289,1.321
2020-06-02,Clerical and data entry,1.365979381,1.295
2020-06-03,Clerical and data entry,1.446735395,1.289
2020-06-04,Clerical and data entry,1.228522337,1.297
2020-06-05,Clerical and data entry,1.496563574,1.338
2020-06-06,Clerical and data entry,1.372852234,1.329
2020-06-07,Clerical and data entry,1.139175258,1.349
2020-06-08,Clerical and data entry,1.017182131,1.383
2020-06-09,Clerical and data entry,1.321305842,1.405
2020-06-10,Clerical and data entry,1.505154639,1.422
2020-06-11,Clerical and data entry,1.510309278,1.415
2020-06-12,Clerical and data entry,1.439862543,1.411
2020-06-13,Clerical and data entry,1.507731959,1.409
2020-06-14,Clerical and data entry,1.379725086,1.394
2020-06-15,Clerical and data entry,1.16838488,1.362
2020-06-16,Clerical and data entry,1.443728522,1.341
2020-06-17,Clerical and data entry,1.453608247,1.332
2020-06-18,Clerical and data entry,1.486254296,1.333
2020-06-19,Clerical and data entry,1.426116838,1.325
2020-06-20,Clerical and data entry,1.39862543,1.337
2020-06-21,Clerical and data entry,1.158075601,1.324
2020-06-22,Clerical and data entry,1.018900344,1.300
2020-06-23,Clerical and data entry,1.381443299,1.297
2020-06-24,Clerical and data entry,1.463917526,1.317
2020-06-25,Clerical and data entry,1.427835052,1.312
2020-06-26,Clerical and data entry,1.506872852,1.334
2020-06-27,Clerical and data entry,1.310996564,1.334
2020-06-28,Clerical and data entry,0.989690722,1.318
2020-06-29,Clerical and data entry,0.998281787,1.324
2020-06-30,Clerical and data entry,1.518900344,1.337
2020-07-01,Clerical and data entry,1.432989691,1.196
2020-07-02,Clerical and data entry,1.579037801,1.184
2020-07-03,Clerical and data entry,1.505154639,1.202
2020-07-04,Clerical and data entry,1.204467354,1.089
2020-07-05,Clerical and data entry,1.029209622,1.100
2020-07-06,Clerical and data entry,1.087628866,1.149
2020-07-10,Clerical and data entry,0.536082474,1.185
2020-07-11,Clerical and data entry,1.347079038,1.302
2020-07-12,Clerical and data entry,1.702749141,1.318
2020-07-13,Clerical and data entry,0.718213058,1.236
2020-07-14,Clerical and data entry,1.278350515,1.289
2020-07-15,Clerical and data entry,1.37628866,1.230
2020-07-16,Clerical and data entry,1.335051546,1.278
2020-07-17,Clerical and data entry,1.35395189,1.286
2020-07-18,Clerical and data entry,1.463917526,1.290
2020-07-19,Clerical and data entry,1.127147766,1.237
2020-07-20,Clerical and data entry,1.091065292,1.244
2020-07-21,Clerical and data entry,0.864261168,1.265
2020-07-22,Clerical and data entry,1.70790378,1.369
2020-07-23,Clerical and data entry,1.395189003,1.304
2020-07-24,Clerical and data entry,1.379725086,1.299
2020-07-25,Clerical and data entry,1.096219931,1.276
2020-07-26,Clerical and data entry,1.173539519,1.308
2020-07-27,Clerical and data entry,1.237113402,1.276
2020-07-28,Clerical and data entry,1.591065292,1.256
2020-07-29,Clerical and data entry,1.25257732,1.206
2020-07-30,Clerical and data entry,1.362542955,1.226
2020-07-31,Clerical and data entry,1.218213058,1.245
2020-08-01,Clerical and data entry,1.323024055,1.229
2020-08-02,Clerical and data entry,0.948453608,1.258
2020-08-03,Clerical and data entry,1.096219931,1.269
2020-08-04,Clerical and data entry,1.238831615,1.247
2020-08-05,Clerical and data entry,1.395189003,1.271
2020-08-06,Clerical and data entry,1.493127148,1.313
2020-08-07,Clerical and data entry,1.10652921,1.312
2020-08-08,Clerical and data entry,1.527491409,1.338
2020-08-09,Clerical and data entry,1.02233677,1.301
2020-08-10,Clerical and data entry,0.948453608,1.299
2020-08-11,Clerical and data entry,1.407216495,1.289
2020-08-12,Clerical and data entry,1.68556701,1.278
2020-08-13,Clerical and data entry,1.487972509,1.225
2020-08-14,Clerical and data entry,1.286941581,1.213
2020-08-15,Clerical and data entry,1.266323024,1.216
2020-08-16,Clerical and data entry,1.012027491,1.225
2020-08-17,Clerical and data entry,0.879725086,1.235
2020-08-18,Clerical and data entry,1.329896907,1.247
2020-08-19,Clerical and data entry,1.309278351,1.247
2020-08-20,Clerical and data entry,1.405498282,1.277
2020-08-21,Clerical and data entry,1.305841924,1.219
2020-08-22,Clerical and data entry,1.333333333,1.209
2020-08-23,Clerical and data entry,1.082474227,1.231
2020-08-24,Clerical and data entry,0.962199313,1.212
2020-08-25,Clerical and data entry,1.33161512,1.207
2020-08-26,Clerical and data entry,1.517182131,1.194
2020-08-27,Clerical and data entry,1.003436426,1.173
2020-08-28,Clerical and data entry,1.23024055,1.269
2020-08-29,Clerical and data entry,1.491408935,1.330
2020-08-30,Clerical and data entry,0.945017182,1.343
2020-08-31,Clerical and data entry,0.929553265,1.369
2020-09-01,Clerical and data entry,1.238831615,1.388
2020-09-02,Clerical and data entry,1.372852234,1.391
2020-09-03,Clerical and data entry,1.676975945,1.382
2020-09-04,Clerical and data entry,1.652920962,1.364
2020-09-05,Clerical and data entry,1.582474227,1.329
2020-09-06,Clerical and data entry,1.132302405,1.309
2020-09-07,Clerical and data entry,1.060137457,1.322
2020-09-08,Clerical and data entry,1.259450172,1.315
2020-09-09,Clerical and data entry,1.310996564,1.323
2020-09-10,Clerical and data entry,1.549828179,1.355
2020-09-11,Clerical and data entry,1.410652921,1.389
2020-09-12,Clerical and data entry,1.441580756,1.429
2020-09-13,Clerical and data entry,1.223367698,1.441
2020-09-14,Clerical and data entry,1.006872852,1.426
2020-09-15,Clerical and data entry,1.317869416,1.453
2020-09-16,Clerical and data entry,1.537800687,1.515
2020-09-17,Clerical and data entry,1.781786942,1.604
2020-09-18,Clerical and data entry,1.695876289,1.600
2020-09-19,Clerical and data entry,1.525773196,1.585
2020-09-20,Clerical and data entry,1.113402062,1.568
2020-09-21,Clerical and data entry,1.197594502,1.565
2020-09-22,Clerical and data entry,1.750859107,1.541
2020-09-23,Clerical and data entry,2.163230241,1.531
2020-09-24,Clerical and data entry,1.750859107,1.427
2020-09-25,Clerical and data entry,1.591065292,1.387
2020-09-26,Clerical and data entry,1.412371134,1.364
2020-09-27,Clerical and data entry,1.089347079,1.358
2020-09-28,Clerical and data entry,1.027491409,1.350
2020-09-29,Clerical and data entry,1.683848797,1.376
2020-09-30,Clerical and data entry,1.431271478,1.341
2020-10-01,Clerical and data entry,1.474226804,1.371
2020-10-02,Clerical and data entry,1.427835052,1.388
2020-10-03,Clerical and data entry,1.371134021,1.423
2020-10-04,Clerical and data entry,1.034364261,1.463
2020-10-05,Clerical and data entry,1.206185567,1.509
2020-10-06,Clerical and data entry,1.443298969,1.531
2020-10-07,Clerical and data entry,1.639175258,1.687
2020-10-08,Clerical and data entry,1.594501718,1.628
2020-10-09,Clerical and data entry,1.673539519,1.635
2020-10-10,Clerical and data entry,1.649484536,1.684
2020-10-11,Clerical and data entry,1.355670103,1.719
2020-10-12,Clerical and data entry,1.364261168,1.708
2020-10-13,Clerical and data entry,2.534364261,1.736
2020-10-14,Clerical and data entry,1.226804124,1.623
2020-10-15,Clerical and data entry,1.644329897,1.730
2020-10-16,Clerical and data entry,2.010309278,1.772
2020-10-17,Clerical and data entry,1.900343643,1.763
2020-10-18,Clerical and data entry,1.274914089,1.771
2020-10-19,Clerical and data entry,1.563573883,1.788
2020-10-20,Clerical and data entry,1.740549828,1.792
2020-10-21,Clerical and data entry,1.97766323,1.849
2020-10-22,Clerical and data entry,1.934707904,1.863
2020-10-23,Clerical and data entry,1.950171821,1.897
2020-10-24,Clerical and data entry,1.956185567,1.931
2020-10-25,Clerical and data entry,1.395189003,1.922
2020-10-26,Clerical and data entry,1.591065292,1.948
2020-10-27,Clerical and data entry,2.137457045,1.943
2020-10-28,Clerical and data entry,2.075601375,2.044
2020-10-29,Clerical and data entry,2.175257732,2.088
2020-10-30,Clerical and data entry,2.189003436,2.088
2020-10-31,Clerical and data entry,1.89347079,2.097
2020-11-01,Clerical and data entry,1.575601375,2.143
2020-11-02,Clerical and data entry,1.551546392,2.168
2020-11-03,Clerical and data entry,2.848797251,2.174
2020-11-04,Clerical and data entry,2.383161512,2.059
2020-11-05,Clerical and data entry,2.171821306,2.016
2020-11-06,Clerical and data entry,2.25257732,2.025
2020-11-07,Clerical and data entry,2.216494845,2.121
2020-11-08,Clerical and data entry,1.754295533,2.103
2020-11-09,Clerical and data entry,1.592783505,2.085
2020-11-10,Clerical and data entry,2.04467354,2.066
2020-11-11,Clerical and data entry,2.079037801,2.066
2020-11-12,Clerical and data entry,2.231958763,2.108
2020-11-13,Clerical and data entry,2.926116838,2.137
2020-11-14,Clerical and data entry,2.092783505,2.018
2020-11-15,Clerical and data entry,1.627147766,1.984
2020-11-16,Clerical and data entry,1.458762887,2.000
2020-11-17,Clerical and data entry,2.042955326,2.028
2020-11-18,Clerical and data entry,2.37628866,2.069
2020-11-19,Clerical and data entry,2.436426117,2.017
2020-11-20,Clerical and data entry,2.092783505,1.940
2020-11-21,Clerical and data entry,1.850515464,1.889
2020-11-22,Clerical and data entry,1.742268041,1.842
2020-11-23,Clerical and data entry,1.652920962,1.788
2020-11-24,Clerical and data entry,2.335051546,1.780
2020-11-25,Clerical and data entry,2.012027491,1.713
2020-11-26,Clerical and data entry,1.895189003,1.750
2020-11-27,Clerical and data entry,1.735395189,1.787
2020-11-28,Clerical and data entry,1.524054983,1.826
2020-11-29,Clerical and data entry,1.360824742,1.868
2020-11-30,Clerical and data entry,1.594501718,1.876
2020-12-01,Clerical and data entry,1.865979381,1.894
2020-12-02,Clerical and data entry,2.273195876,1.907
2020-12-03,Clerical and data entry,2.154639175,1.897
2020-12-04,Clerical and data entry,2.012027491,1.929
2020-12-05,Clerical and data entry,1.81443299,1.951
2020-12-06,Clerical and data entry,1.41580756,1.957
2020-12-07,Clerical and data entry,1.723367698,1.981
2020-12-08,Clerical and data entry,1.953608247,2.002
2020-12-09,Clerical and data entry,2.206185567,2.038
2020-12-10,Clerical and data entry,2.378006873,2.013
2020-12-11,Clerical and data entry,2.164948454,1.959
2020-12-12,Clerical and data entry,1.859106529,1.926
2020-12-13,Clerical and data entry,1.582474227,1.912
2020-12-14,Clerical and data entry,1.871134021,1.886
2020-12-15,Clerical and data entry,2.201030928,1.803
2020-12-16,Clerical and data entry,2.036082474,1.743
2020-12-17,Clerical and data entry,2.001718213,1.719
2020-12-18,Clerical and data entry,1.927835052,1.678
2020-12-19,Clerical and data entry,1.766323024,1.595
2020-12-20,Clerical and data entry,1.39862543,1.500
2020-12-21,Clerical and data entry,1.29209622,1.452
2020-12-22,Clerical and data entry,1.776632302,1.428
2020-12-23,Clerical and data entry,1.872852234,1.418
2020-12-24,Clerical and data entry,1.711340206,1.365
2020-12-25,Clerical and data entry,1.345360825,1.349
2020-12-26,Clerical and data entry,1.099656357,1.330
2020-12-27,Clerical and data entry,1.068728522,1.327
2020-12-28,Clerical and data entry,1.118556701,1.333
2020-12-29,Clerical and data entry,1.706185567,1.351
2020-12-30,Clerical and data entry,1.506872852,1.353
2020-12-31,Clerical and data entry,1.599656357,1.423
2021-01-01,Clerical and data entry,1.211340206,1.468
2021-01-02,Clerical and data entry,1.075601375,1.556
2021-01-03,Clerical and data entry,1.115120275,1.636
2021-01-04,Clerical and data entry,1.238831615,1.665
2021-01-05,Clerical and data entry,1.725085911,1.678
2021-01-06,Clerical and data entry,1.998281787,1.674
2021-01-07,Clerical and data entry,1.914089347,1.561
2021-01-08,Clerical and data entry,1.828178694,1.504
2021-01-09,Clerical and data entry,1.635738832,1.526
2021-01-10,Clerical and data entry,1.316151203,1.532
2021-01-11,Clerical and data entry,1.33161512,1.560
2021-01-12,Clerical and data entry,1.695876289,1.633
2021-01-13,Clerical and data entry,1.206185567,1.691
2021-01-15,Clerical and data entry,1.513745704,1.796
2021-01-16,Clerical and data entry,1.979381443,1.857
2021-01-17,Clerical and data entry,1.680412371,1.830
2021-01-18,Clerical and data entry,1.510309278,1.785
2021-01-19,Clerical and data entry,1.847079038,1.796
2021-01-20,Clerical and data entry,2.103092784,1.828
2021-01-21,Clerical and data entry,1.939862543,1.850
2021-01-22,Clerical and data entry,1.93814433,1.937
2021-01-23,Clerical and data entry,1.788659794,1.996
2021-01-24,Clerical and data entry,1.365979381,2.003
2021-01-25,Clerical and data entry,1.589347079,2.012
2021-01-26,Clerical and data entry,2.068728522,2.004
2021-01-27,Clerical and data entry,2.259450172,1.984
2021-01-28,Clerical and data entry,2.548109966,1.974
2021-01-29,Clerical and data entry,2.348797251,1.946
2021-01-30,Clerical and data entry,1.843642612,1.920
2021-01-31,Clerical and data entry,1.426116838,1.936
2021-02-01,Clerical and data entry,1.532646048,1.937
2021-02-02,Clerical and data entry,1.927835052,1.934
2021-02-03,Clerical and data entry,2.192439863,1.987
2021-02-04,Clerical and data entry,2.347079038,1.982
2021-02-05,Clerical and data entry,2.171821306,1.965
2021-02-06,Clerical and data entry,1.951890034,1.976
2021-02-07,Clerical and data entry,1.434707904,1.969
2021-02-08,Clerical and data entry,1.512027491,1.986
2021-02-09,Clerical and data entry,2.300687285,1.970
2021-02-10,Clerical and data entry,2.158075601,1.917
2021-02-11,Clerical and data entry,2.223367698,1.904
2021-02-12,Clerical and data entry,2.254295533,1.902
2021-02-13,Clerical and data entry,1.896907216,1.881
2021-02-14,Clerical and data entry,1.553264605,1.753
2021-02-15,Clerical and data entry,1.400343643,1.659
2021-02-16,Clerical and data entry,1.934707904,1.622
2021-02-17,Clerical and data entry,2.065292096,1.521
2021-02-18,Clerical and data entry,2.20790378,1.388
2021-02-19,Clerical and data entry,2.111683849,1.211
2020-01-01,Creative and multimedia,1,1.097
2020-01-02,Creative and multimedia,0.890260631,1.154
2020-01-03,Creative and multimedia,1.146090535,1.225
2020-01-04,Creative and multimedia,1.222908093,1.265
2020-01-05,Creative and multimedia,1.135802469,1.284
2020-01-06,Creative and multimedia,0.972565158,1.281
2020-01-07,Creative and multimedia,1.312757202,1.314
2020-01-08,Creative and multimedia,1.399176955,1.347
2020-01-09,Creative and multimedia,1.388888889,1.382
2020-01-10,Creative and multimedia,1.425925926,1.410
2020-01-11,Creative and multimedia,1.354595336,1.425
2020-01-12,Creative and multimedia,1.115912209,1.442
2020-01-13,Creative and multimedia,1.198216735,1.451
2020-01-14,Creative and multimedia,1.549382716,1.455
2020-01-15,Creative and multimedia,1.641975309,1.489
2020-01-16,Creative and multimedia,1.581618656,1.492
2020-01-17,Creative and multimedia,1.534979424,1.500
2020-01-18,Creative and multimedia,1.468449931,1.500
2020-01-19,Creative and multimedia,1.179698217,1.516
2020-01-20,Creative and multimedia,1.225651578,1.505
2020-01-21,Creative and multimedia,1.788065844,1.487
2020-01-22,Creative and multimedia,1.66872428,1.461
2020-01-23,Creative and multimedia,1.637174211,1.442
2020-01-24,Creative and multimedia,1.531550069,1.438
2020-01-25,Creative and multimedia,1.579561043,1.439
2020-01-26,Creative and multimedia,1.104252401,1.415
2020-01-27,Creative and multimedia,1.100823045,1.420
2020-01-28,Creative and multimedia,1.605624143,1.418
2020-01-29,Creative and multimedia,1.531550069,1.443
2020-01-30,Creative and multimedia,1.614540466,1.452
2020-01-31,Creative and multimedia,1.537037037,1.449
2020-02-01,Creative and multimedia,1.409465021,1.464
2020-02-02,Creative and multimedia,1.144032922,1.482
2020-02-03,Creative and multimedia,1.085733882,1.486
2020-02-04,Creative and multimedia,1.775720165,1.500
2020-02-05,Creative and multimedia,1.598765432,1.483
2020-02-06,Creative and multimedia,1.589163237,1.487
2020-02-07,Creative and multimedia,1.643347051,1.493
2020-02-08,Creative and multimedia,1.536351166,1.482
2020-02-09,Creative and multimedia,1.173525377,1.446
2020-02-10,Creative and multimedia,1.183813443,1.435
2020-02-11,Creative and multimedia,1.652949246,1.424
2020-02-12,Creative and multimedia,1.631687243,1.413
2020-02-13,Creative and multimedia,1.631687243,1.403
2020-02-14,Creative and multimedia,1.567215364,1.412
2020-02-15,Creative and multimedia,1.277777778,1.405
2020-02-16,Creative and multimedia,1.098079561,1.421
2020-02-17,Creative and multimedia,1.106310014,1.428
2020-02-18,Creative and multimedia,1.576131687,1.437
2020-02-19,Creative and multimedia,1.567215364,1.434
2020-02-20,Creative and multimedia,1.691358025,1.456
2020-02-21,Creative and multimedia,1.517832647,1.442
2020-02-22,Creative and multimedia,1.390260631,1.441
2020-02-23,Creative and multimedia,1.144718793,1.437
2020-02-24,Creative and multimedia,1.16872428,1.431
2020-02-25,Creative and multimedia,1.559670782,1.433
2020-02-26,Creative and multimedia,1.716735254,1.454
2020-02-27,Creative and multimedia,1.593964335,1.417
2020-02-28,Creative and multimedia,1.515775034,1.415
2020-02-29,Creative and multimedia,1.35733882,1.426
2020-03-01,Creative and multimedia,1.104938272,1.437
2020-03-02,Creative and multimedia,1.185871056,1.464
2020-03-03,Creative and multimedia,1.704389575,1.457
2020-03-04,Creative and multimedia,1.458161866,1.428
2020-03-05,Creative and multimedia,1.575445816,1.440
2020-03-06,Creative and multimedia,1.593278464,1.436
2020-03-07,Creative and multimedia,1.437585734,1.409
2020-03-08,Creative and multimedia,1.296296296,1.386
2020-03-09,Creative and multimedia,1.133744856,1.346
2020-03-10,Creative and multimedia,1.5,1.329
2020-03-11,Creative and multimedia,1.545953361,1.294
2020-03-12,Creative and multimedia,1.546639232,1.253
2020-03-13,Creative and multimedia,1.405349794,1.213
2020-03-14,Creative and multimedia,1.27297668,1.186
2020-03-15,Creative and multimedia,1.019890261,1.176
2020-03-16,Creative and multimedia,1.009602195,1.180
2020-03-17,Creative and multimedia,1.260631001,1.176
2020-03-18,Creative and multimedia,1.25308642,1.165
2020-03-19,Creative and multimedia,1.269547325,1.133
2020-03-20,Creative and multimedia,1.215363512,1.107
